지역 및 규모,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
경기 동부2권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.3334251,99.57164702,99.05227511,98.4091626,97.58270071,97.40419755,96.64064821,96.64064821,95.47232648,94.50775397,94.14543847,94.32740684,93.89719503,92.21058309,92.39780194,91.69160766,90.47112849,88.88907924,88.81710776,88.5522442,87.98412476,87.44200782
경기 동부2권(40㎡초과 ~ 60㎡이하),89.87891945,90.70645314,91.05239551,91.73015421,91.71849586,91.70143173,91.74424884,91.78287777,91.88452442,92.13971155,92.38123891,92.60537211,92.75967556,93.18228194,93.64990525,94.05118025,94.66784164,95.19611097,95.89442025,96.15249286,96.43730876,96.87281803,97.59221128,98.06874336,98.37331237,98.53921248,98.58814152,98.67061532,99.01136006,99.23011279,99.26315081,99.18565833,99.2961175,99.48397304,99.724184,100.1814933,100.1940363,100.1227491,100.1675494,100.1945209,100.3994556,100.2824703,100.2678409,100.2467517,100.137655,100.1860529,100.3039723,100,100,99.89927038,99.95510168,99.86074051,99.70682347,99.69268306,99.63015365,99.74799417,99.86402753,99.7583433,99.37887919,99.18485782,98.66937641,98.18858844,97.59980177,96.74772814,95.72595632,94.9296043,94.53989994,94.12497985,94.09946054,93.934728
경기 동부2권(60㎡초과 ~ 85㎡이하),92.29358784,92.78517899,93.11311129,93.54413391,93.67313664,93.61373181,93.60706077,93.59246184,93.81524929,93.97958808,94.05179041,94.19696611,94.37996533,94.5174128,94.85692715,95.13694301,95.57512712,95.82866095,96.07245989,96.487662,96.64827453,96.91958523,97.20845618,97.39120751,97.59390978,97.77222961,97.85385981,97.93550959,97.95272658,98.26885692,98.4898394,98.63133718,98.77127019,98.97924984,99.21411327,99.43282729,99.49452444,99.56745311,99.6201164,99.79928287,99.97563064,100.2219021,100.3232476,100.3668246,100.3290173,100.1836685,100.2193493,100,99.93545687,100.1264272,100.1039524,100.5194974,100.676557,100.7230296,100.6335576,100.529756,100.5224062,100.5067223,100.4680996,100.1119292,99.85581943,99.2267686,99.01118796,98.71463993,98.12999237,97.71887872,97.01665358,96.78892046,96.3894636,96.09219307
경기 동부2권(85㎡초과 ~ 102㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
경기 동부2권(102㎡초과 ~ 135㎡이하),97.84337066,97.94211584,97.93558939,97.93558939,98.12821546,98.09972316,98.09972316,98.49350262,98.39790946,97.94344018,97.42011725,97.13084381,97.27042563,97.27042563,97.27042563,97.42662853,97.64064819,98.03490674,98.03490674,98.14359488,98.14359488,98.30224106,98.30224106,98.22278475,98.22278475,98.33123639,98.33123639,98.22512756,98.17584009,98.01856346,98.07623395,98.07623395,97.99648346,98.20063461,98.20063461,98.1740797,98.12028364,98.03927916,98.03927916,98.07799776,98.04713484,98.14116697,98.27763572,98.29423493,98.28934147,99.14571926,99.25587768,100,100,100,100.2338683,100.6461891,100.720901,100.4689845,100.650582,100.724471,100.7960665,100.9003476,100.4997115,100.4641964,100.5543593,100.554518,100.0822646,99.94873588,99.77482129,99.59951669,99.19914063,99.04231756,99.04231756,99.03026225
경기 동부2권(135㎡초과),98.85007442,96.35903742,98.50250469,98.50250469,98.50250469,99.67359902,100.5612177,101.4488222,102.0405509,102.0405509,102.0405509,102.0405509,99.69726624,99.69726624,99.69726624,99.99307071,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.1354097,100.417985,100.417985,100.417985,100.417985,100.417985,100.417985,100.417985,100.417985,100.417985,100,100,99.71743915,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,
경기 경의권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.3749521,100.3749521,99.50822931,99.81439297,99.39614444,98.69284519,98.49149386,98.49149386,97.99654957,97.63341598,97.8006148,97.86354982,97.4361282,96.85226802,96.6318973,96.49640673,95.79331566,94.86821898,94.6193024,93.93244551,93.55019967,93.27414979
경기 경의권(40㎡초과 ~ 60㎡이하),80.43639347,81.00618767,81.66162203,82.16477739,82.03877154,81.89774278,81.83853551,81.66237018,81.92777608,82.49085284,83.1127401,83.31551742,83.61767386,83.89216765,84.5815026,85.35290016,86.46650263,87.17141276,88.09137398,88.86286257,89.61709684,90.75035138,91.88621703,92.53663785,92.73907572,92.75629051,92.76265717,92.83555719,93.02508574,93.24403734,93.47658035,93.7118952,93.99719232,94.13672967,95.1553598,95.88397272,95.98081365,96.00565606,95.91902559,95.95336182,96.48217327,96.83409633,97.39734635,98.42527192,99.56719612,99.63157564,99.87068022,100,99.81864275,99.62993868,99.39349787,99.09486752,99.06026501,98.91017659,98.57893261,98.41391417,98.12081461,98.2793678,98.68619234,99.35152309,99.2509963,99.01567496,98.86344437,98.66353479,98.03305024,97.60490918,97.07032274,96.54885231,95.92337392,95.65044905
경기 경의권(60㎡초과 ~ 85㎡이하),85.85290921,86.60704672,87.24143674,87.97563436,87.95981304,87.5694987,87.35687477,87.24854113,87.51168118,88.17066071,88.64726355,88.94247405,89.05977094,89.19827345,89.85045461,90.51889744,91.41820935,91.90971684,92.76510678,93.3538568,93.86300725,94.61101365,95.30479702,95.85818376,96.05991435,96.06051714,96.02936433,95.98680232,95.93534997,95.94932902,96.04407226,96.08687422,96.17177897,96.38745275,96.93723952,97.46418527,97.5791114,97.54110584,97.43755505,97.38772606,97.39994308,97.55829017,97.7678113,98.38663563,99.32950065,99.4004133,99.64290359,100,99.93956848,99.8688592,99.83702327,99.92006681,99.73263642,99.61437551,99.6107378,99.41714341,99.00462384,98.98855949,99.5624845,100.0006937,99.81989665,99.60622876,99.50211236,99.33943082,99.0123864,98.68989626,98.42398309,98.04681773,97.68253343,97.45659071
경기 경의권(85㎡초과 ~ 102㎡이하),89.37764939,90.05099092,90.61577663,91.02013322,91.17050305,91.49395663,91.85201843,92.05506089,91.89979999,92.44825946,93.05237953,93.40683191,93.54021689,93.85879696,94.08674851,94.72945844,95.35626617,95.96840187,96.28694138,96.73366725,97.09618582,97.44965678,97.92975809,98.48253994,98.88867688,98.93509996,98.96594743,98.86799709,98.80595297,98.82285224,98.9298689,98.95933125,98.98508262,99.07379397,99.32757791,99.49080058,99.49080058,99.32716286,99.15196202,99.05778838,98.91061731,98.93381811,99.01361765,99.181213,99.82607923,99.83620501,99.86724674,100,100.0031963,99.93308861,100.1024102,99.88855536,100.1513184,100.2956605,100.3520643,100.0564758,99.79494016,99.67041711,99.80877151,99.91420501,99.91239645,100.0762848,99.99792608,99.85807208,99.77768364,99.65414921,99.49791613,99.35977097,99.01149151,99.01888137
경기 경의권(102㎡초과 ~ 135㎡이하),93.55821879,93.29868847,93.26595005,93.5148172,93.59553811,93.09831654,93.13042938,92.85090105,92.60663198,92.69687018,93.11027944,93.28007762,93.36105402,93.42457997,93.85975706,94.27865024,94.85961078,95.72688839,96.45570089,96.95161803,97.43620087,97.94147818,98.58383458,98.79753098,98.90328797,98.86185928,98.85503529,98.85097311,98.80954702,98.77322205,98.70134475,98.70836932,98.7630264,98.8541421,99.34540394,99.52986062,99.49835229,99.30016581,99.17791465,99.0906476,98.9160623,98.77580175,98.74664633,99.06977572,99.71737379,99.8404228,99.86127696,100,99.92384712,99.93615736,99.97977032,99.97714966,99.9252834,100.1864236,100.1490354,99.95458562,99.7659807,99.58755661,99.66448207,99.77481815,99.53884028,99.53873179,99.4702814,99.35963171,99.1670388,99.02602048,98.83956292,98.48402266,98.28092443,98.13105032
경기 경의권(135㎡초과),95.07559674,94.59864802,95.00298952,95.38883573,95.28085365,94.65940957,94.63813687,94.40879682,94.30184805,94.11361434,94.12742675,94.42481848,94.59016701,94.69903651,95.23702379,96.05731699,97.10187238,97.72426718,98.10322218,98.69686763,98.78050915,98.76064279,98.85145869,98.9086236,98.76235738,98.72355865,98.72355865,98.52127313,98.08170528,97.9897701,97.853028,97.83103287,97.75431734,97.74082994,98.22810406,98.70042812,98.82076043,98.78038633,98.64262598,98.61814951,98.65686369,98.78415976,98.76761947,99.47332317,100.0521769,99.86992644,99.93472082,100,100.0273081,100.0474135,100.3620166,100.0686011,100.1517913,100.3967329,100.6051857,100.5293297,100.6588868,100.4690425,100.4503002,100.4659401,100.1313091,99.84645005,99.64391385,99.59004232,99.43824621,99.317631,98.93865614,98.50137101,98.15231396,97.94443451
경기 경원권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99.87102351,100.1086061,100.7975406,100.7068665,100.7068665,100.8758062,100.8559469,100.6853044,100.7227421,100.8390768,100.7528599,100.3008935,100.3008935,100.3661589,100.3161735,99.9472208,99.9472208,99.00382004,98.13471328,97.88924021,97.82589289
경기 경원권(40㎡초과 ~ 60㎡이하),89.57281932,89.40789238,89.45371345,89.83714206,89.76354786,89.69333489,89.53715763,89.36472585,89.32998167,89.4763675,89.69410018,89.90249396,90.01245349,90.12147062,90.28915709,90.65751115,91.21638055,91.6600867,92.29563989,92.65647218,93.04956488,93.66145799,94.11725161,94.70049643,95.06721429,95.08233442,95.15575423,95.23447833,95.66296526,96.10146498,96.56653496,96.82894039,97.14549154,97.31792756,97.65028217,98.10984399,98.24959254,98.34082158,98.30025713,98.39429236,98.49092218,98.87996749,99.20048118,99.4682944,99.71399761,99.77027228,99.80467885,100,100.0506155,100.1612427,100.1878572,100.1413534,100.150546,100.0781112,99.96405976,99.91179519,99.86701145,99.8084431,99.710035,99.64451969,99.60934295,99.65680506,99.64478959,99.57319725,99.28543743,99.00287091,98.78176458,98.52449773,98.36450892,98.25398956
경기 경원권(60㎡초과 ~ 85㎡이하),93.46647238,93.75559331,93.84141796,93.77220239,93.65668211,93.4961121,93.42333227,93.3503808,93.22066522,93.28381709,93.4370721,93.61478119,93.75810729,93.85830421,93.9235671,94.00161607,94.48292067,94.65383244,95.02951781,95.40664922,95.86296732,96.25924453,96.61173287,96.995989,97.07333651,97.16008289,97.17639704,97.21171439,97.24755218,97.33046118,97.57648024,97.78281013,97.93054472,98.0795322,98.37379035,98.56225274,98.64224951,98.61199921,98.64095699,98.65516475,98.8008322,99.04579245,99.22573257,99.42282187,99.5893956,99.72321859,99.83434894,100,100.0190105,99.9284157,99.83919483,99.83494237,99.82469238,99.76533348,99.78709521,99.79841192,99.67112563,99.57569076,99.48591151,99.31019046,99.29143337,99.24081309,99.15214965,99.03993297,98.78063788,98.63697463,98.43988172,98.1666938,98.00511093,97.94369602
경기 경원권(85㎡초과 ~ 102㎡이하),96.34586427,95.81520943,96.54429348,97.06617566,96.48079349,95.7882288,95.7252883,96.12857675,96.41929084,96.94449296,96.98108156,96.98108156,96.93965527,96.8259361,96.94343411,96.38456129,95.98759414,96.09464152,96.23054547,96.55899507,97.08802628,97.18598326,97.68112291,97.84903217,97.84903217,97.98012287,97.35360848,97.05590591,97.44768119,98.03238808,97.99562212,98.1399998,98.1399998,98.19194257,98.77543613,98.857418,98.99694175,98.99694175,99.18359212,99.10674555,99.0192312,99.28552618,99.44761105,99.64822182,99.75777993,99.85967189,99.85967189,100,100,100,100.203234,100.1376192,100.097409,100.0228345,100.0766732,99.83925209,99.7119499,99.82417268,99.7822719,99.7822719,99.94281565,100.2782517,100.2782517,100.2782517,100.2686275,100.3607963,100.2841296,100.1545486,100.1132117,100.1132117
경기 경원권(102㎡초과 ~ 135㎡이하),98.03797704,97.71455165,97.57813258,97.83304388,97.29385031,97.03336207,96.92828889,96.65112926,96.37395851,96.37395851,96.37395851,96.0714555,96.20542813,96.35896934,96.16766399,96.39565415,96.79521058,96.90698126,97.07988511,97.21127943,97.21127943,97.5988858,97.7790061,98.38691991,98.38691991,98.53521554,98.4310529,98.32634803,98.49640488,98.5994781,98.93459055,98.95027666,99.02931873,98.98073796,99.2319968,99.33494354,99.37961988,99.08210925,98.96796809,98.86601058,99.03732229,99.05954011,99.26585914,99.28348707,99.5540923,99.67472642,99.77880786,100,100.044474,100.0522259,100.2595355,100.4112319,100.2405558,100.2979644,100.3041484,100.1567496,100.1224418,100.0859267,100.0859267,100.0094668,99.54027769,99.41129309,99.34045239,99.20234062,98.88574373,98.85347252,98.43931812,98.49395507,98.40444432,97.98985536
경기 경원권(135㎡초과),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
인천(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.90319555,99.81697292,100.1077084,100.2390304,100.1976176,100.3478323,100.2174333,99.76540548,99.31736761,99.13439208,99.28878554,99.7159843,99.84603695,99.73345572,99.83173895,100.0311138,99.61950772,99.46483157,99.73631023,99.46841477,99.09260317,98.99578391
인천(40㎡초과 ~ 60㎡이하),88.24133524,88.49082463,88.84798469,89.41205764,89.58690349,89.70394337,89.69294202,89.90086906,90.17823395,90.65125108,90.89847036,91.101903,91.30467487,91.45699017,91.68786018,92.08645238,92.78236298,93.27390729,94.04666966,94.50085687,94.87560851,95.29228877,95.74247245,96.10521096,96.39046935,96.41901967,96.46829238,96.58872298,96.73765659,96.84088912,97.01622205,97.15701329,97.45180268,97.62889869,97.86693952,98.12343826,98.23802456,98.2344019,98.13697857,98.16609955,98.31473798,98.38697142,98.5962559,98.79636658,99.33403198,99.72152799,99.91737418,100,99.95005357,99.90124415,99.86239372,99.854467,99.78623977,99.66162138,99.53242819,99.32080004,99.02869919,98.97337056,98.97696824,99.09568656,99.24902398,99.09825799,98.94293418,98.68234903,98.59875672,98.45265726,98.3236642,98.30143894,97.90150735,98.037339
인천(60㎡초과 ~ 85㎡이하),89.39558677,89.77326233,90.06045766,90.77001266,91.06719867,91.23597866,91.33586517,91.3257252,91.39427461,91.67896951,91.93541294,92.24484458,92.35086653,92.47782569,92.72412863,93.14809397,93.89242228,94.5151259,95.12454415,95.4873041,95.79297467,96.18221287,96.53132492,96.88080449,97.11051388,97.19426181,97.17288532,97.18515494,97.24202638,97.29741999,97.44215191,97.62916158,97.85779819,97.95273235,98.1500225,98.36601429,98.44956108,98.43653922,98.37809228,98.40750161,98.42601485,98.5278692,98.63609609,98.73341843,99.15244203,99.45694203,99.67534279,100,99.99208962,99.99400302,100.1308721,100.1636632,100.1484325,100.0941151,100.1080433,100.0147232,99.6543614,99.55243527,99.67237134,99.83184347,100.0714507,100.0175626,99.91004845,99.72871873,99.63777438,99.55758117,99.54098309,99.47902367,99.36097636,99.56675401
인천(85㎡초과 ~ 102㎡이하),91.45615979,91.76278865,92.32023153,92.81438856,92.96128909,93.03521558,93.24750954,93.51140211,93.77791594,93.9861738,94.4280243,95.13864855,95.28673416,95.28673416,95.57610356,96.49673457,96.99858576,97.36295812,97.78733328,98.13823216,98.35920004,98.42865395,98.58836808,98.93621092,99.07847177,99.08319777,98.86600578,98.67062181,98.5133844,98.43782046,98.34101976,98.38197049,98.35396689,98.4197844,98.57695793,98.68205169,98.70965882,98.70478396,98.36329292,98.53771136,98.57700446,98.63235731,98.68147973,98.86763925,99.10339929,99.31638415,99.57914049,100,100.1842738,100.3439468,100.4899954,100.6307174,100.6716197,100.5433957,100.5864263,100.4998721,100.1909417,100.0872275,99.89719031,99.86158502,100.0770456,100.1528184,100.1540919,100.8041468,100.7930939,100.6929326,100.7610278,100.6958698,100.1679651,100.4005103
인천(102㎡초과 ~ 135㎡이하),94.19921215,94.99563638,95.33365274,95.45431982,95.6127291,95.53666158,95.46649621,95.49153719,95.62537853,95.75956384,96.09806695,96.28978899,96.2690004,96.56982572,96.72865467,97.21379022,97.96435861,98.36525481,98.59838829,98.87066959,99.03596101,99.31235064,99.46974126,99.77258793,99.89232988,99.88874873,99.77094196,99.72823113,99.5935007,99.59384746,99.67716958,99.75896462,99.80278786,99.85230133,99.86225945,99.95414482,99.83890242,99.76008547,99.59187376,99.58179525,99.65058625,99.62907965,99.74655738,99.75423563,99.65588522,99.75370231,99.93878958,100,100.0630465,100.0959591,100.2572446,100.3340884,100.3359818,100.2737861,100.3131855,100.1719712,99.99501021,99.98403841,100.2065071,100.5713908,100.8531596,100.8997309,100.8015199,100.9352511,101.0405239,101.0515057,101.05088,100.9507506,100.9839357,101.1736168
인천(135㎡초과),96.26157537,96.83496583,96.86699617,96.91259499,96.62238626,96.58765973,96.53623411,96.49277141,96.61504435,96.63471626,96.80040147,96.97961676,96.99259677,96.98026333,97.02048903,97.2488377,97.61814887,97.83256401,98.27724716,98.38561574,98.33971643,98.56550119,98.69457853,98.9645233,99.29875996,99.09489621,99.06244277,99.11267942,99.30988077,99.45473894,99.6537507,99.74752797,99.67030698,99.70252261,99.76796525,99.48068494,99.51150869,99.51150869,99.51702346,99.51702346,99.53416552,99.50889708,99.93033092,99.9006836,99.94653747,99.98068295,100.0169354,100,100.0017015,99.93373255,99.93373255,99.93373255,99.93373255,100.0743003,100.1918629,100.3016349,99.89065616,99.55808187,99.80561082,100.0976056,100.1186144,100.1298123,100.2285337,100.9250087,101.0111088,101.2040677,101.2745602,101.2270066,101.3667754,101.5991623
부산(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99.88717643,99.68220191,99.34347678,99.09521357,98.5791628,98.11346133,97.88682531,97.84532374,97.85711243,97.90142277,97.74121538,97.44956367,97.12753839,96.90918029,96.89072537,96.4893242,96.35074594,96.16407465,96.07553815,95.52870108,95.2070384
부산(40㎡초과 ~ 60㎡이하),87.05617098,87.14915346,87.28136972,87.44844818,87.51498059,87.59130879,87.56110067,87.74884883,87.73111694,87.91784317,88.11415983,88.32951261,88.49515586,88.62188119,88.8095047,89.30322992,89.73696691,90.19550907,90.69342037,90.95076984,91.19200623,91.56660598,92.00922907,92.86386702,93.17892091,93.26838021,93.39869997,93.44930822,93.62394616,93.72139734,93.99529638,94.29292232,94.88541558,95.40386674,96.24354246,97.15434791,97.71261637,98.10565216,98.29739293,98.48199851,98.77949041,99.13403021,99.67427909,100.0095434,100.2013217,100.1645939,100.1174457,100,99.77379102,99.44748729,99.12486958,98.83198477,98.4022929,98.01653222,97.68204337,97.2852889,96.79529477,96.29655452,95.94803224,95.60403035,95.24944498,94.91492252,94.65734508,94.24422432,93.74314846,93.25625478,92.81470431,92.42177782,92.07185647,91.70493957
부산(60㎡초과 ~ 85㎡이하),87.93824624,88.06044995,88.1764283,88.32541213,88.46564222,88.53136129,88.68079481,88.73783766,88.89730257,89.05514393,89.34342008,89.52597199,89.70905629,89.80797467,90.00721628,90.35643782,90.90315812,91.27829507,91.783009,92.13804322,92.35831173,92.7093845,93.24091386,93.79852795,94.14921173,94.19599824,94.2643095,94.36752773,94.55005382,94.74287316,94.93187435,95.17553057,95.54524412,95.96052598,96.72947789,97.51123758,98.02133904,98.28051906,98.48923835,98.68526496,98.94346863,99.33477659,99.66453202,99.91273967,100.1273713,100.1239639,100.0629291,100,99.89524817,99.756355,99.55928181,99.37014242,99.14017004,98.87843933,98.49994562,98.19872758,97.63168525,97.35990467,97.11301894,96.77147637,96.31988263,95.95657929,95.67734854,95.34854213,94.92565814,94.54090932,94.16876405,93.8197161,93.59678961,93.33292313
부산(85㎡초과 ~ 102㎡이하),89.67451923,89.88964735,90.31582291,90.41941719,90.31661996,90.32400912,90.21222439,90.19677525,90.20488573,90.08927517,90.18622678,90.44434372,90.45247951,90.53293169,90.63333274,90.77812443,91.36161269,91.93175325,92.24022948,92.41562472,92.55545775,92.88578086,93.40838217,93.6533017,94.32920535,94.29373247,94.17327899,94.16021486,94.32846738,94.3165532,94.42641591,94.74406999,95.00135364,95.60539456,96.70954142,97.56545894,97.91454149,98.04009381,98.41372169,98.49063891,98.80113488,99.23143398,99.44515608,99.71348267,99.97028157,100.075833,99.9948489,100,99.95935074,99.82489294,99.8203805,99.65870981,99.26019983,99.0805508,98.96618049,98.66315255,98.39750045,98.1491651,98.10037595,97.96503336,97.76064958,97.49167508,97.32242585,97.17572563,96.71907914,96.29046786,95.97599661,95.82639769,95.72140105,95.66277121
부산(102㎡초과 ~ 135㎡이하),89.96408156,90.14531611,90.24353634,90.07895268,90.05863629,90.08357248,90.19649918,90.36560802,90.48300678,90.80045192,90.93951389,91.10836939,91.35363312,91.44959462,91.64440129,91.87833295,92.2883831,92.45204909,92.84034137,93.15303671,93.37334001,93.617875,94.10903603,94.68057511,94.81916878,94.86433553,94.884717,94.89336495,95.00233515,95.11677646,95.27480237,95.40526804,95.6424401,96.06924947,96.67833412,97.53518609,97.89670997,98.14165836,98.39367443,98.48166612,98.7083562,99.11084044,99.4343106,99.7450354,99.92337646,99.97927337,99.96606177,100,99.89685355,99.81475297,99.71033786,99.56446275,99.35901511,99.15423908,98.9475622,98.7117965,98.4122966,98.09504855,97.82605696,97.50089897,97.21803371,96.99265295,96.74036253,96.61121758,96.30188638,96.10775754,95.82069449,95.57453649,95.36997146,95.21092776
부산(135㎡초과),95.27545885,94.78213863,94.61403555,94.61057299,94.56498177,94.57673406,94.46844295,94.43422641,94.53935379,94.57036825,94.60950011,94.76097768,95.11751788,95.13293181,95.17194787,95.39869607,95.50309857,95.41372265,95.6721718,95.90950843,96.00389481,96.38241747,96.57023529,96.60872887,96.53525265,96.40032684,96.47053788,96.50853784,96.31111249,96.40767366,96.53798415,96.80181656,96.83383411,97.00837443,97.51119103,97.98828939,98.31537852,98.44551533,98.57678924,98.61933715,98.95800753,99.29426368,99.56619622,99.65747377,99.79719047,99.93077924,100.0576521,100,99.96865513,99.9731974,99.90220063,99.87092592,99.85419111,99.97247204,99.82752719,99.68471924,99.5059987,99.46577639,99.52446602,99.34670375,98.99126941,98.87238928,98.84493163,98.60600375,98.49499884,98.58910387,98.43663154,98.21239284,98.08956191,98.05099933
부산 중부산권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99.88435586,99.552296,99.02129028,98.68650341,97.96314823,97.57744301,97.23571999,97.1851133,97.20287657,97.16818705,97.0575453,96.81458553,96.43903627,96.24699918,96.21851411,96.05798394,96.13642864,96.1159948,96.30021046,95.59547976,95.19766531
부산 중부산권(40㎡초과 ~ 60㎡이하),85.87489104,86.12409228,86.28441196,86.55764976,86.69777776,86.84796123,86.7643149,87.03405256,87.00932801,87.31363411,87.42268812,87.70182971,87.85183048,87.99347993,88.29266129,88.83193701,89.19754712,89.49685701,90.23883035,90.59440273,90.84682001,91.31472372,91.98769977,92.84919267,93.37449076,93.50058213,93.52707999,93.56912952,93.62605147,93.53952617,93.61892555,93.82293085,94.424133,95.08215999,95.86574729,96.68478015,97.14610548,97.52264193,97.74480374,97.91328001,98.23106058,98.75832645,99.4432289,99.90507448,100.1767382,100.1800051,100.1686593,100,99.59142228,99.30259557,99.06065508,98.71819505,98.16896623,97.92317002,97.5792707,97.23748915,96.95325256,96.63228275,96.31571619,96.02771303,95.6677649,95.42575811,95.24090862,94.8611369,94.4767274,94.12613885,93.79639685,93.38845573,93.08820741,92.62623775
부산 중부산권(60㎡초과 ~ 85㎡이하),86.24548764,86.31638458,86.53400977,86.70912362,86.93768439,87.07458855,87.36286502,87.51227506,87.6784627,87.83481448,88.1613899,88.356633,88.61841777,88.83583864,89.09773824,89.4562251,90.14429047,90.67587922,91.30903942,91.75349469,92.11542578,92.64153183,93.22591306,93.87857913,94.19294803,94.24940291,94.44011267,94.57797036,94.83340119,95.03130841,95.18832143,95.46902734,95.76467552,96.10844071,96.80604622,97.58919682,98.04005062,98.23402695,98.35329389,98.51122876,98.75684799,99.19822891,99.58624506,99.80115818,100.0633862,100.0660421,99.99213579,100,99.87133907,99.73766844,99.58816022,99.41225276,99.06133254,98.74695803,98.44398963,98.13225437,97.80111583,97.58024607,97.25288658,96.97012755,96.54712463,96.26043901,96.05210242,95.77783977,95.50609421,95.23985164,95.00085772,94.68039082,94.42413585,94.17571508
부산 중부산권(85㎡초과 ~ 102㎡이하),90.07643067,89.90926616,90.05051017,90.05051017,89.98597119,90.00522979,89.92440818,89.89021558,89.99118497,90.0629124,90.11267894,90.50696973,90.57626628,90.44545992,90.33425709,90.70999927,91.50851321,91.62050955,91.89782371,91.90535211,92.67086677,93.00058351,93.69018197,94.16385593,94.73760864,94.85656791,95.11440267,95.11440267,95.30516557,95.55340162,95.55023236,95.68002134,96.05885249,96.13076468,96.33650212,97.20629091,97.58820232,97.66601887,97.89898644,98.06365163,98.11414235,98.34191945,98.60706215,99.06919904,99.88913397,100.0266761,100.0438735,100,100,100.3798326,100.3798326,100.2756215,100.1476369,99.96763593,99.59725757,99.28976679,99.10853895,98.7743458,98.68629195,98.58843274,98.30499582,98.0585163,97.7215113,97.61813668,97.23157906,97.04400972,96.91708165,96.78902693,96.463817,96.28729714
부산 중부산권(102㎡초과 ~ 135㎡이하),88.90806424,88.99829914,89.1797167,88.79665532,88.8314102,88.96568789,89.29914632,89.54123808,89.67469763,90.19307139,90.60804681,90.84614753,91.2376667,91.45494404,91.74453376,92.14851617,92.75643507,92.72293234,93.17622159,93.39804603,93.79348184,93.83487899,94.24961359,94.67645532,94.92855122,95.01667656,95.17275543,95.13170757,95.28224489,95.49826499,95.60505474,95.79488074,96.30891186,96.77895078,97.4764498,98.02092328,98.33492106,98.66285477,98.91044281,98.96859809,99.21377001,99.48672879,99.70460261,99.86557118,100.0432332,100.0691906,100.0760554,100,99.78425623,99.69540517,99.66770651,99.57406608,99.38283088,99.16821933,99.03270781,98.88969026,98.56187987,98.26372549,98.15787682,97.96286801,97.83487726,97.67531196,97.51536995,97.53294478,97.29686308,97.26649663,97.04016683,96.83353211,96.47352293,96.36981452
부산 중부산권(135㎡초과),93.23455264,92.6927616,92.49561573,92.47453692,92.70293272,92.65579588,92.5167728,92.50984939,92.50675586,92.54867759,92.5924022,92.7860009,93.52101721,93.56854828,93.7581668,94.05976665,94.25822674,94.65243905,95.09696995,95.45887557,95.59609538,95.83897366,96.27158252,96.47398527,96.21830684,95.85806085,96.03900759,96.26663031,95.82466586,95.82599238,96.10054118,96.57926909,96.89669992,97.20897806,97.75882074,98.13032035,98.53199621,98.6536107,98.71871741,98.75346605,98.90828039,99.11429156,99.40167876,99.51283198,99.73383422,99.9725017,100.1514048,100,99.89680776,99.91990338,99.78846664,99.66348302,99.54424123,99.82552231,99.61749248,99.24988769,99.15227487,99.04880432,98.98033222,98.92087455,98.70647013,98.56055469,98.56055469,98.48500129,98.40101293,98.52703441,98.41048102,98.12479856,98.01491355,97.93866031
부산 동부산권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100.3000434,100.4484788,100.3000434,100.3000434,99.84835842,99.84835842,99.84835842,99.84835842,99.84835842,99.36400929,98.79948572,98.4086015,98.4086015,98.4086015,97.52327809,97.43196486,96.84735868,96.29606139,96.13321863,96.13321863
