지역 및 규모,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
전국(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.0181745,99.95347532,99.88477471,99.72378308,99.46268598,99.18447607,98.8324038,98.60987799,98.25575956,98.32852658,98.35215855,98.16877741,97.80806635,97.33641489,97.00849812,96.6744588,96.1715317,95.86159723,95.66176927,95.32818178,94.94021879,94.704522
전국(40㎡초과 ~ 60㎡이하),90.04620449,90.43221305,90.79031158,91.19306694,91.36237802,91.45103657,91.52202487,91.64004194,91.81333101,92.22944747,92.59785881,92.8707838,93.09492819,93.32332535,93.64950949,94.12466282,94.806464,95.31073054,95.85843417,96.23596915,96.62918521,97.11249606,97.57560881,98.03109709,98.23942709,98.26058414,98.23585631,98.20982616,98.23177011,98.25157764,98.28600557,98.32959867,98.42063226,98.50865309,98.74910112,99.00045368,99.04599416,99.06567327,99.05007555,99.08286063,99.15583281,99.25275369,99.47385146,99.67025815,99.90825394,99.94856764,99.99509634,100,99.99681817,100.0122412,100.0237924,100.0083628,99.85788355,99.58246727,99.30562686,99.05599608,98.85349073,99.03311968,99.04467238,98.94673237,98.6600099,98.28356909,97.9682514,97.55559457,97.0396455,96.62552105,96.245298,95.91575535,95.64682891,95.47745981
전국(60㎡초과 ~ 85㎡이하),91.34486439,91.71976893,92.01746041,92.35756665,92.46437007,92.49675625,92.53835573,92.59949947,92.73601973,93.05537798,93.38838506,93.63785272,93.83501978,94.00955632,94.26626915,94.63018586,95.23460084,95.68005338,96.18922316,96.51885612,96.86152428,97.28452488,97.72839161,98.1217234,98.34503644,98.37549167,98.37264881,98.33744136,98.32285883,98.34205778,98.38132195,98.42120335,98.48156115,98.57869816,98.79444536,98.98594881,99.04090136,99.05392999,99.04583467,99.08014778,99.12596978,99.23617408,99.44492977,99.560749,99.7911048,99.82965644,99.90606428,100,100.0926833,100.247037,100.4854809,100.6215682,100.6520319,100.5138188,100.3946201,100.2766068,100.1859657,100.5221593,100.6831793,100.6468446,100.4770903,100.2047221,99.97977365,99.69871184,99.31931252,99.00741734,98.76024372,98.59300955,98.52423022,98.52231774
전국(85㎡초과 ~ 102㎡이하),91.73821594,92.02262545,92.28845261,92.49528335,92.51386082,92.49353386,92.47966386,92.58322551,92.67198837,93.05894916,93.46717657,93.71522796,93.82911937,94.00480761,94.23268833,94.58703483,95.11903275,95.4551825,95.83564488,96.17892963,96.45926741,96.70643974,97.01920604,97.36074632,97.51989957,97.50555872,97.43427678,97.35254293,97.33024437,97.37904621,97.46959619,97.56299302,97.6996651,97.85206443,98.23108745,98.46823339,98.50048509,98.48064238,98.44497965,98.50447603,98.57360215,98.80440578,99.11665651,99.24594125,99.56043828,99.67065142,99.83610082,100,100.2851116,100.765885,101.2893287,101.6796349,101.8166466,101.8768244,101.8927719,101.9292256,102.0662486,102.6142917,102.9499951,103.1880159,103.2267189,103.1227148,102.9360324,102.7141619,102.3617911,102.0886787,101.9256226,101.8883328,101.8513633,101.9859491
전국(102㎡초과 ~ 135㎡이하),93.54358529,93.75284596,93.82820953,93.98870257,94.00048007,93.95422036,93.94288452,93.93592761,93.97768801,94.1943964,94.45331169,94.6364089,94.78122415,94.96121535,95.20493711,95.52830785,96.00265255,96.38982477,96.80262681,97.08313599,97.3225703,97.66912484,98.04077325,98.3375359,98.46919485,98.48191569,98.4805292,98.44369642,98.43468189,98.46256737,98.51196102,98.56636497,98.62244901,98.71488407,98.91205775,99.09501183,99.11318175,99.07891772,99.07566804,99.07917739,99.12590215,99.17361725,99.36638897,99.51108895,99.71945387,99.81816231,99.89649056,100,100.1953841,100.571985,101.1166358,101.4087249,101.5433162,101.6357279,101.6772403,101.6703053,101.8478794,102.3614062,102.6804643,102.8306064,102.8535008,102.7038738,102.5294342,102.3378625,102.1249982,101.9595435,101.806462,101.7068514,101.6984598,101.7890918
전국(135㎡초과),95.58109257,95.50341286,95.4884771,95.46867144,95.35609784,95.19454226,95.06947379,94.93412862,94.96638636,95.0015522,95.0956584,95.24166407,95.37371618,95.47261221,95.63051288,95.97724392,96.35364849,96.59256095,96.92376432,97.13520368,97.2770327,97.54403521,97.76819234,98.01458466,98.07667367,98.06478875,98.03461128,98.00407974,97.93673394,97.94747172,97.99877913,98.08636708,98.15023909,98.26452892,98.52214035,98.65580467,98.69420183,98.6630093,98.64114118,98.69057059,98.82109947,98.97813567,99.23809038,99.40006012,99.70095194,99.78390886,99.87634653,100,100.3663476,100.9924473,101.7758708,102.0742812,102.3494149,102.5173429,102.6220972,102.6504961,102.6971864,103.3446276,103.673655,103.8587256,103.9314299,103.7791751,103.6186142,103.4874978,103.2987373,103.2091441,103.1006709,103.0092451,103.0456349,103.1844924
수도권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.2374335,100.4356842,100.7269394,100.9866972,101.0710532,101.01391,100.8420116,100.8285927,100.8022881,101.417412,101.8404238,101.8473797,101.5930323,101.2429415,101.0347663,100.6936541,100.0857157,99.70831553,99.58978629,99.35907955,99.15559299,99.11698616
수도권(40㎡초과 ~ 60㎡이하),84.71497899,85.02888666,85.43061808,85.92917324,85.99984283,85.99938569,86.00971106,86.03521914,86.24001095,86.80654068,87.24081131,87.48040834,87.64553419,87.87486842,88.27591252,88.85784504,89.75319643,90.43068455,91.16863773,91.73077232,92.27236395,92.91734309,93.58593723,94.19004698,94.52681662,94.57144879,94.59281249,94.6291205,94.75634644,94.94443132,95.2327723,95.48590795,95.80083326,96.05491115,96.50748019,96.95838383,97.08698699,97.14252837,97.18020148,97.28920827,97.53746353,97.85733584,98.37497454,98.8334391,99.41270506,99.5638064,99.76927037,100,100.1949939,100.5632913,100.9753312,101.2630435,101.3645384,101.3503841,101.2791006,101.2574955,101.4456812,102.3453888,102.816753,103.000183,102.9049872,102.5734349,102.2818945,101.896751,101.3901905,101.0223406,100.7416176,100.6031228,100.5785581,100.6911986
수도권(60㎡초과 ~ 85㎡이하),88.39647547,88.74852828,89.08942635,89.54314816,89.57692027,89.51881759,89.47661596,89.47919503,89.60509022,90.02968445,90.38611803,90.62051402,90.75311509,90.90533466,91.21130696,91.64145484,92.3521904,92.90442826,93.50613165,93.93217489,94.36339913,94.86771807,95.41547992,95.8793244,96.15611576,96.21072523,96.2141064,96.19684815,96.2078976,96.28311193,96.44762866,96.61023909,96.78788076,96.97389139,97.31658327,97.61440282,97.7087654,97.72283284,97.74599902,97.82725316,97.96560427,98.20235966,98.63566974,98.91259988,99.3685894,99.5004616,99.7094311,100,100.2971304,100.7876262,101.4231008,101.8188278,102.0721594,102.1606077,102.251302,102.3485282,102.5982838,103.5623654,104.063064,104.2177168,104.1928141,103.9343237,103.6967914,103.395505,102.9961985,102.71241,102.529268,102.4821164,102.5107161,102.6675459
수도권(85㎡초과 ~ 102㎡이하),89.95312232,90.25494729,90.57930049,90.84832928,90.84573707,90.8018856,90.78431312,90.94494335,91.08840477,91.6267788,92.14303443,92.39582157,92.50918175,92.66303247,92.93811419,93.36103971,93.91536521,94.3286935,94.75524402,95.20883198,95.51305251,95.86323966,96.21453842,96.6304868,96.77876919,96.76198118,96.69044046,96.57016729,96.53454329,96.6031228,96.74554777,96.87016875,97.06655246,97.23437659,97.65697032,97.94904289,97.94166077,97.87698635,97.83758208,97.90482528,98.00163686,98.2215342,98.67441871,98.8860356,99.32091055,99.46250043,99.70899785,100,100.4281518,101.08746,101.7921073,102.3628945,102.6092216,102.7790586,102.8516512,102.9202312,103.1800673,104.0905744,104.5067548,104.6505223,104.6269046,104.4668066,104.2450606,104.0335441,103.627304,103.2882674,103.1435772,103.1816454,103.1806291,103.3985891
수도권(102㎡초과 ~ 135㎡이하),93.66199801,93.70936568,93.7636101,93.98219701,93.88953014,93.75752166,93.66753982,93.60171866,93.57197611,93.75919372,93.97312416,94.06656175,94.08349913,94.18597229,94.42599576,94.76607446,95.23928682,95.66988622,96.08588027,96.38175657,96.64995017,96.96731985,97.37921305,97.66637869,97.85121776,97.89650725,97.87957147,97.85035118,97.84052244,97.86731396,97.95542543,98.08082859,98.1945631,98.31089004,98.57210502,98.77780894,98.77295821,98.69641836,98.65226457,98.67320234,98.72886605,98.77193451,99.08230824,99.28270957,99.57249232,99.70054031,99.8482062,100,100.3744414,101.0125188,101.9065839,102.4155006,102.6546812,102.8388138,102.991489,103.0670998,103.4641212,104.38456,104.9472648,105.1803541,105.152544,104.9870151,104.7690092,104.5401441,104.3139644,104.1133609,104.0166005,104.0251068,104.104332,104.3023494
수도권(135㎡초과),96.4171669,96.17946853,96.12447822,96.11354355,95.81863347,95.526473,95.31137648,95.10041954,95.07321609,95.11896265,95.13892717,95.22814947,95.21830877,95.30466,95.49600823,95.80296418,96.14783864,96.44611909,96.75660792,96.96905563,97.08426969,97.3330569,97.55733656,97.83913434,97.94285979,97.94209025,97.89227244,97.85114962,97.81201493,97.82610562,97.90378556,98.02844291,98.12457748,98.3170413,98.61264545,98.72514325,98.68814898,98.62092667,98.55341609,98.59690694,98.67998069,98.79701178,99.14583315,99.37283078,99.67248949,99.66564991,99.78310311,100,100.5391191,101.4650702,102.5222586,102.8382997,103.1486449,103.2520485,103.4161402,103.4896313,103.6633246,104.6432412,105.0940273,105.2687599,105.2763848,105.0516699,104.8309244,104.6675492,104.4458048,104.2695168,104.1427248,104.0840961,104.1181184,104.2650568
지방권(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.84586096,99.5753993,99.22658698,98.74045091,98.21424122,97.76727119,97.27820138,96.89720724,96.29590069,95.96259601,95.68968282,95.36588026,94.92717145,94.36170085,93.93898064,93.61023165,93.18867091,92.93107416,92.66780614,92.2540553,91.72293829,91.33499994
지방권(40㎡초과 ~ 60㎡이하),94.69125484,95.14301373,95.4582513,95.76882482,96.03050244,96.20303111,96.33114512,96.53364721,96.67632045,96.94850196,97.2533046,97.556463,97.83526091,98.06184337,98.3164435,98.6897485,99.16984347,99.51153733,99.8815675,100.093229,100.3535037,100.6924343,100.9730664,101.2969673,101.3921588,101.3926894,101.3275611,101.246937,101.1767603,101.049731,100.8634948,100.7257859,100.6238874,100.568963,100.6274315,100.7082778,100.6830616,100.6722264,100.6113528,100.5794193,100.503917,100.4126948,100.3847607,100.3622478,100.3167495,100.2654159,100.1807925,100,99.83463248,99.56270554,99.25034828,98.99129496,98.63934548,98.15603754,97.716358,97.28680925,96.77772445,96.39762095,96.05553058,95.7427228,95.31064903,94.90171967,94.5681299,94.13538061,93.61316865,93.16489705,92.71058323,92.23857311,91.78796179,91.40971906
지방권(60㎡초과 ~ 85㎡이하),94.15797548,94.55580113,94.80680294,95.02587315,95.20936747,95.33726951,95.46745404,95.58693989,95.7342449,95.94121256,96.24837531,96.51292705,96.77764448,96.97472298,97.18013779,97.47515393,97.9691945,98.30448438,98.71818256,98.95301454,99.20876283,99.55201562,99.89431933,100.2187925,100.3900237,100.3970325,100.3881582,100.3355822,100.2961796,100.2611429,100.1793597,100.1009289,100.0484841,100.0620754,100.1587349,100.2507404,100.2688681,100.2809246,100.2436481,100.2341705,100.1937954,100.1863585,100.1870925,100.1542288,100.1771379,100.130157,100.0853296,100,99.90764328,99.75931774,99.64270836,99.54802475,99.38129717,99.04341161,98.74007645,98.4339978,98.04746011,97.84242156,97.71318123,97.51454124,97.22222818,96.93895669,96.72459068,96.46083844,96.09863491,95.76376395,95.4636006,95.19672148,95.04720238,94.91380036
지방권(85㎡초과 ~ 102㎡이하),95.41783237,95.69980461,95.83882475,95.91131747,95.97545599,96.00585447,95.99998739,95.9895562,95.96005684,96.02066702,96.19699349,96.43465121,96.54955545,96.77247902,96.89733567,97.10228702,97.58511105,97.75384751,98.03431303,98.14632656,98.3765766,98.40876307,98.64118538,98.82801756,99.00964603,99.00039025,98.92968058,98.9280134,98.93341905,98.94109847,98.92393193,98.95256118,98.96557641,99.08682284,99.37794238,99.50447783,99.61650439,99.68702019,99.65890806,99.70277371,99.71608633,99.96884413,99.9982403,99.96250234,100.036461,100.0841218,100.0882706,100,100.0147387,100.1595939,100.3438168,100.3979544,100.3321783,100.1895617,100.1010013,100.0782496,99.98942336,99.87522192,100.0646282,100.4736816,100.6257935,100.619942,100.496406,100.2565094,99.99981419,99.84376531,99.64835822,99.47776546,99.37731962,99.36466757
지방권(102㎡초과 ~ 135㎡이하),93.37830412,93.80951047,93.91389268,93.9945875,94.14990473,94.22177667,94.31901198,94.3929356,94.53372462,94.79131411,95.11264942,95.42038768,95.74346423,96.03276505,96.28164962,96.58135517,97.05718516,97.38301476,97.79122497,98.05028934,98.24964523,98.63681065,98.95238543,99.26247763,99.32014974,99.28761308,99.30782908,99.26042223,99.25253959,99.28194279,99.27756527,99.23350041,99.20975355,99.26923318,99.37816816,99.5298081,99.57966113,99.60362786,99.65677516,99.63624806,99.67064738,99.72476721,99.755626,99.82379683,99.92048482,99.97900298,99.96246208,100,99.94729069,99.96348308,100.0299281,100.0271962,100.0200974,99.98853344,99.88015542,99.76217552,99.64549167,99.61709429,99.61394877,99.65475009,99.74436989,99.61555277,99.49853188,99.35604986,99.16084965,99.04168662,98.81482436,98.57368756,98.45079648,98.40129544
지방권(135㎡초과),94.24256663,94.40656089,94.45227433,94.41904871,94.58333884,94.62097241,94.63361727,94.66759682,94.79235641,94.81104796,95.0206649,95.25528798,95.60939186,95.72753438,95.83412137,96.24186256,96.66667132,96.81444894,97.17742228,97.38732874,97.56961159,97.86431534,98.08828456,98.28084241,98.27968713,98.25092984,98.25056837,98.23612176,98.12594178,98.13159071,98.14288692,98.17428081,98.18928905,98.18469949,98.38462092,98.55041842,98.7034103,98.72706093,98.77474062,98.83322483,99.03616012,99.25430298,99.37859911,99.44149641,99.74426535,99.96407659,100.0183579,100,100.0651867,100.1719391,100.4847699,100.7529552,100.9678021,101.2461606,101.2493178,101.2006222,101.0306716,101.1141965,101.237841,101.4402348,101.6225777,101.5892785,101.5295375,101.4520187,101.3181428,101.3727214,101.2948144,101.1488744,101.1891768,101.3144953
6대광역시(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.93415039,99.77122593,99.85583602,99.7297131,99.57406418,99.32603222,99.06313786,98.7992179,98.50644299,98.33635434,98.27714675,98.23210802,98.2179703,97.93507437,97.7628425,97.75990985,97.48748846,97.31918259,97.33792474,97.11777559,96.65833187,96.50405207
6대광역시(40㎡초과 ~ 60㎡이하),89.82870722,90.24809398,90.61560582,90.99677666,91.2741157,91.44653521,91.53984543,91.81187022,91.98697903,92.30895878,92.54960562,92.82456779,93.10669802,93.32922806,93.60134873,94.06470427,94.77829152,95.3122734,95.9728055,96.38544704,96.79659564,97.28896403,97.76209489,98.28066067,98.46690522,98.49028502,98.44182426,98.41393206,98.40445206,98.3628,98.29378764,98.31038941,98.36920085,98.44147284,98.70078818,98.99404688,99.12690393,99.19574707,99.16084244,99.17621678,99.24753165,99.26591138,99.40115523,99.53879261,99.77649148,99.95879054,100.0516445,100,99.893988,99.79012278,99.60855555,99.44764759,99.27751454,99.03124841,98.74291271,98.4297027,98.11435213,97.91978886,97.87454539,97.78372411,97.65656422,97.47095536,97.30018481,97.01246561,96.66738603,96.4110376,96.15701201,95.94973009,95.70081484,95.62397614
6대광역시(60㎡초과 ~ 85㎡이하),90.11807761,90.5308111,90.79866235,91.12140348,91.31301342,91.45366834,91.60038744,91.70729431,91.88589328,92.14122739,92.46253671,92.76629741,93.03054552,93.23219452,93.50366518,93.88308421,94.60119624,95.13053992,95.74647089,96.11098534,96.42550593,96.8287624,97.30949701,97.77137897,97.97732735,97.98220457,97.98027228,97.96339543,98.0058025,98.05140066,98.07807347,98.11181313,98.22072374,98.34917663,98.6179917,98.88645409,99.03003479,99.09272303,99.10261842,99.15472766,99.19101555,99.26023165,99.32632554,99.4117683,99.63479611,99.75700592,99.86543979,100,100.0086578,100.0053594,100.0257246,100.0737697,100.0502596,99.92226182,99.78789302,99.64314442,99.38332137,99.3871717,99.54731568,99.58857301,99.56196449,99.41017406,99.28510272,99.10232414,98.89283283,98.71329576,98.57734511,98.45788857,98.49058068,98.6069397
6대광역시(85㎡초과 ~ 102㎡이하),93.14439673,93.4397303,93.73606137,93.95795635,94.06590865,94.12094445,94.07729579,94.1046212,94.1783413,94.25609629,94.36926003,94.7422837,94.80886273,94.92361606,95.05174089,95.49525237,96.00167091,96.29528228,96.72543025,96.93772239,97.23267081,97.31325957,97.59083493,97.8835041,98.12948743,98.18072418,98.07711829,98.01219633,97.98715961,97.98391725,97.98904501,98.04244665,98.04417729,98.20179008,98.49815603,98.72910421,98.840826,98.95324539,98.877278,98.9411312,98.94642295,99.10346972,99.03859309,99.09445574,99.36112883,99.61204561,99.73015627,100,100.1548213,100.3839996,100.617176,100.6696585,100.733957,100.6437528,100.7034656,100.7137423,100.6979494,100.7032847,101.0380745,101.501353,101.7772629,101.9411256,101.9887503,102.2026497,102.1842235,102.1178676,102.1555503,102.1065815,101.9157647,102.2572122
6대광역시(102㎡초과 ~ 135㎡이하),90.87497335,91.33602048,91.52216803,91.61021914,91.75755999,91.81659142,91.90785569,92.01128169,92.21146773,92.50545472,92.86540623,93.20117073,93.50329466,93.82209575,94.12818184,94.53089961,95.1888726,95.62978921,96.11447511,96.47415934,96.71120315,97.1788477,97.57015355,97.97630174,98.09015637,98.04917902,98.06493965,98.04603682,98.05517594,98.10393202,98.15940903,98.19055295,98.22309875,98.32731064,98.49496317,98.7690752,98.83242305,98.8700483,98.94167258,98.9535671,99.07755931,99.16546714,99.2576622,99.37842779,99.58239295,99.74963673,99.86187194,100,100.0669825,100.1948109,100.3432838,100.4318956,100.517539,100.6098103,100.6523012,100.6926028,100.7021726,100.8509657,101.1565815,101.4531085,101.7207748,101.7376342,101.6791145,101.6640957,101.5600791,101.5168636,101.4020853,101.2737942,101.3353731,101.4769949
6대광역시(135㎡초과),92.44734754,92.54441771,92.59266634,92.58515978,92.72608573,92.7774067,92.79563413,92.79143781,92.95858507,93.24572449,93.41148794,93.68032806,94.00959523,94.06595586,94.17951142,94.67147897,95.17786358,95.33418541,95.74845819,96.03051305,96.12264473,96.42081554,96.65432546,96.86707019,96.97203343,96.8792237,96.89796921,96.89983588,96.77997834,96.8638667,96.92541971,97.01551322,97.036097,97.09222003,97.35613347,97.50638247,97.68465158,97.76730938,97.84458244,97.89184262,98.15296693,98.46572651,98.74244116,98.87602648,99.45370577,99.75323378,99.90244266,100,100.0777956,100.3214291,100.7006954,101.0170146,101.3103038,101.7692066,101.8739625,101.9905517,102.0299361,102.298351,102.5943651,102.9690565,103.2602289,103.3367558,103.3908626,103.5082094,103.5820972,103.7584596,103.7732948,103.7499902,103.8522918,104.153462
5대광역시(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.94473785,99.75558718,99.76985163,99.55614227,99.36172648,98.97901184,98.67147519,98.47097356,98.23066251,98.06493533,97.93357876,97.72976737,97.66735239,97.33195592,97.06138079,96.98954007,96.76449625,96.59154058,96.52432874,96.32039268,95.83255376,95.65878788
5대광역시(40㎡초과 ~ 60㎡이하),90.30556192,90.77534536,91.1459767,91.47154082,91.77998368,91.96922494,92.09427284,92.38580275,92.52975047,92.80578856,93.04442272,93.34109297,93.64733139,93.89136303,94.17610555,94.65928346,95.37820124,95.92514686,96.55112887,96.95104072,97.37326059,97.88870188,98.36879587,98.93498805,99.09090157,99.11269714,99.03436704,98.96121358,98.90349023,98.81780681,98.67472793,98.65377442,98.6413961,98.6823979,98.94805231,99.2522699,99.39057575,99.48104959,99.46482475,99.47609028,99.52430792,99.52661567,99.63978031,99.75880485,99.90735312,100.0288694,100.0912766,100,99.87779791,99.75804561,99.53534822,99.33043645,99.1310399,98.84989274,98.51600942,98.17377839,97.85179513,97.61752854,97.55837483,97.4079746,97.20131713,97.00718394,96.83073192,96.53535783,96.11652982,95.82917571,95.54004308,95.28089777,95.07433538,94.93792346
5대광역시(60㎡초과 ~ 85㎡이하),90.28701533,90.70818595,90.97135145,91.20096336,91.36723564,91.50114231,91.65908005,91.7940696,91.99910856,92.24736835,92.58426184,92.88664125,93.18898388,93.4086555,93.68619027,94.05482427,94.76656251,95.27335183,95.89081697,96.25573741,96.57232568,96.97885886,97.49043003,97.9786834,98.1790486,98.16541826,98.16804698,98.144334,98.18334867,98.22664956,98.22566539,98.22356114,98.30452007,98.44073112,98.72611178,99.0067355,99.16424059,99.2445044,99.27027947,99.32766576,99.36808676,99.42971315,99.48601431,99.56869647,99.74624629,99.82625868,99.90928305,100,100.0124669,100.0079702,100.0015691,100.0531165,100.0277053,99.8827982,99.71444224,99.55792185,99.32111942,99.34921998,99.51859028,99.53273426,99.44521181,99.27338118,99.14179975,98.95868772,98.72197763,98.51966239,98.35638361,98.22377702,98.29096579,98.38685294
5대광역시(85㎡초과 ~ 102㎡이하),93.88849024,94.20880293,94.38159832,94.47526173,94.56489999,94.61105685,94.44753334,94.36447249,94.348525,94.36573234,94.3269571,94.54468053,94.57388941,94.74738325,94.79302821,94.99370389,95.50247279,95.7602304,96.19333031,96.33699202,96.66852711,96.75462416,97.09060236,97.35589306,97.6533224,97.72765872,97.68054441,97.68062423,97.72158557,97.75450405,97.81066379,97.87030353,97.88693893,98.09106551,98.45808781,98.75305194,98.90762741,99.07989618,99.13981048,99.14701443,99.1349047,99.34402271,99.22077899,99.21005384,99.4925122,99.76280829,99.80707712,100,100.1399067,100.4042926,100.6816549,100.6893881,100.7655458,100.6946223,100.7627985,100.822242,100.955729,101.0167655,101.6208989,102.3421476,102.64942,102.8563916,102.9316653,102.9163421,102.8940579,102.8454215,102.8671667,102.8266862,102.812935,103.2116857
5대광역시(102㎡초과 ~ 135㎡이하),90.06905074,90.45704894,90.61023255,90.69116431,90.83597376,90.92409594,91.05016975,91.17046961,91.38484683,91.71325045,92.07753373,92.44434045,92.81668934,93.13991011,93.48235488,93.8646918,94.49977726,94.95055487,95.49745083,95.87827513,96.13270326,96.64679619,97.09510058,97.52645248,97.63885497,97.5887381,97.637176,97.62410575,97.66851521,97.72914924,97.77778539,97.79649793,97.8262745,97.94409102,98.15102481,98.47062706,98.57866538,98.64548362,98.77737231,98.79479717,98.93268916,99.04817755,99.13399567,99.28329888,99.56375427,99.74860519,99.84236493,100,100.0679885,100.220089,100.3652836,100.4569062,100.5639901,100.6958646,100.7391488,100.826088,100.8836947,101.0737193,101.4008225,101.6796762,101.9436959,101.9535526,101.9046253,101.8510508,101.6929085,101.6356996,101.491479,101.3559319,101.4248274,101.554064
5대광역시(135㎡초과),91.73212936,91.743744,91.7948757,91.77787658,91.99602338,92.06279957,92.09355736,92.09643418,92.2716173,92.60696963,92.77270146,93.05769049,93.44427115,93.51363562,93.64108544,94.18311775,94.71561281,94.86087183,95.26936441,95.58305658,95.70040498,96.01177509,96.26438423,96.46660801,96.52959327,96.45710968,96.48522444,96.47823604,96.30048615,96.37324702,96.40976571,96.49917115,96.53755049,96.59812281,96.8990418,97.1312201,97.33719232,97.4354035,97.5261918,97.58235984,97.88955384,98.26637137,98.51562183,98.6801826,99.35920813,99.70955232,99.88043957,100,100.0937016,100.4026221,100.8616825,101.2448286,101.6003033,102.1269405,102.2289622,102.3470007,102.4826596,102.8803454,103.1868021,103.5793274,103.9289695,104.0182043,104.0640515,104.0571949,104.128471,104.3012826,104.304232,104.2861054,104.3804056,104.6962546
9개도(40㎡이하),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.9148862,99.65830604,99.30067454,98.96951133,98.45359387,98.0918138,97.62757772,97.24669226,96.71745597,96.60599586,96.5078371,96.22156315,95.6645245,95.11309503,94.71681671,94.24749801,93.57781564,93.17321788,92.89760454,92.48327575,92.01017623,91.69195409
9개도(40㎡초과 ~ 60㎡이하),92.17720686,92.55642291,92.88686443,93.29465948,93.42443577,93.51438837,93.59094034,93.66319934,93.82873126,94.29444057,94.70271303,95.01139328,95.26237546,95.51017381,95.86512646,96.32518332,96.96436004,97.41353375,97.86206923,98.16574765,98.49306391,98.90487612,99.30481194,99.64989404,99.79485986,99.80956605,99.78790369,99.74322266,99.74798412,99.7335234,99.73236209,99.69318471,99.70323664,99.70536822,99.80281464,99.91491939,99.87493947,99.85131558,99.8168423,99.82388777,99.82046841,99.83417227,99.88435135,99.97814085,100.0844173,100.0692363,100.0463064,100,99.88070903,99.65625892,99.44945918,99.32004977,99.07386665,98.67016671,98.25922978,97.90837752,97.51469393,97.4709855,97.35625797,97.20932524,96.81952526,96.37878491,96.01332133,95.55631723,94.95717332,94.42730963,93.93287754,93.45818425,93.08641689,92.78547648
9개도(60㎡초과 ~ 85㎡이하),93.77568536,94.17490714,94.49399087,94.83673766,94.92285172,94.93463014,94.96050993,95.02445427,95.15783671,95.51238419,95.83871025,96.10293209,96.31894181,96.50274407,96.75860441,97.09147023,97.5984486,97.97626802,98.3852933,98.64709984,98.95219847,99.31964276,99.66628987,99.95710767,100.1352293,100.1758607,100.1674476,100.1133398,100.035796,99.98156303,99.94359021,99.90483634,99.84758831,99.84854184,99.91501576,99.97698481,99.9532071,99.93003836,99.88658853,99.8717509,99.86537983,99.89000246,99.91555761,99.94119612,100.0614859,100.0628805,100.0558957,100,99.90522454,99.78320707,99.80415195,99.77904764,99.69205655,99.41514694,99.19522903,98.92693739,98.62113437,98.67162199,98.71759397,98.61500492,98.37044859,98.0644566,97.82753509,97.53279354,97.05299305,96.65019433,96.30340677,96.04954276,95.86416978,95.74602733
9개도(85㎡초과 ~ 102㎡이하),93.70623973,93.93755557,94.23359373,94.47338352,94.46846473,94.38266676,94.41451063,94.53784065,94.63484955,95.10896207,95.61003626,95.85232143,96.06728283,96.28174586,96.54348164,96.86889034,97.44238247,97.73086968,98.06608648,98.35269881,98.60561448,98.8404309,99.16897215,99.41317273,99.51168764,99.47940757,99.40550705,99.31478152,99.2630257,99.25891126,99.23002221,99.22095019,99.28376117,99.31142541,99.44845963,99.4616229,99.48626222,99.43493513,99.36257077,99.36101469,99.37066998,99.49131419,99.51426706,99.58466405,99.81853007,99.88941493,100.0240674,100,100.0723236,100.2861773,100.6033948,101.0218151,101.1785301,101.2712651,101.2467273,101.2630644,101.3124068,101.7728641,102.0339592,102.2382091,102.20959,102.1230686,101.841673,101.4730371,100.9996843,100.6086247,100.3134774,100.2263674,100.2244977,100.297699
