지역,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19
경기 경부2권 용인시,76.9403385,76.64994168,76.2776493,76.36973128,76.88124112,77.43499647,77.45898753,76.5677574,76.0318247,75.52255431,75.0553097,74.8319368,74.55683964,73.99766183,73.77948176,74.72881812,76.66120557,78.14458743,81.41051695,88.40477837,91.20239159,91.44510691,92.03913914,91.87679219,91.7566123,91.87623951,92.31312379,93.8388364,97.0430952,100.2570927,102.7514125,103.9968967,104.4608831,104.7441302,106.290548,108.7386239,116.5036519,118.8916961,120.392624,121.1087939,122.9810296,122.6806111,122.2888208,122.3459181,122.1912467,121.8466398,121.7017636,121.294163,120.9378604,120.696148,120.2907406,120.1612989,119.8694334,119.3407532,119.1327452,118.8574053,118.5131451,118.0440047,117.5102084,113.2895715,109.4698486,107.5418708,106.7819261,105.8642951,105.2274912,105.1324421,105.5616626,105.843905,106.2414035,106.4187869,107.3273888,107.4416929,107.261052,107.1045215,107.0900405,107.0778992,106.9498036,105.8727835,104.9572931,104.026396,103.1893294,102.4925323,102.1141272,101.8756522,101.8429719,101.9195142,102.6546753,103.1335673,103.6970394,103.746335,103.7464635,103.5839714,103.0890749,102.7605659,102.6618843,102.6961601,102.6143149,102.3212558,102.0934926,102.1029892,101.7267193,101.4200539,101.0795348,100.7024277,100.4650433,99.64666958,98.44270606,97.56040168,96.6296399,95.89469462,95.40205087,95.04428273,94.84180427,94.86488959,95.03455145,95.23033225,95.03182421,94.78437657,94.61333193,94.66683766,94.63629271,94.74789886,94.95765841,95.19564204,95.6029534,95.30765329,95.15952252,95.08325112,95.15540908,95.26305245,95.51194864,95.83276053,95.99911558,96.11606317,96.34745472,96.60888598,96.91299606,97.36101311,97.65191579,97.96398102,98.219846,98.46889115,98.84404066,99.2393747,99.53790024,99.72112395,99.83021481,99.84903673,99.85222082,99.84564907,99.86045896,99.86682193,99.88749227,99.92491418,99.94840853,100.0062734,100.0504565,100.0549839,100.061867,100.0375522,100.0284446,100.0255514,100.0019275,100.0136146,100.0368924,100.019944,100.035522,100.0360595,100,99.93586029,99.8643663,100.0310216,100.4419156,101.1286631,101.4260911,101.6997401,101.9690102,102.3337267,103.8376118,105.2582692,106.1843847,106.4227543,106.311026,106.1319909,105.9030967,105.0428826,104.6252735,104.4253597,104.2483805,104.4485512,104.6274624,104.7815549,105.2617723
경기 경부2권 용인시 처인구,71.75083706,71.80919525,71.81136678,71.81136678,72.32175382,72.6466241,72.6466241,71.81289653,71.58525308,70.88369939,70.52634877,70.52634877,69.62616923,69.61926633,69.43335126,72.01147112,71.94799634,72.01147112,72.3175276,72.3175276,72.63592207,73.01082422,73.14039576,73.14039576,73.26363563,73.64633743,73.47090753,73.41958243,73.03919205,74.46916822,74.46916822,74.98152363,74.56472541,75.01772118,76.72288766,78.54965303,85.63982155,89.82921693,94.20880272,98.18752396,102.1003668,102.8916124,103.5642324,103.8788521,104.4062797,104.4062797,104.1724888,104.4871533,104.5380867,105.5078675,105.5078675,105.5078675,105.5078675,105.5078675,105.8171077,106.8996716,108.0512291,108.3677486,108.3677486,108.1605665,107.6797096,106.328163,105.4272254,104.6588929,104.3259417,103.9321834,104.0731363,104.0731363,104.3804094,104.3804094,105.1433314,105.1853643,105.042905,105.042905,105.042905,104.9983661,104.9983661,105.0207182,104.5970387,104.3596978,102.8231779,102.0327345,101.8229106,101.8229106,101.3486482,101.3486482,101.7649217,101.7649217,101.9860233,102.0604586,102.1289841,102.118532,102.118532,101.8974581,101.8395313,102.1631723,102.1550509,102.1016064,101.9295922,101.9295922,101.4597964,101.1402586,100.8316593,100.4159043,100.0100393,99.73601269,98.90428816,98.03014432,97.71325706,97.75782443,97.63485443,97.36014485,97.19758854,97.80119405,97.8758305,98.14684852,97.1657242,97.06435014,96.89390692,96.62038264,96.21742831,96.54906384,96.21842443,96.22481152,96.00611306,95.60214315,95.43590422,94.88425839,94.84830379,95.15082469,95.34338236,95.47146094,95.20210389,95.37897656,95.26595403,95.31116836,95.86248839,96.60244846,97.10384498,97.40502058,97.58199167,97.94179211,98.41240886,98.97418917,99.30176694,99.57293857,99.67144939,99.80376226,99.79596589,99.84976991,99.93068536,99.96029612,100.0248209,100.0767415,100.1524841,100.2425698,100.289544,100.289544,100.2957793,100.2755213,100.2810838,100.2748494,100.2251304,100.2446502,100.2897778,100.2437104,100.2268506,100.112288,100,99.78683805,99.57894333,99.24989188,99.07729689,98.80726297,98.54390019,98.3866972,98.07995816,97.58407156,97.56955956,97.46426221,97.1056865,96.71141785,96.56995397,96.38657075,96.24249105,95.91251968,95.80094422,95.69577324,95.87575656,96.15758733,96.28076565,96.47327643,96.6535689
경기 경부2권 용인시 기흥구,77.70948736,76.90639289,76.28263755,76.64679533,77.16242301,77.31860878,76.74723305,75.2587281,74.7887539,74.37951479,74.29161352,73.84499847,73.45993984,72.8576384,72.56920091,73.01352867,75.01563495,76.40996518,78.56809462,82.67889738,86.76068671,86.75235233,86.4239677,86.41326805,85.92942196,86.00696283,86.83224159,87.77108224,89.96063193,92.87355552,94.92145484,96.96425923,98.14940029,98.54711036,101.0952046,104.3957482,113.5375745,116.9288831,117.4925768,117.5545651,118.457082,118.1975691,117.7477379,117.8971444,117.6353685,117.4550042,117.3142822,117.0878828,116.715064,116.2157104,116.1152763,116.1375098,116.2470772,116.1065719,115.9651897,115.5470261,115.0765473,114.6511149,114.0786806,112.3724778,110.5480687,109.1269385,108.159499,107.2024511,106.4357934,106.0448072,106.6777249,107.0319028,107.3261661,107.4689601,108.2837781,108.5018496,108.0642177,108.0057704,108.0057704,107.8353571,107.8507231,106.0780364,104.9365651,103.8766718,103.85948,103.4366343,103.0930653,102.6727297,102.6341951,102.1640247,102.6943638,102.8728859,103.0872968,103.2242553,103.1428841,102.8531052,101.9532088,101.6848115,101.4895025,101.4716617,101.4421118,101.1254227,100.9103349,100.9103349,100.9103349,100.8024011,100.7129993,100.7111674,100.7111674,100.2719021,99.63131245,99.19833289,98.82325357,98.42575407,97.991862,97.65850596,97.43180385,97.44296163,97.42508016,97.21884806,96.99238918,96.75051562,96.47495092,96.49546715,96.42590425,96.46710151,96.48486992,96.61296028,96.6303624,96.12882692,95.93132753,95.9345901,95.94562603,95.9688412,96.05070186,96.2471492,96.3749748,96.43669569,96.55987828,96.76660816,97.02320504,97.41860269,97.63322422,97.90990786,98.17060328,98.40917497,98.76026698,99.05364251,99.29284993,99.44251132,99.53478294,99.54323474,99.55307613,99.53318936,99.56168973,99.58524639,99.60961239,99.66061092,99.67880984,99.72106904,99.75956347,99.76983785,99.77119301,99.74732452,99.75016664,99.7725202,99.79172845,99.79629778,99.82430755,99.82717534,99.88206464,99.9601319,100,99.93969695,99.92124423,99.98798496,100.0392023,100.3929285,100.6795507,101.267121,101.7735865,102.2590372,103.9643444,105.519585,106.597545,106.821382,106.6613716,106.4195261,106.2267732,105.2695067,104.9089393,104.8620055,104.7277414,104.7644743,104.9580467,105.0941704,105.521817
경기 경부2권 용인시 수지구,77.94755872,77.94797082,77.66379331,77.57448165,78.08434712,79.00434915,79.49332732,79.05069247,78.3767365,77.84122949,77.0470119,76.93541054,76.91859533,76.23915602,76.06672326,76.97127396,79.3982763,81.35378223,86.38316858,98.05132685,100.5485384,100.9607415,102.521718,102.1697877,102.2883311,102.3516365,102.6533291,105.243294,110.6425611,114.7489494,118.5791039,119.345055,119.4904444,119.5937794,120.1391852,122.0253921,128.7160297,129.5592581,130.7963516,130.9335692,132.9280974,132.2392513,131.55522,131.4527357,131.1713782,130.5823269,130.4625217,129.6789058,129.210245,128.8078226,128.0266753,127.7329579,127.0234615,126.0193403,125.6022978,125.0397336,124.3604014,123.6289711,122.9730186,115.6489505,109.4345917,106.9807935,106.4070379,105.4779603,104.8580232,105.0573357,105.410417,105.712379,106.2104629,106.4594873,107.4776735,107.533889,107.533889,107.2636417,107.2346354,107.3485461,107.0804139,106.2381665,105.3645769,104.3526202,103.0769438,102.1988096,101.7511123,101.5864688,101.6693153,102.1726735,103.1447499,103.9742331,104.8925901,104.8688154,104.9132403,104.8079451,104.4936475,104.0904888,104.055125,104.055125,103.9140421,103.5769703,103.3217132,103.34289,102.6182098,102.1197541,101.5264131,100.7943915,100.3681544,99.05713564,97.23127967,95.92543535,94.33737972,93.11964589,92.49050171,92.09236986,91.90265519,91.80500355,92.16366339,92.70389773,92.70925129,92.42347088,92.34706227,92.50550523,92.59629795,92.72111296,93.23124942,93.62388846,94.53788419,94.45991037,94.36207202,94.32492839,94.47988412,94.61972393,95.03833499,95.52208243,95.8297057,95.98419618,96.41059634,96.78177926,97.06917417,97.49424223,97.80673923,98.15664865,98.42810232,98.65897639,99.03376837,99.48968523,99.84112664,100.0357737,100.1647659,100.1647659,100.1639977,100.155388,100.1391249,100.1219382,100.1275083,100.1473408,100.1622624,100.2271387,100.2762507,100.2762507,100.2888138,100.2629796,100.2380803,100.2109263,100.1515784,100.168274,100.1810599,100.1521061,100.1371843,100.0911889,100,99.97276912,99.88526555,100.289028,101.2266648,102.5233295,102.9914306,103.0658433,103.2577876,103.7479569,105.4903225,107.227149,108.3859424,108.8326495,108.7815025,108.670229,108.3764756,107.4474414,106.8719932,106.4824154,106.1463024,106.4897401,106.6708062,106.8308133,107.4612605
경기 경부2권 수원시,68.80493133,68.38277664,67.87008679,67.73676121,67.83460332,67.69999261,67.55715017,67.08610215,66.65756753,65.99380133,65.30167065,64.91352405,64.15297817,63.83138571,63.18398557,63.94142067,64.33025855,64.6846587,65.19143279,65.81534067,66.49868968,66.9100871,67.04322251,66.97441718,66.80153276,66.84090093,67.10649164,67.63559753,68.06257245,68.63938052,69.80697791,70.58190783,71.07775432,71.42119439,72.48037175,76.37251578,85.74994494,88.84409653,91.15318967,91.85773556,92.04454851,91.98767589,91.85158142,91.68223736,91.47841258,91.4221721,91.25175926,91.27988091,91.0931497,91.07514041,91.22784748,91.36204867,91.77324298,92.21911895,93.00331842,93.52210769,93.98729384,93.89174016,93.75613919,93.3339553,91.66178923,90.23656837,88.89731133,88.47791309,88.09136148,88.00885838,88.58028254,88.74294719,89.10750512,89.58691756,90.47231449,90.77285271,90.87570911,90.83198964,90.82455292,90.93431254,91.00633086,90.95023549,90.74798926,90.49982988,89.98657919,89.6760177,89.56442914,89.54571574,89.60648791,89.79770811,89.95504873,90.54955436,91.09472359,91.44288603,91.50262893,91.67623941,91.87793549,92.21452027,92.64590055,92.77653633,92.66090477,92.52784053,92.30534959,92.2230448,91.9884348,91.54457837,91.20112946,90.70008739,90.40130761,90.16110863,89.6776721,89.13804738,88.8217136,88.4221731,87.99365311,87.79340171,87.6228918,87.77089959,87.94731083,88.0425871,87.9843015,87.70323904,87.6927514,87.87621248,88.16214894,88.44459177,88.73947998,88.96674062,89.28809647,89.28895412,89.23338197,89.39267064,89.47478231,89.90352887,90.85792653,91.24256586,91.69259343,92.16856389,92.62063569,93.19644634,93.68929586,94.31208358,95.01689962,95.72056583,96.14919367,96.67266131,97.12762717,97.54135688,97.923112,98.08731426,98.14876924,98.16064008,98.14760811,98.12464034,98.08394333,98.05601582,98.10668232,98.18631795,98.26306587,98.36981476,98.58152993,98.6885732,98.74277635,98.81095284,98.92899329,99.08275629,99.25180313,99.41660033,99.5860921,99.66956021,99.82506568,99.91019858,100,99.98638952,100.0293087,100.267901,100.4781783,100.6285971,100.6871674,100.7124558,100.8468888,100.8858572,101.1333994,101.5761153,102.004834,102.4718625,102.5004521,102.4810475,102.3553745,102.1327276,101.8942537,101.7187916,101.7411892,101.9464548,102.1158598,102.336502,102.7797879
경기 경부2권 수원시 장안구,70.93621309,70.62104186,70.46002702,70.53561386,70.43907445,70.33777314,70.1480019,69.91598272,69.6513011,68.88981147,68.4449397,68.12155197,67.70148186,67.32901226,66.58898325,66.74680383,66.90746948,66.95876174,67.08934102,67.30271655,67.71650134,67.76476432,67.8171552,67.62563147,67.52685648,67.5913215,67.69104184,67.54955836,67.99346338,68.2526476,68.70113686,68.89000963,69.32697913,69.81158202,71.24020979,75.00517092,84.07238633,87.61350708,89.50330962,91.06104547,91.04639562,91.09228534,90.92150594,91.06419247,91.18806476,91.3108024,91.54432332,91.8067761,91.87465255,91.88379895,91.93434034,91.89846562,92.14596854,92.71724975,92.90078559,93.42680602,93.77506805,93.47648092,93.30028661,93.18524613,91.22925832,89.87257594,89.03359274,88.30425694,88.00699972,87.96718223,88.42803502,88.13347303,88.76815215,89.07113997,89.65826439,89.9116086,90.11029567,90.12703605,90.09706603,90.07023902,90.16124692,90.17615581,90.16646898,90.09136835,89.3408792,89.16127959,89.1232904,89.09882947,89.10799824,89.29464801,89.33999837,89.98534937,90.53985771,90.77112809,90.82517287,90.94096929,91.23930534,91.61368916,91.85663005,92.06473522,92.35732679,92.32360302,92.19640318,91.97204789,91.65588874,91.49018787,91.3348768,90.99929285,90.643593,90.36581818,89.83148588,89.71809761,89.5442075,88.86337078,88.75231711,88.52334465,88.41615918,88.41884813,88.55526331,88.45632517,88.35897283,88.16227277,88.03338594,88.19101259,88.34377075,88.44957757,88.44153441,88.56532874,88.69072031,88.70661185,88.62009246,88.62747449,88.66282383,89.17241803,89.70163042,89.88879741,90.06191921,90.15271435,90.51020916,91.48336067,92.2866789,93.59998232,94.23726566,94.96863323,95.8008696,96.63435849,97.18977976,97.52572942,98.10601658,98.28194017,98.43377636,98.4020921,98.38667496,98.37259519,98.31544258,98.20043502,98.20928744,98.28611955,98.32133149,98.42263756,98.67372044,98.72498301,98.7496672,98.81367635,98.90761226,99.08672859,99.23151577,99.44708974,99.61045392,99.71415531,99.82168425,99.86281901,100,99.87218986,99.47249793,99.37013761,99.38716245,99.42014162,99.37883934,99.34198309,99.34845782,99.38973882,99.42275928,99.56018435,100.106674,100.5950999,100.7904429,100.8032412,100.7407918,100.5209355,100.2494757,99.94388488,99.84687035,99.90533822,99.85371326,99.92943182,99.96234358
경기 경부2권 수원시 권선구,69.1477201,68.90581969,68.52431984,68.47387491,68.30656775,68.32613816,68.26501433,67.97217272,67.46324565,66.96563062,66.55481882,66.57312711,66.01091891,65.66458282,64.89826255,65.30816962,65.44202803,65.76415958,66.6134008,66.94894924,67.24285788,67.85461857,68.16169565,68.06516603,67.38408406,67.13334562,67.13227549,67.67794783,67.93994345,68.21111379,68.63608005,69.04631117,69.38859905,69.5530668,70.5549706,75.07895982,83.43951383,87.04187478,89.54314297,90.55888626,90.93300159,90.48903006,90.45843722,90.22400175,90.0631421,89.77976556,89.62545229,89.44908915,89.23088313,89.34955956,89.43470743,90.54676508,91.23490515,91.39173517,92.85313349,92.85931479,93.4525684,93.38816875,93.46617303,93.39192529,92.20660151,91.46609892,89.24223456,89.17380461,88.54265351,88.67964216,88.97452015,89.124642,89.38830281,89.98610699,90.68572391,91.01165937,91.20785711,91.19541142,91.15962259,91.21793589,91.38459758,91.36774133,91.17435015,90.89243888,90.44056532,90.25594179,90.25594179,90.27220293,90.26680757,90.44478148,90.44478148,90.7633257,91.03834975,91.12945835,90.89786949,91.17195754,91.13102988,91.4215818,91.91945987,92.05278638,92.0155052,91.91995905,91.8834265,91.63622208,90.95276148,90.70220575,90.44267555,89.67485128,89.57131041,89.29163415,88.64676549,87.75179669,87.44685179,87.44286104,87.13082643,86.90240961,86.83637221,87.20530298,87.40105522,87.71623788,87.85297927,87.57523213,87.70509972,87.89677049,88.25085108,88.57707685,88.7140607,88.89828564,89.24997598,89.18268899,89.2117991,89.49110957,89.61636075,89.89689512,90.42348718,90.72663648,91.12692977,91.85920497,92.3754723,92.83874196,93.35181631,93.84716066,94.13864548,94.93912726,95.17088616,95.95570763,96.55143109,97.12406321,97.60251449,97.76856825,97.79879274,97.80708257,97.79709963,97.78881137,97.75383698,97.75273564,97.78674043,97.85438776,97.98177155,98.07289662,98.33993218,98.44651833,98.46039291,98.52769694,98.73827954,98.94727833,99.20829776,99.39534379,99.64111417,99.67084202,99.75434665,99.84572402,100,99.776233,99.7752017,99.75155665,99.55510703,99.47077857,99.3461598,99.08811567,99.20373332,99.18579459,99.48944291,99.93782477,100.116252,100.3833118,100.5818488,100.6422034,100.4816483,100.1880323,99.9861722,99.84324377,99.7060241,99.72220859,99.81400926,99.81182472,99.90744143
경기 경부2권 수원시 팔달구,67.46054573,67.43502028,67.03399123,66.84331178,67.24774208,67.16352902,67.14092704,66.56512018,65.93822657,65.58030867,65.07271716,64.75055561,63.80470622,63.27854597,62.60885937,63.85122671,64.18335065,64.62532313,64.63914028,65.30981403,65.83971961,65.91913151,66.14845789,66.68213795,66.8676014,67.0496163,67.47210033,67.92624926,68.61571117,69.55613419,70.49472206,71.01961452,71.59810653,72.41228147,73.86042888,77.51286115,85.96182843,89.03112389,91.92861285,92.84879652,92.89813915,94.04366688,94.54180889,94.30151899,94.39003156,94.59606622,94.42675667,94.66681182,94.48519352,94.51787921,94.71430919,94.56988876,94.9164145,95.40784594,95.92235511,96.01330183,96.08842248,95.7636677,95.83418383,94.83399573,93.27610725,91.6564882,90.72002105,90.50489383,90.4203719,90.39343028,90.84301409,91.06690979,91.24022685,91.62522294,91.92162451,92.32655931,92.36639979,92.27640139,92.30349394,92.56632783,92.4816887,92.51901916,92.5997779,92.34203488,91.32745544,90.94042021,90.63876814,90.54686572,90.51985634,90.65627756,90.62815011,90.75063656,91.25030069,91.60407831,91.82583688,91.92430706,92.03187197,92.17219276,92.30822729,92.34311453,92.23799508,92.12700311,91.86153931,91.82240424,91.68910696,91.72066063,91.40077235,91.09218178,90.75960077,90.59269807,90.14301376,89.99194324,89.90855285,89.21507986,88.29748585,88.25370815,87.92025803,88.00542337,88.09202513,88.45662102,88.12285883,87.95853064,87.78147703,87.9725855,87.76472061,88.31707436,88.86180442,89.3444582,90.01754079,89.80820012,89.69156772,90.28794028,90.41649871,90.97346426,91.75577383,92.05792805,92.53456524,93.02949885,93.47437691,94.09140251,94.31674275,95.16472114,95.67057608,96.4233684,96.52027144,97.05402176,97.25565495,97.35694118,97.4948018,97.58477652,97.58601902,97.62547034,97.64000189,97.62676511,97.4978018,97.49898954,97.58585305,97.67612638,97.71056341,97.8853384,98.15368465,98.32109964,98.40207568,98.51256951,98.66353307,98.9012316,99.10913069,99.25243929,99.46300317,99.63322945,99.7294467,99.83177595,100,100.0650414,100.4679477,101.0762248,101.5796371,101.9016907,101.9772421,102.0248461,102.4048281,102.8306921,103.3344859,104.4667026,105.8038718,107.0713356,107.1442815,107.0951869,107.2383673,107.012337,106.6295041,106.4226498,106.1934108,106.4363219,106.7081894,106.9685731,107.4958556
경기 경부2권 수원시 영통구,67.72908043,66.92235561,66.02478599,65.71579757,66.00180498,65.71031601,65.48700788,64.77289158,64.37984874,63.52823486,62.39259678,61.64830411,60.60898772,60.42574397,59.93174908,61.11613556,61.8618063,62.40432028,63.13604725,64.22786392,65.45080647,66.11922786,66.13838654,65.90652174,65.89511452,66.06822766,66.58060475,67.61172766,68.03402272,68.91161746,71.28891082,72.91051007,73.53581054,73.69782381,74.34569904,77.94560873,88.7945002,91.15831209,93.36255842,93.09052845,93.34341255,92.97092912,92.49783042,92.18114636,91.57737801,91.45150745,90.97716834,90.9023674,90.55581255,90.39215498,90.65038423,90.28387925,90.63144118,91.18609089,92.00727047,93.09252397,93.71632178,93.84480313,93.48617929,92.83457919,90.95098289,89.05419451,87.83388408,87.2863462,86.88569504,86.58666792,87.4944765,87.96809371,88.29706163,88.85679923,90.35696369,90.62690262,90.61800808,90.52738228,90.54227032,90.72235973,90.77885974,90.60052539,90.12773617,89.78397645,89.61612891,89.15032821,88.986407,88.97817544,89.16439292,89.39330821,89.83210129,90.80946006,91.57339291,92.20056341,92.41403102,92.58735466,92.94721619,93.38116358,94.03577344,94.15116409,93.67010786,93.42536435,93.01137948,93.13542639,93.24451093,92.25325617,91.69958814,91.18836908,90.80422412,90.589499,90.24560451,89.48801783,88.96295933,88.56469809,88.01296356,87.79363724,87.56077377,87.66276891,87.88738563,87.84244646,87.76811128,87.37958396,87.40881932,87.6010883,88.12234925,88.38920435,88.92301062,89.15696314,89.45661448,89.58210455,89.50668239,89.51021139,89.57417319,90.0101897,91.67161877,92.29596662,92.9763751,93.52411572,94.00301313,94.35483684,94.70671456,94.84605099,95.95262265,96.5527139,96.96325377,97.08134076,97.45802661,97.92461144,98.18978761,98.37160929,98.4153882,98.44957414,98.42598603,98.38294135,98.38148571,98.38345703,98.46150058,98.54774854,98.62978512,98.72757621,98.85124913,98.97470063,99.06936896,99.1259288,99.17946193,99.24515068,99.34833086,99.47005744,99.57249465,99.65149584,99.91374676,100.0177593,100,100.1968211,100.4407115,100.9812184,101.5371674,101.8915879,102.1571288,102.4424788,102.5919352,102.5378269,102.7964924,103.20127,103.4327949,103.7686739,103.5298733,103.4331484,103.2045686,103.0398122,102.8416728,102.7376856,103.0560931,103.5044104,103.8539428,104.3455407,105.3333813
경기 서해안권,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.12077907,91.96524227,91.87880716,91.81947903,91.57335712,91.27239023,90.88427525,90.49503271,90.08983715,89.75104789,89.53971796,89.23628517,88.78087443,88.45736159,88.17084969,88.23300264,88.52029529,88.61456354,88.49016062,88.23093907,88.27020185,88.6951219,89.02137595,89.29086998,89.65622679,89.9561883,90.38984913,90.37938436,90.38727341,90.39441735,90.43804271,90.58631598,91.26600311,91.72442304,92.02461489,92.21243798,92.44563463,92.82388537,93.33954522,94.15976655,94.88950177,95.54335847,95.99821726,96.39687599,96.79908451,97.35807881,97.78007006,97.97793623,98.02426707,98.03079696,97.9740261,97.89836633,97.90977793,98.05337473,98.1751265,98.28410625,98.3861295,98.54931033,98.72404184,98.79287091,98.82869961,98.86907178,98.93283838,99.05426489,99.20582007,99.36108868,99.48159399,99.67535997,99.82512889,99.92861095,100,99.91009395,99.75190557,99.69298687,99.64114475,99.55875045,99.32888756,99.04151173,98.67829598,98.54014337,98.86942571,99.33310153,99.37325241,99.180192,98.82043592,98.56905623,98.19875123,97.62995712,97.13948601,96.83891774,96.69503927,96.65225851,96.76020851,96.95603793,97.31291129
경기 서해안권 부천시,68.36023312,68.0382689,68.04996743,68.49174115,68.57107811,68.57343268,68.47093756,68.42261337,68.23613597,67.73857544,67.38119309,67.10366604,66.93208353,66.4140039,66.19517498,66.41092854,66.64026822,66.7364416,66.57661257,66.54169172,66.71174557,67.0174742,67.05474885,66.98363498,66.80275729,66.70049397,66.92458945,67.04021636,67.24624392,67.50515591,68.47937676,71.59445223,73.31760577,74.28034984,75.60647632,77.98902297,81.86578934,84.87311263,86.5127948,87.61710039,88.05695422,88.34124984,88.1708117,88.36339898,88.60710633,88.9399903,89.59221202,89.83759517,90.66519507,90.89608743,91.28923383,91.92300266,93.33875997,94.81303831,96.10172261,97.51995016,98.11814524,98.42002429,99.18635998,99.29671115,98.32377429,97.25236256,96.29767442,95.78804536,95.61423369,95.60748367,95.79189545,96.20580089,96.74427236,97.08660364,97.74308984,98.07747151,98.17835819,98.17883956,98.1337993,98.18591568,98.15491523,98.09137398,97.65809524,97.37168793,96.83079766,96.54527699,96.55164494,96.48328133,96.47244025,96.46120222,96.51756666,96.75009528,96.93127236,97.11326767,97.08155365,97.02578077,96.97633025,96.8610818,96.70277866,96.63440408,96.62408192,96.5530809,95.86397177,95.42051194,95.071443,94.67451629,94.03703904,93.61596153,93.0586853,92.65171293,92.08704675,91.39612785,91.04343908,90.70498878,89.79997567,89.24253453,88.82698918,88.8384137,89.10354574,89.11783668,88.97182687,88.55365664,88.56344498,89.3990083,89.85549387,90.16837769,90.56309571,90.84633814,91.24342502,91.29755194,91.38670923,91.51911488,91.630724,91.71714548,91.99031627,92.2563155,92.38336587,92.50935502,92.54469538,92.72550766,92.89580063,93.10750177,93.3703405,93.88130956,94.31731112,94.84165669,95.39213735,96.07109035,96.59488147,96.90437855,97.02138969,97.07132451,97.06583297,97.08744957,97.18886313,97.42000054,97.69664561,97.84189043,97.94417076,98.06161451,98.20656821,98.23452903,98.19063082,98.1662618,98.23266776,98.25641982,98.384769,98.57074534,98.74343182,99.21675097,99.54431929,99.70642645,100,100.0386656,100.2610521,100.5001258,100.6694165,100.9159074,100.8628043,100.8848182,101.0750672,101.224211,101.6239948,103.3231953,104.5578863,104.5154256,104.225405,104.1030951,103.9973586,103.9657271,103.7995056,103.7545277,103.8352792,104.0450329,104.4499522,105.0989875,106.051314
