지역,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
경기,67.89596442,67.44070613,67.06628002,67.13868466,67.30100658,67.44409907,67.29887142,66.9568811,66.56412946,66.16587346,65.85884932,65.5790736,65.09093111,64.73860153,64.47625216,64.81341871,65.18738068,65.58225187,66.03520919,67.04646719,68.01634066,68.31370255,68.46193541,68.3765098,68.27884326,68.39306125,68.6600058,69.11192568,69.71463916,70.60921311,71.96590089,72.7578467,73.17770212,73.60398955,74.48841999,76.67944313,81.90784648,85.11118043,87.15103983,88.09748765,88.64528902,89.0363271,89.21181359,89.47319771,89.94235954,90.40647268,90.98644474,91.64486478,92.18041174,92.42844785,92.82589995,93.37940078,94.60374677,96.10577836,97.18065214,98.58290349,99.30957278,99.70041725,100.0222129,99.68627695,98.55256406,97.39904459,96.51276986,96.05018991,95.72101097,95.71857463,95.91236141,96.07252682,96.36024569,96.70824145,97.34724911,97.60901796,97.64448414,97.53049597,97.47457259,97.51189404,97.5188398,97.41025132,96.94379986,96.49457445,95.81301526,95.34311255,95.18164239,95.05576805,95.02754043,95.07751101,95.20792513,95.56519302,95.99968679,96.37393709,96.37241311,96.38759651,96.40752712,96.50118965,96.61707091,96.6867021,96.68102792,96.58280449,96.43206991,96.3860963,96.21833188,96.02459817,95.77987856,95.40413361,94.94579248,94.46812277,93.97912399,93.5455087,93.16172999,92.73376266,92.2428208,91.90652001,91.64863973,91.57955183,91.70724702,91.72685496,91.50238291,91.28792238,91.29165513,91.58407407,91.72459315,91.83131772,92.02621549,92.29121286,92.60819489,92.54268861,92.45083419,92.41645044,92.39165536,92.4898462,92.84123282,93.11777521,93.30339074,93.42741398,93.58664052,93.86614772,94.24127468,94.80357977,95.25424243,95.7090838,96.0423646,96.35091683,96.71194376,97.13325967,97.46550578,97.60259906,97.63840116,97.64132452,97.62925115,97.64071298,97.69684964,97.79418307,97.87248228,97.95951409,98.03475029,98.2015141,98.36585239,98.42151896,98.42859475,98.44085641,98.4850262,98.58679937,98.71613812,98.89407265,99.12813664,99.46838189,99.65077373,99.81779119,100,100.0614905,100.1388122,100.3320927,100.5066515,100.6407993,100.6797169,100.6847962,100.6800404,100.7338649,101.2083387,101.6286948,101.8955651,101.9263223,101.7947876,101.6780884,101.4970556,101.1755806,100.9204232,100.7471359,100.6762622,100.6893346
경기 경부1권,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.70576263,95.64419629,95.56151816,95.39416875,95.16438223,94.7891606,94.22110024,93.63235064,92.84985578,92.14005254,91.4888556,90.89054557,90.19077334,89.75484959,89.52049239,89.59103919,89.69257801,89.80717712,89.53650775,89.3421653,89.45589128,89.81988808,89.99052603,90.16864497,90.02408115,90.41588524,90.80673775,90.70663425,90.60171224,90.53693285,90.52202124,90.66585794,91.04931504,91.37369098,91.56973207,91.7274606,91.86153645,92.18419605,92.66784593,93.43270233,93.92407951,94.34397723,94.69655645,95.02907147,95.36095326,95.81472727,96.16981137,96.2997321,96.32200011,96.31129323,96.27934344,96.30818178,96.38871004,96.56425308,96.67704472,96.77387668,96.83491499,96.93313344,97.02328844,97.05937607,97.06509562,97.09461029,97.17761063,97.30648566,97.43663099,97.6480651,98.00595815,98.78010249,99.25572525,99.6181437,100,100.3128619,100.9076505,101.9442925,102.6456047,103.0821948,103.3219051,103.4819507,103.6050352,103.8126386,105.0598008,105.7278146,105.9894271,105.9693749,105.778454,105.4510974,104.9958044,104.4170015,103.9667015,103.671943,103.6407675,103.8191547
경기 경부1권 과천시,66.06600505,63.91240506,62.81039032,63.75034087,64.38474078,64.38400435,64.38684525,63.68764137,63.32601437,62.84215536,62.22099741,61.98852721,62.22394929,61.77075781,60.92521653,61.59012765,62.11229395,64.08565708,65.64329351,71.90512976,75.61166459,75.42341148,74.94036542,74.01691396,74.08572641,74.34466155,74.88122803,75.5289533,77.30732755,80.41963756,83.29428393,85.68773497,85.83862603,85.80417274,86.85603738,95.38475537,109.9017113,110.9077508,111.6226545,113.1640993,112.0038381,110.9098411,109.1960498,108.2324001,107.9315944,107.3815242,107.3697129,107.3601356,106.9921684,107.9354424,107.4631304,107.6686766,106.7136881,105.9822633,104.601286,102.7335265,101.581386,101.0804409,100.2511053,99.40005908,96.25985756,92.23837691,90.40876274,91.29259238,91.51954024,97.25502711,100.2131475,101.5176018,104.9687227,105.9840924,107.4433673,108.1138185,107.9748793,107.4179402,107.4944916,108.0354392,108.1104448,107.379422,105.428004,104.0290173,102.5176425,101.1408851,100.5025613,100.2746305,100.1543439,100.7414376,101.2259799,101.544975,102.3186102,102.2317562,103.0145379,101.8078088,100.4898257,99.60121371,99.13811725,98.87993786,97.89968969,97.56333317,96.44133267,96.82628066,96.1901942,95.18975651,94.95368736,94.6288837,93.56007025,91.90388736,90.30969277,88.38310326,88.16308341,88.50489998,88.06822759,87.7209587,87.72781521,89.127,89.40083767,89.17751104,88.83924238,88.41815574,88.38384071,88.90735876,89.04206649,89.46506801,89.81912527,90.33832399,91.59753803,91.94387514,91.88501872,91.62887105,91.66905197,91.86345697,92.40720356,92.71634733,92.70499178,92.70499178,92.70737081,92.80132838,92.83920064,93.38783719,93.75641642,94.13099885,94.47122512,94.9988058,95.85349473,96.19468193,96.39397541,96.40985479,96.4518489,96.4518489,96.4518489,96.5987461,97.03832008,97.7858524,98.31697259,98.37090206,98.44429319,98.62296529,98.68695705,98.69017587,98.66937054,98.6553127,98.76573538,98.81250901,98.89752215,99.30353787,99.48026044,100.0525871,99.99620521,99.97557627,100,100.2516914,101.4169584,104.5595748,105.2340282,105.6908977,105.8560754,105.8414637,105.9057639,106.3510969,109.923015,111.1539839,111.4585067,111.4419565,111.3577304,111.2353264,110.4692601,109.2586145,108.7305084,109.150275,110.350447,111.93997
경기 경부1권 안양시,61.03011512,60.63945171,60.40624166,60.21842558,60.44042533,60.57364188,60.67449814,60.63743493,60.50550539,60.30163382,60.08620048,60.1398046,59.6799358,59.32615881,59.13286952,59.58897219,59.86387488,60.51019131,61.16183044,63.62280176,65.68892491,66.53876717,66.78712648,66.98969631,67.00180942,67.16325714,67.88747764,69.40914462,70.83657704,73.42355331,76.61463527,77.88305977,78.50295905,79.1145595,80.5725018,84.25222112,90.79544315,94.48700734,95.76233292,96.07527819,96.01633571,95.8163055,95.8796939,95.70235871,95.73355014,95.8757384,96.28502235,96.33965884,96.89173253,96.87411616,96.89687351,97.06196577,98.34769511,99.19389928,99.59109105,99.9723472,100.0693243,100.2213876,100.2647257,99.13084253,97.68238013,96.55969742,96.070814,95.14756984,94.94879966,95.06139676,95.26413386,95.20139555,95.58283802,95.81292096,96.22393073,96.54441198,96.58415947,96.50206088,96.35861565,96.26835038,96.38262394,96.31285659,96.10691753,95.61502702,95.10857704,94.43707852,94.33891058,94.21012056,93.96411499,93.96598597,94.10002114,94.64880656,95.29922808,95.75266961,95.90477187,95.78280365,95.87906206,95.92525307,96.16971595,96.24145253,96.21444943,95.88054569,95.78830424,95.74648875,95.7304579,95.58795014,95.12103042,94.52061515,93.93367625,93.47647881,92.96749557,92.36367833,91.84121005,91.55753805,90.96942777,90.59550895,90.28460072,89.68368454,89.30916185,89.08034031,88.83801439,88.76607768,88.7989856,89.17076648,89.31454789,89.47948683,89.65726007,90.01946545,90.25442064,90.14646297,90.07196777,90.04391518,90.05156623,90.10600498,90.51511512,90.79274102,91.00108962,91.20150303,91.38100063,91.76253543,92.50309366,93.76343012,94.64441635,95.18245409,95.56712077,95.89927294,96.0567274,96.63451399,96.96056969,97.0169422,96.97523466,96.92864439,96.86151885,96.9069092,96.9843488,97.29694323,97.34437775,97.40177075,97.49305155,97.59499976,97.65798192,97.67861492,97.678627,97.67587594,97.70629756,97.7811911,97.86699625,98.01854955,98.13787298,98.68101074,99.09375837,99.51991802,100,100.3673645,100.733125,101.0856015,101.4419462,101.7554762,101.9299103,102.0905997,102.2454474,102.5891689,103.6195193,104.5051479,104.7481189,104.7691904,104.7221112,104.4669853,104.3134957,103.652143,103.1871089,102.9094462,102.7179952,102.7920514
경기 경부1권 안양시 만안구,62.62092527,62.32647912,61.8435846,61.92767067,62.23418292,62.6009384,62.88504043,62.88978882,62.62904541,62.68363691,62.70621833,63.09148168,62.0073936,61.41652914,61.42326595,62.12018209,62.17644705,62.67723136,62.93606119,63.49479427,64.24389057,64.73517183,64.8893852,64.77714631,64.65957226,64.76854822,65.26382004,66.64739574,67.13930892,68.67647981,70.3387184,71.62044468,72.30388849,72.5540306,74.6954002,76.96427468,82.43405123,86.36439757,87.73704063,88.40019806,88.60042801,88.56687434,89.15601312,89.34022928,89.78316633,90.00367348,90.9538951,90.98979958,91.97468956,92.27856451,92.52694928,92.70078797,94.86575364,96.4719366,96.71212568,97.3600376,97.06788982,97.26549006,97.45652042,97.52575989,96.95646074,96.40377827,96.94017824,96.26050679,95.89700304,95.92141699,95.88603126,95.73585402,95.76106705,95.96940486,96.07749532,96.19742526,96.29159041,96.32663311,96.31067906,96.26414061,96.3162945,96.79856573,97.1026178,96.82244304,96.37415629,95.90634894,95.93644075,96.11782208,95.96692185,95.98806676,96.04051064,96.62691803,97.51319623,97.63022154,97.87722571,97.65052131,97.81835953,97.93950586,98.21757643,98.29629192,98.30813551,98.14010306,98.16148337,98.14199703,98.25501438,98.31220201,98.18007566,98.01786904,97.94625895,97.86730136,97.75477028,97.46226626,97.3454818,97.14523057,96.65484766,96.62869147,95.98792854,94.57385293,93.76266271,93.49399177,92.94503382,92.86310551,92.67791741,92.97771928,92.57309755,92.20420165,92.4388768,92.71107394,92.48267707,92.56406642,92.44039276,92.42569915,92.41868331,92.47098867,92.53230546,92.76661715,92.94721796,93.18658272,93.30538937,93.63461029,94.25384454,95.14126975,95.72722926,96.00450778,96.33093105,96.64429469,96.88746321,97.22877171,97.48552828,97.55586258,97.50576104,97.45877052,97.42458233,97.47537156,97.51979237,97.73588446,97.74520579,97.78854996,97.85151122,97.92738977,97.97370482,97.97884568,97.98029395,97.97173518,97.98302305,98.0402488,98.11109594,98.21957312,98.31843235,98.88311538,99.24359779,99.59536616,100,100.2955093,100.6534462,100.9035791,101.1271315,101.3185049,101.378439,101.4710668,101.5394191,101.806737,102.5884361,103.0860285,103.3221514,103.3462927,103.3227355,103.1480463,102.9626589,102.5256832,102.267418,101.9628941,101.899679,102.0218979
경기 경부1권 안양시 동안구,60.12008532,59.67063708,59.58909802,59.23577141,59.40681317,59.39935938,59.39041355,59.32833057,59.27340839,58.91501678,58.55825276,58.416537,58.32547298,58.11314958,57.80019384,58.1134078,58.5183834,59.25203638,60.14064495,63.78526683,66.70592079,67.79339153,68.10447929,68.51729093,68.61643742,68.81326916,69.69231948,71.30811697,73.37644275,76.69628063,80.97941273,82.23474885,82.80692724,83.68002277,84.63970752,89.33502689,96.64793214,100.1500343,101.3500872,101.4068294,101.1601642,100.8403526,100.5263213,100.0918653,99.83194629,99.91888857,99.94946765,100.0171174,100.268915,100.0299417,99.89809897,100.0572337,100.7472367,101.0862945,101.5881484,101.7927383,102.1483201,102.2701649,102.2153032,100.2888601,98.27015458,96.78187163,95.64605571,94.56979488,94.47343084,94.64123238,94.99333501,94.98542492,95.59189524,95.83602246,96.4396472,96.88825653,96.89335604,96.73656852,96.51193408,96.39381045,96.54764879,96.12893645,95.60333695,94.97906745,94.43589639,93.63742161,93.45991404,93.14010548,92.83551737,92.82558289,93.00977077,93.53606617,94.04282108,94.70282966,94.79683346,94.73903894,94.79144135,94.79170386,95.01582662,95.08336241,95.0325385,94.5968817,94.43253186,94.37775157,94.28693599,94.02899884,93.36942747,92.51858371,91.63963328,90.96983463,90.23960864,89.46337395,88.71756541,88.38972367,87.75049002,87.1921112,87.0574752,86.89450294,86.75749845,86.55070478,86.47617998,86.40980597,86.56233242,86.97327817,87.42024982,87.88311334,88.02884585,88.44126416,88.93724295,88.72236911,88.6756758,88.6401008,88.65602605,88.71163353,89.31745958,89.61954428,89.84355715,90.02170714,90.23467594,90.64489847,91.45223716,92.91966834,93.96558895,94.65029193,95.07147682,95.41538413,95.51896697,96.24541326,96.61512643,96.66268096,96.62627582,96.57994492,96.4920515,96.53403044,96.63228598,97.00577375,97.07729644,97.14356691,97.25369453,97.37300038,97.44708396,97.47803888,97.47709395,97.47821305,97.52138759,97.60806051,97.70384116,97.8841367,98.01712212,98.54587472,98.9935244,99.46941581,100,100.4160718,100.787139,101.2090984,101.655773,102.0525711,102.3052061,102.5124478,102.7265311,103.1226385,104.3239049,105.4776091,105.7253011,105.7442423,105.6802115,105.3672097,105.2367865,104.4142566,103.8011307,103.5428256,103.2596908,103.2993013
경기 경부1권 성남시,71.23422571,70.79978508,70.67979607,70.86547946,71.3067268,71.82221209,71.43540152,70.8664907,70.27665771,69.8358483,69.30806838,68.90979938,68.5569268,67.98558256,67.42763375,68.72775589,69.9238347,71.38081089,73.67878144,76.14917612,78.27822198,78.29222964,78.20562568,77.82872897,77.68264772,78.23296787,79.09526572,80.50254415,82.05444117,84.06620076,86.63433705,88.17476309,88.88931334,89.07632297,89.60928179,91.60194938,98.96443179,102.2344553,104.0055659,104.9693594,105.1608408,104.9538214,104.601175,104.3472808,104.143722,104.0185767,104.2105012,104.3658333,104.6577733,104.3782588,104.6055652,104.5113337,105.2352795,105.3698703,105.7988056,106.4118385,106.282185,105.476405,104.9439462,103.3940462,101.0577205,99.18398803,97.4048909,96.72499891,96.50067534,96.61497695,97.73653473,98.01152949,98.71209482,99.36406767,100.140432,100.474669,100.3806747,100.3312511,100.3004813,100.3636967,100.2690582,100.0175378,99.34716752,98.69833755,98.13652883,97.28179021,96.99125124,96.78018183,96.77289291,96.91720862,97.11916401,97.32374134,97.53553763,97.4519416,97.49828423,97.59249754,97.48754263,97.33237761,96.98273511,96.81128284,96.71258305,96.50093018,96.26806177,96.12941316,96.04202261,95.84560969,95.69055414,95.34352805,94.78677595,94.36216473,93.82233075,93.02162607,92.19880782,91.3951288,90.67461015,90.10884436,89.91277207,90.20155362,90.5672225,90.83021005,90.68435608,90.40105264,90.36824934,90.49500389,90.44883741,90.53598989,90.37178625,90.71307659,91.13748802,91.15343193,91.13199407,91.13354773,91.13729174,91.27925639,91.57542246,91.95277946,92.15828924,92.31728439,92.40047054,92.63387424,92.84383188,93.19628779,93.37436454,93.61024614,93.80460175,93.9893984,94.28526792,94.5865515,94.86824499,95.02804857,95.10810256,95.13590949,95.1419379,95.1510013,95.20263624,95.2751292,95.36870884,95.4545826,95.49584538,95.59130871,95.70195887,95.73795576,95.735449,95.79291351,95.92558702,96.10203356,96.26782113,96.56286772,97.22966667,98.48808223,99.18433179,99.60767372,100,100.3477452,101.3450253,103.2826199,104.5935417,105.3596854,105.7890713,106.0013583,106.1430851,106.382791,108.0350934,108.5716772,108.8319584,108.7707643,108.3914122,107.9122522,107.3693397,106.9758332,106.7573507,106.6594545,106.9133789,107.2196727
경기 경부1권 성남시 수정구,70.91809803,69.96440876,69.60142546,69.52086086,70.08631408,71.08951707,71.35068811,71.28791563,71.068402,71.14571249,70.71384454,70.34445769,70.27427491,70.09049523,69.63751032,69.82924355,69.86315709,70.13117453,71.24478593,71.7969276,72.7098755,73.27877473,73.80877126,74.24498101,74.8751568,76.97560908,77.90246634,78.12249176,78.62399095,80.00917524,81.69929257,83.42315103,85.85032388,86.79470518,87.55474541,90.38078351,100.2316355,103.2753507,103.8648928,104.0912979,103.5266067,103.424336,103.5832977,103.2348323,103.0906286,103.1280567,102.9489563,102.9942293,103.036588,103.0571399,103.2364052,103.3310871,103.6313937,103.7733189,103.7987646,103.8092449,103.5078245,102.6638157,102.3686776,101.741288,100.2847198,98.97180054,98.29722053,98.13111602,98.19790281,98.12877514,98.46255413,98.63221788,98.81606385,99.83687727,100.4249379,100.47939,100.3451631,100.2298039,100.2857417,100.2699751,100.1500909,100.0337853,99.993742,100.3144834,100.1363198,99.15581569,98.89736571,99.42652845,99.24882372,99.09317458,98.96767452,98.96767452,98.7043844,98.2841888,98.3190964,98.0793204,97.99423224,97.94344779,97.04061534,96.46202676,96.49101152,96.49061933,96.37212374,96.37212374,96.35402507,96.35129246,96.26673876,96.21181068,95.94767762,95.83401409,95.66662849,95.24223761,95.0439157,94.98920334,94.88240735,94.85679369,94.79213284,94.96811556,95.15753376,95.13710216,95.07488593,94.86269774,94.73911677,94.90625304,94.94098067,94.84919973,94.53695304,94.86961967,94.96453438,94.87661306,94.87383144,94.93064861,94.89259691,95.02104987,95.13311419,95.22397545,95.27869023,95.32482065,95.31781305,95.34371757,95.45715431,95.68738046,95.76373067,95.93261743,96.06200253,96.09809426,96.40340785,96.64499063,96.853349,97.03083274,97.11649094,97.13425761,97.13611656,97.12104514,97.1666102,97.25708666,97.40920771,97.50634203,97.55446623,97.66170925,97.71204137,97.70871059,97.70449181,97.73742354,97.85560385,98.05861702,98.25037281,98.58922309,98.91984985,99.19267644,99.43535869,99.67873526,100,100.2354944,100.4832497,101.1113011,102.0118773,102.497847,102.9344234,103.2789139,103.4747748,103.7271402,105.0413289,105.5788731,106.1724408,106.6042965,106.3566762,106.0868057,105.451282,105.2727073,105.3975709,105.4690482,105.8321411,106.2894386
경기 경부1권 성남시 중원구,61.15691314,60.28027056,59.97996112,59.81400464,60.27364486,60.75791147,60.5032805,59.56169226,58.98627633,58.35156814,57.78767258,57.35000654,56.8774255,56.4020887,56.19111438,56.51056375,56.79862965,56.85651028,56.74908907,57.13984003,57.63185894,57.68105055,57.73178014,57.61737992,57.18174432,57.01432673,57.26143886,58.08580324,58.96137339,60.68618607,62.51178956,65.45746695,66.62481622,66.99047516,68.1955265,71.48226864,78.34373477,81.74794957,85.11717242,87.92392034,88.67728761,88.89125845,88.94648729,88.67426612,88.02324561,87.93170164,88.18460602,89.05257635,90.68033765,91.79212109,92.76613084,92.87632716,95.50784305,95.85460066,96.39031131,98.51579299,99.00547735,99.03888692,99.14354508,97.19494906,96.01747399,96.1207616,94.82647127,93.19843627,92.79014879,92.58264409,94.50966181,94.8438173,95.79740889,96.56942462,97.62254676,98.25024104,98.19322386,98.54305448,98.68957139,98.94800576,99.09810286,98.79924943,98.4013004,97.92819853,97.23927999,96.0019745,95.47492077,94.72080931,94.64362775,94.66450854,94.69969471,94.96159294,95.30199965,95.28615951,95.8070483,96.01291114,95.99134568,95.929526,95.52121149,95.58552937,95.5951365,95.42821004,95.40001418,95.49478593,95.73490963,95.73802837,95.73351053,95.74570941,95.58686008,95.4391543,95.10577345,95.07295061,94.81708975,94.29882992,94.01283451,93.70126398,93.85074989,94.32637027,94.42940453,94.29074334,94.16702905,93.88903498,93.9050495,94.1486992,94.10208999,93.98980307,93.78518877,93.97165194,94.2028636,94.11857733,94.07377878,94.08141908,94.04472206,94.09570939,94.1381195,94.25519008,94.34498206,94.47914371,94.53661705,95.05178213,95.17187038,95.53189272,95.77166174,96.06687865,96.28359936,96.47584584,96.76059812,96.97380119,97.23194211,97.37951142,97.44733634,97.48272702,97.50572219,97.51699276,97.58634392,97.62245311,97.71911014,97.77414086,97.84131577,97.93555477,98.02059527,98.08818196,98.089492,98.12329182,98.24610472,98.39530768,98.51661897,98.75894831,99.05318417,99.38030119,99.54297192,99.74033595,100,100.1591846,100.3268334,100.5575362,100.8612916,101.2121559,101.3672057,101.5060996,101.6771339,101.8142918,102.356096,102.7336933,103.2597256,103.4111366,103.4012343,103.3324887,103.1524538,103.1103245,103.1113676,103.0977435,103.1744415,103.3182498
경기 경부1권 성남시 분당구,76.72932061,76.77821328,76.87004317,77.37994363,77.75250353,78.07675388,77.34522225,76.80075041,76.05756226,75.53031037,74.99214747,74.61119386,74.22268573,73.44428067,72.6384354,74.97500117,77.21037802,80.06247732,84.47225072,89.24186126,93.09186702,92.8098892,92.32807537,91.38632949,91.10307509,91.46385306,92.72713198,95.05988499,97.55142929,99.98184413,103.4186869,103.7241519,103.2788927,102.9848265,102.9137826,103.5768922,110.0464697,113.2565713,114.4593855,114.5651392,114.7267816,114.2213808,113.4117689,113.2108765,113.2558635,113.0438466,113.3515294,113.1207077,112.7203975,111.5103932,111.3298304,111.0430224,110.874041,110.8889597,111.4223761,111.4618081,111.0725671,109.8411001,108.8806576,107.1688634,103.8867105,100.7985894,98.35630471,97.94922456,97.70615103,98.05063034,99.07113414,99.35715212,100.1310364,100.582306,101.2949702,101.592959,101.4963206,101.277642,101.1275765,101.1266274,100.923564,100.642987,99.60172078,98.50435575,97.85996278,97.23429231,97.04514635,96.82074984,96.91041654,97.22619589,97.63177084,97.88525872,98.21354878,98.2244608,98.04470648,98.21177651,98.05891603,97.818985,97.70833137,97.57903559,97.3790448,97.06487954,96.69345709,96.39483813,96.12910456,95.77001333,95.51967787,94.90209411,94.05851407,93.39770205,92.63339309,91.35617592,90.06661894,88.89942625,87.80201457,86.95993031,86.58218708,86.83091294,87.35839658,87.87538997,87.69380704,87.38595366,87.3625032,87.42844212,87.35654793,87.58237565,87.48271118,87.88959499,88.49955228,88.59058098,88.57272924,88.55377245,88.58780659,88.77155619,89.23261649,89.81194804,90.11530505,90.3218176,90.44617046,90.62894328,90.90953091,91.29973527,91.48572568,91.7187996,91.92549686,92.15784445,92.45529265,92.81562457,93.13277788,93.29186483,93.37535909,93.4032738,93.4032738,93.41965199,93.4655763,93.54787694,93.61999459,93.71555331,93.74339476,93.83521881,93.97782656,94.01417227,94.01064539,94.08674289,94.22864283,94.40729098,94.58283077,94.88485472,95.82887988,97.84087463,98.93468044,99.52308483,100,100.4832974,102.1887051,105.5156489,107.506311,108.6035922,109.168707,109.3603658,109.4634111,109.7495268,112.1178236,112.7354616,112.7116751,112.3262659,111.6938958,110.9051373,110.2223903,109.548943,109.0573339,108.8372791,109.1285799,109.4452524
경기 경부1권 군포시,61.77836255,61.02880227,60.73022014,60.75756425,60.83398718,60.82354138,60.58237941,60.52847411,60.22157938,59.93650382,59.78841369,59.57756556,59.34210377,59.04244227,58.95578602,59.06759277,59.39135711,59.46223526,59.74374224,62.00586405,64.25029874,64.78854977,64.8679761,64.71218086,64.72906586,64.82809231,64.94117821,65.2425563,66.23277969,68.26305382,73.03683838,74.40950019,75.19733933,75.85013839,76.71643488,79.46464751,87.43308397,91.00194008,91.56262856,91.73136065,91.92764198,91.82516331,91.23963208,91.01563523,91.03001975,91.41420488,91.3355181,91.3406665,91.29892375,91.14623975,91.35725464,91.51959116,92.88176602,94.57941161,95.67178784,96.1710153,96.60109761,97.26856838,97.47321809,97.00739659,96.12155523,95.48258502,95.04748385,94.7849359,94.23237579,94.06704671,94.33084676,94.30175821,94.59600117,94.7273478,95.78226342,95.91222465,95.8423431,95.81201507,95.68001041,95.56287256,95.44239671,95.39088224,94.79877508,94.59117724,93.43623594,93.25224598,92.77406175,92.71763883,92.57302734,92.66709407,92.87507096,93.27332185,94.10587475,94.20823493,94.13418125,94.29416017,94.29918,94.69514283,95.0345473,95.30349629,95.42917381,95.52409849,95.29606673,95.31005043,95.29704477,95.26660903,95.30824197,95.08677511,94.41133294,93.19340468,91.21961796,90.79393668,90.28393091,89.34639883,88.4688448,88.40147253,88.2974506,88.88849828,89.13637164,89.50250871,88.93267028,88.77098622,89.50247954,90.41297535,91.12756634,91.40612912,90.39886479,90.65460666,91.08308163,90.45854302,89.90163382,89.58498164,89.43518113,89.5581798,90.06986061,90.27345575,90.40981374,90.58211926,90.82209772,91.28758013,92.22786555,93.35532511,94.099799,94.79589006,95.37413333,95.91113932,96.60665995,97.12579592,97.77000237,97.95454913,97.89880669,97.83984897,97.74559371,97.78916508,97.92827457,98.07346577,98.31731394,98.52603405,98.57105158,98.66572119,98.75068906,98.7912804,98.7936911,98.7797669,98.81221465,98.87665905,98.9525491,99.05777981,99.11324907,99.34711257,99.55732353,99.77984676,100,100.0557092,99.98529963,99.97999174,99.99261868,99.91421513,99.79987407,99.76863353,99.70830934,99.44454803,99.97045778,100.3926313,100.6286277,100.6100132,100.5684974,100.430812,99.73778808,98.95867029,98.15910769,97.30663857,96.76723943,96.7506542
