,구분,죄종,발생검거,건수,date
2946,금천,절도,발생,1319.0,2009-01-01
2947,금천,절도,검거,1077.0,2009-01-01
2948,금천,폭력,발생,2269.0,2009-01-01
2949,금천,폭력,검거,2151.0,2009-01-01
2950,중랑,살인,발생,15.0,2009-01-01
2951,중랑,살인,검거,14.0,2009-01-01
2952,중랑,강도,발생,74.0,2009-01-01
2953,중랑,강도,검거,62.0,2009-01-01
2954,중랑,강간,발생,130.0,2009-01-01
2955,중랑,강간,검거,129.0,2009-01-01
2956,중랑,절도,발생,1146.0,2009-01-01
2957,중랑,절도,검거,879.0,2009-01-01
2958,중랑,폭력,발생,3418.0,2009-01-01
2959,중랑,폭력,검거,3391.0,2009-01-01
2960,강남,살인,발생,10.0,2009-01-01
2961,강남,살인,검거,8.0,2009-01-01
2962,강남,강도,발생,92.0,2009-01-01
2963,강남,강도,검거,59.0,2009-01-01
2964,강남,강간,발생,193.0,2009-01-01
2965,강남,강간,검거,138.0,2009-01-01
2966,강남,절도,발생,1798.0,2009-01-01
2967,강남,절도,검거,766.0,2009-01-01
2968,강남,폭력,발생,3116.0,2009-01-01
2969,강남,폭력,검거,2872.0,2009-01-01
2970,관악,살인,발생,11.0,2009-01-01
2971,관악,살인,검거,12.0,2009-01-01
2972,관악,강도,발생,75.0,2009-01-01
2973,관악,강도,검거,67.0,2009-01-01
2974,관악,강간,발생,284.0,2009-01-01
2975,관악,강간,검거,200.0,2009-01-01
2976,관악,절도,발생,1718.0,2009-01-01
2977,관악,절도,검거,897.0,2009-01-01
2978,관악,폭력,발생,3526.0,2009-01-01
2979,관악,폭력,검거,3290.0,2009-01-01
2980,강서,살인,발생,10.0,2009-01-01
2981,강서,살인,검거,9.0,2009-01-01
2982,강서,강도,발생,76.0,2009-01-01
2983,강서,강도,검거,56.0,2009-01-01
2984,강서,강간,발생,148.0,2009-01-01
2985,강서,강간,검거,143.0,2009-01-01
2986,강서,절도,발생,1591.0,2009-01-01
2987,강서,절도,검거,1018.0,2009-01-01
2988,강서,폭력,발생,3497.0,2009-01-01
2989,강서,폭력,검거,3374.0,2009-01-01
2990,강동,살인,발생,6.0,2009-01-01
2991,강동,살인,검거,6.0,2009-01-01
2992,강동,강도,발생,39.0,2009-01-01
2993,강동,강도,검거,57.0,2009-01-01
2994,강동,강간,발생,129.0,2009-01-01
2995,강동,강간,검거,130.0,2009-01-01
2996,강동,절도,발생,1110.0,2009-01-01
2997,강동,절도,검거,1621.0,2009-01-01
2998,강동,폭력,발생,3103.0,2009-01-01
2999,강동,폭력,검거,3024.0,2009-01-01
3000,종암,살인,발생,2.0,2009-01-01
3001,종암,살인,검거,3.0,2009-01-01
3002,종암,강도,발생,42.0,2009-01-01
3003,종암,강도,검거,27.0,2009-01-01
3004,종암,강간,발생,47.0,2009-01-01
3005,종암,강간,검거,48.0,2009-01-01
3006,종암,절도,발생,616.0,2009-01-01
3007,종암,절도,검거,460.0,2009-01-01
3008,종암,폭력,발생,1205.0,2009-01-01
3009,종암,폭력,검거,1175.0,2009-01-01
3010,구로,살인,발생,16.0,2009-01-01
3011,구로,살인,검거,14.0,2009-01-01
3012,구로,강도,발생,55.0,2009-01-01
3013,구로,강도,검거,70.0,2009-01-01
3014,구로,강간,발생,212.0,2009-01-01
3015,구로,강간,검거,144.0,2009-01-01
3016,구로,절도,발생,1533.0,2009-01-01
3017,구로,절도,검거,915.0,2009-01-01
3018,구로,폭력,발생,3192.0,2009-01-01
3019,구로,폭력,검거,3044.0,2009-01-01
3020,서초,살인,발생,10.0,2009-01-01
3021,서초,살인,검거,7.0,2009-01-01
3022,서초,강도,발생,69.0,2009-01-01
3023,서초,강도,검거,44.0,2009-01-01
3024,서초,강간,발생,151.0,2009-01-01
3025,서초,강간,검거,103.0,2009-01-01
3026,서초,절도,발생,1274.0,2009-01-01
3027,서초,절도,검거,838.0,2009-01-01
3028,서초,폭력,발생,2037.0,2009-01-01
3029,서초,폭력,검거,1926.0,2009-01-01
3030,양천,살인,발생,8.0,2009-01-01
3031,양천,살인,검거,7.0,2009-01-01
3032,양천,강도,발생,36.0,2009-01-01
3033,양천,강도,검거,42.0,2009-01-01
3034,양천,강간,발생,103.0,2009-01-01
3035,양천,강간,검거,87.0,2009-01-01
3036,양천,절도,발생,1359.0,2009-01-01
3037,양천,절도,검거,928.0,2009-01-01
3038,양천,폭력,발생,2214.0,2009-01-01
3039,양천,폭력,검거,2090.0,2009-01-01
3040,송파,살인,발생,8.0,2009-01-01
3041,송파,살인,검거,8.0,2009-01-01
3042,송파,강도,발생,83.0,2009-01-01
3043,송파,강도,검거,68.0,2009-01-01
3044,송파,강간,발생,185.0,2009-01-01
3045,송파,강간,검거,149.0,2009-01-01
3046,송파,절도,발생,1943.0,2009-01-01
3047,송파,절도,검거,1161.0,2009-01-01
3048,송파,폭력,발생,3799.0,2009-01-01
3049,송파,폭력,검거,3588.0,2009-01-01
3050,노원,살인,발생,12.0,2009-01-01
3051,노원,살인,검거,12.0,2009-01-01
3052,노원,강도,발생,42.0,2009-01-01
3053,노원,강도,검거,39.0,2009-01-01
3054,노원,강간,발생,126.0,2009-01-01
3055,노원,강간,검거,116.0,2009-01-01
3056,노원,절도,발생,1263.0,2009-01-01
3057,노원,절도,검거,1141.0,2009-01-01
3058,노원,폭력,발생,2898.0,2009-01-01
3059,노원,폭력,검거,2832.0,2009-01-01
3060,방배,살인,발생,1.0,2009-01-01
3061,방배,살인,검거,3.0,2009-01-01
3062,방배,강도,발생,9.0,2009-01-01
3063,방배,강도,검거,17.0,2009-01-01
3064,방배,강간,발생,36.0,2009-01-01
3065,방배,강간,검거,35.0,2009-01-01
3066,방배,절도,발생,389.0,2009-01-01
3067,방배,절도,검거,343.0,2009-01-01
3068,방배,폭력,발생,657.0,2009-01-01
3069,방배,폭력,검거,638.0,2009-01-01
3070,은평,살인,발생,5.0,2009-01-01
3071,은평,살인,검거,5.0,2009-01-01
3072,은평,강도,발생,27.0,2009-01-01
3073,은평,강도,검거,26.0,2009-01-01
3074,은평,강간,발생,51.0,2009-01-01
3075,은평,강간,검거,56.0,2009-01-01
3076,은평,절도,발생,777.0,2009-01-01
3077,은평,절도,검거,498.0,2009-01-01
3078,은평,폭력,발생,1731.0,2009-01-01
3079,은평,폭력,검거,1637.0,2009-01-01
3080,도봉,살인,발생,7.0,2009-01-01
3081,도봉,살인,검거,7.0,2009-01-01
3082,도봉,강도,발생,27.0,2009-01-01
3083,도봉,강도,검거,34.0,2009-01-01
3084,도봉,강간,발생,100.0,2009-01-01
3085,도봉,강간,검거,107.0,2009-01-01
3086,도봉,절도,발생,950.0,2009-01-01
3087,도봉,절도,검거,562.0,2009-01-01
3088,도봉,폭력,발생,1998.0,2009-01-01
3089,도봉,폭력,검거,1910.0,2009-01-01
3090,수서,살인,발생,7.0,2009-01-01
3091,수서,살인,검거,6.0,2009-01-01
3092,수서,강도,발생,38.0,2009-01-01
3093,수서,강도,검거,41.0,2009-01-01
3094,수서,강간,발생,86.0,2009-01-01
3095,수서,강간,검거,80.0,2009-01-01
3096,수서,절도,발생,1570.0,2009-01-01
3097,수서,절도,검거,745.0,2009-01-01
3098,수서,폭력,발생,2201.0,2009-01-01
3099,수서,폭력,검거,1908.0,2009-01-01
3100,중부,살인,발생,5.0,2010-01-01
3101,중부,살인,검거,5.0,2010-01-01
3102,중부,강도,발생,16.0,2010-01-01
3103,중부,강도,검거,11.0,2010-01-01
3104,중부,강간,발생,117.0,2010-01-01
3105,중부,강간,검거,70.0,2010-01-01
3106,중부,절도,발생,1108.0,2010-01-01
3107,중부,절도,검거,805.0,2010-01-01
3108,중부,폭력,발생,1743.0,2010-01-01
3109,중부,폭력,검거,1566.0,2010-01-01
3110,종로,살인,발생,5.0,2010-01-01
3111,종로,살인,검거,3.0,2010-01-01
3112,종로,강도,발생,15.0,2010-01-01
3113,종로,강도,검거,13.0,2010-01-01
3114,종로,강간,발생,98.0,2010-01-01
3115,종로,강간,검거,79.0,2010-01-01
3116,종로,절도,발생,911.0,2010-01-01
3117,종로,절도,검거,516.0,2010-01-01
3118,종로,폭력,발생,1289.0,2010-01-01
3119,종로,폭력,검거,1120.0,2010-01-01
3120,남대문,살인,발생,3.0,2010-01-01
3121,남대문,살인,검거,3.0,2010-01-01
3122,남대문,강도,발생,10.0,2010-01-01
3123,남대문,강도,검거,8.0,2010-01-01
3124,남대문,강간,발생,56.0,2010-01-01
3125,남대문,강간,검거,42.0,2010-01-01
3126,남대문,절도,발생,751.0,2010-01-01
3127,남대문,절도,검거,407.0,2010-01-01
3128,남대문,폭력,발생,982.0,2010-01-01
3129,남대문,폭력,검거,907.0,2010-01-01
3130,서대문,살인,발생,18.0,2010-01-01
3131,서대문,살인,검거,20.0,2010-01-01
3132,서대문,강도,발생,24.0,2010-01-01
3133,서대문,강도,검거,27.0,2010-01-01
3134,서대문,강간,발생,140.0,2010-01-01
3135,서대문,강간,검거,122.0,2010-01-01
3136,서대문,절도,발생,1739.0,2010-01-01
3137,서대문,절도,검거,992.0,2010-01-01
3138,서대문,폭력,발생,2030.0,2010-01-01
3139,서대문,폭력,검거,1780.0,2010-01-01
3140,혜화,살인,발생,2.0,2010-01-01
3141,혜화,살인,검거,2.0,2010-01-01
3142,혜화,강도,발생,18.0,2010-01-01
3143,혜화,강도,검거,18.0,2010-01-01
3144,혜화,강간,발생,103.0,2010-01-01
3145,혜화,강간,검거,84.0,2010-01-01
3146,혜화,절도,발생,804.0,2010-01-01
3147,혜화,절도,검거,617.0,2010-01-01
3148,혜화,폭력,발생,1488.0,2010-01-01
3149,혜화,폭력,검거,1339.0,2010-01-01
3150,용산,살인,발생,9.0,2010-01-01
3151,용산,살인,검거,8.0,2010-01-01
3152,용산,강도,발생,40.0,2010-01-01
3153,용산,강도,검거,35.0,2010-01-01
3154,용산,강간,발생,131.0,2010-01-01
3155,용산,강간,검거,120.0,2010-01-01
3156,용산,절도,발생,1207.0,2010-01-01
3157,용산,절도,검거,726.0,2010-01-01
3158,용산,폭력,발생,1936.0,2010-01-01
3159,용산,폭력,검거,1685.0,2010-01-01
3160,성북,살인,발생,9.0,2010-01-01
3161,성북,살인,검거,9.0,2010-01-01
3162,성북,강도,발생,18.0,2010-01-01
3163,성북,강도,검거,17.0,2010-01-01
3164,성북,강간,발생,89.0,2010-01-01
3165,성북,강간,검거,57.0,2010-01-01
3166,성북,절도,발생,1159.0,2010-01-01
3167,성북,절도,검거,580.0,2010-01-01
3168,성북,폭력,발생,1265.0,2010-01-01
3169,성북,폭력,검거,1026.0,2010-01-01
3170,동대문,살인,발생,13.0,2010-01-01
3171,동대문,살인,검거,13.0,2010-01-01
3172,동대문,강도,발생,57.0,2010-01-01
3173,동대문,강도,검거,69.0,2010-01-01
3174,동대문,강간,발생,157.0,2010-01-01
3175,동대문,강간,검거,153.0,2010-01-01
3176,동대문,절도,발생,1791.0,2010-01-01
3177,동대문,절도,검거,1161.0,2010-01-01
3178,동대문,폭력,발생,2738.0,2010-01-01
3179,동대문,폭력,검거,2469.0,2010-01-01
3180,마포,살인,발생,1.0,2010-01-01
3181,마포,살인,검거,1.0,2010-01-01
3182,마포,강도,발생,27.0,2010-01-01
3183,마포,강도,검거,17.0,2010-01-01
3184,마포,강간,발생,175.0,2010-01-01
3185,마포,강간,검거,159.0,2010-01-01
3186,마포,절도,발생,1685.0,2010-01-01
3187,마포,절도,검거,824.0,2010-01-01
3188,마포,폭력,발생,2661.0,2010-01-01
3189,마포,폭력,검거,2418.0,2010-01-01
3190,영등포,살인,발생,34.0,2010-01-01
3191,영등포,살인,검거,32.0,2010-01-01
3192,영등포,강도,발생,74.0,2010-01-01
3193,영등포,강도,검거,57.0,2010-01-01
3194,영등포,강간,발생,244.0,2010-01-01
3195,영등포,강간,검거,197.0,2010-01-01
3196,영등포,절도,발생,2648.0,2010-01-01
3197,영등포,절도,검거,1246.0,2010-01-01
3198,영등포,폭력,발생,3922.0,2010-01-01
3199,영등포,폭력,검거,3416.0,2010-01-01
3200,성동,살인,발생,11.0,2010-01-01
3201,성동,살인,검거,10.0,2010-01-01
3202,성동,강도,발생,29.0,2010-01-01
3203,성동,강도,검거,29.0,2010-01-01
3204,성동,강간,발생,99.0,2010-01-01
3205,성동,강간,검거,76.0,2010-01-01
3206,성동,절도,발생,1360.0,2010-01-01
3207,성동,절도,검거,895.0,2010-01-01
3208,성동,폭력,발생,1790.0,2010-01-01
3209,성동,폭력,검거,1550.0,2010-01-01
3210,동작,살인,발생,8.0,2010-01-01
3211,동작,살인,검거,9.0,2010-01-01
3212,동작,강도,발생,36.0,2010-01-01
3213,동작,강도,검거,27.0,2010-01-01
3214,동작,강간,발생,272.0,2010-01-01
3215,동작,강간,검거,101.0,2010-01-01
3216,동작,절도,발생,1680.0,2010-01-01
3217,동작,절도,검거,693.0,2010-01-01
3218,동작,폭력,발생,2073.0,2010-01-01
3219,동작,폭력,검거,1807.0,2010-01-01
3220,광진,살인,발생,11.0,2010-01-01
3221,광진,살인,검거,10.0,2010-01-01
3222,광진,강도,발생,52.0,2010-01-01
3223,광진,강도,검거,44.0,2010-01-01
3224,광진,강간,발생,230.0,2010-01-01
3225,광진,강간,검거,198.0,2010-01-01
3226,광진,절도,발생,2504.0,2010-01-01
3227,광진,절도,검거,1836.0,2010-01-01
3228,광진,폭력,발생,2735.0,2010-01-01
3229,광진,폭력,검거,2382.0,2010-01-01
3230,서부,살인,발생,7.0,2010-01-01
3231,서부,살인,검거,8.0,2010-01-01
3232,서부,강도,발생,12.0,2010-01-01
3233,서부,강도,검거,8.0,2010-01-01
3234,서부,강간,발생,83.0,2010-01-01
3235,서부,강간,검거,79.0,2010-01-01
3236,서부,절도,발생,775.0,2010-01-01
3237,서부,절도,검거,534.0,2010-01-01
3238,서부,폭력,발생,1194.0,2010-01-01
3239,서부,폭력,검거,1065.0,2010-01-01
3240,강북,살인,발생,7.0,2010-01-01
3241,강북,살인,검거,6.0,2010-01-01
3242,강북,강도,발생,37.0,2010-01-01
3243,강북,강도,검거,30.0,2010-01-01
3244,강북,강간,발생,156.0,2010-01-01
3245,강북,강간,검거,144.0,2010-01-01
3246,강북,절도,발생,1381.0,2010-01-01
3247,강북,절도,검거,602.0,2010-01-01
3248,강북,폭력,발생,2583.0,2010-01-01
3249,강북,폭력,검거,2311.0,2010-01-01
3250,금천,살인,발생,8.0,2010-01-01
3251,금천,살인,검거,6.0,2010-01-01
3252,금천,강도,발생,35.0,2010-01-01
3253,금천,강도,검거,53.0,2010-01-01
3254,금천,강간,발생,120.0,2010-01-01
3255,금천,강간,검거,107.0,2010-01-01
3256,금천,절도,발생,1522.0,2010-01-01
3257,금천,절도,검거,925.0,2010-01-01
3258,금천,폭력,발생,1976.0,2010-01-01
3259,금천,폭력,검거,1727.0,2010-01-01
3260,중랑,살인,발생,13.0,2010-01-01
3261,중랑,살인,검거,14.0,2010-01-01
3262,중랑,강도,발생,33.0,2010-01-01
3263,중랑,강도,검거,25.0,2010-01-01
3264,중랑,강간,발생,190.0,2010-01-01
3265,중랑,강간,검거,164.0,2010-01-01
3266,중랑,절도,발생,1745.0,2010-01-01
3267,중랑,절도,검거,924.0,2010-01-01
3268,중랑,폭력,발생,3607.0,2010-01-01
3269,중랑,폭력,검거,3267.0,2010-01-01
3270,강남,살인,발생,12.0,2010-01-01
3271,강남,살인,검거,11.0,2010-01-01
3272,강남,강도,발생,63.0,2010-01-01
3273,강남,강도,검거,44.0,2010-01-01
3274,강남,강간,발생,260.0,2010-01-01
3275,강남,강간,검거,147.0,2010-01-01
3276,강남,절도,발생,2419.0,2010-01-01
3277,강남,절도,검거,770.0,2010-01-01
3278,강남,폭력,발생,3073.0,2010-01-01
3279,강남,폭력,검거,2677.0,2010-01-01
3280,관악,살인,발생,13.0,2010-01-01
3281,관악,살인,검거,13.0,2010-01-01
3282,관악,강도,발생,57.0,2010-01-01
3283,관악,강도,검거,53.0,2010-01-01
3284,관악,강간,발생,403.0,2010-01-01
3285,관악,강간,검거,234.0,2010-01-01
3286,관악,절도,발생,2273.0,2010-01-01
3287,관악,절도,검거,935.0,2010-01-01
3288,관악,폭력,발생,3404.0,2010-01-01
3289,관악,폭력,검거,2971.0,2010-01-01
3290,강서,살인,발생,7.0,2010-01-01
3291,강서,살인,검거,8.0,2010-01-01
3292,강서,강도,발생,58.0,2010-01-01
3293,강서,강도,검거,66.0,2010-01-01
3294,강서,강간,발생,225.0,2010-01-01
3295,강서,강간,검거,192.0,2010-01-01
3296,강서,절도,발생,2710.0,2010-01-01
3297,강서,절도,검거,1394.0,2010-01-01
3298,강서,폭력,발생,3219.0,2010-01-01
3299,강서,폭력,검거,2790.0,2010-01-01
3300,강동,살인,발생,18.0,2010-01-01
3301,강동,살인,검거,16.0,2010-01-01
3302,강동,강도,발생,38.0,2010-01-01
3303,강동,강도,검거,37.0,2010-01-01
3304,강동,강간,발생,169.0,2010-01-01
3305,강동,강간,검거,144.0,2010-01-01
3306,강동,절도,발생,1970.0,2010-01-01
3307,강동,절도,검거,1338.0,2010-01-01
3308,강동,폭력,발생,2835.0,2010-01-01
3309,강동,폭력,검거,2517.0,2010-01-01
3310,종암,살인,발생,6.0,2010-01-01
3311,종암,살인,검거,6.0,2010-01-01
3312,종암,강도,발생,15.0,2010-01-01
3313,종암,강도,검거,11.0,2010-01-01
3314,종암,강간,발생,59.0,2010-01-01
3315,종암,강간,검거,65.0,2010-01-01
3316,종암,절도,발생,854.0,2010-01-01
3317,종암,절도,검거,547.0,2010-01-01
3318,종암,폭력,발생,1081.0,2010-01-01
3319,종암,폭력,검거,974.0,2010-01-01
3320,구로,살인,발생,17.0,2010-01-01
3321,구로,살인,검거,17.0,2010-01-01
3322,구로,강도,발생,40.0,2010-01-01
3323,구로,강도,검거,38.0,2010-01-01
3324,구로,강간,발생,229.0,2010-01-01
3325,구로,강간,검거,148.0,2010-01-01
3326,구로,절도,발생,2259.0,2010-01-01
3327,구로,절도,검거,1206.0,2010-01-01
3328,구로,폭력,발생,2901.0,2010-01-01
3329,구로,폭력,검거,2546.0,2010-01-01
3330,서초,살인,발생,9.0,2010-01-01
3331,서초,살인,검거,7.0,2010-01-01
3332,서초,강도,발생,34.0,2010-01-01
3333,서초,강도,검거,21.0,2010-01-01
3334,서초,강간,발생,268.0,2010-01-01
3335,서초,강간,검거,122.0,2010-01-01
3336,서초,절도,발생,1561.0,2010-01-01
3337,서초,절도,검거,698.0,2010-01-01
3338,서초,폭력,발생,2059.0,2010-01-01
3339,서초,폭력,검거,1811.0,2010-01-01
3340,양천,살인,발생,9.0,2010-01-01
3341,양천,살인,검거,10.0,2010-01-01
3342,양천,강도,발생,34.0,2010-01-01
3343,양천,강도,검거,23.0,2010-01-01
3344,양천,강간,발생,109.0,2010-01-01
3345,양천,강간,검거,107.0,2010-01-01
3346,양천,절도,발생,1583.0,2010-01-01
3347,양천,절도,검거,683.0,2010-01-01
3348,양천,폭력,발생,2164.0,2010-01-01
3349,양천,폭력,검거,1868.0,2010-01-01
3350,송파,살인,발생,9.0,2010-01-01
3351,송파,살인,검거,7.0,2010-01-01
3352,송파,강도,발생,48.0,2010-01-01
3353,송파,강도,검거,32.0,2010-01-01
3354,송파,강간,발생,260.0,2010-01-01
3355,송파,강간,검거,201.0,2010-01-01
3356,송파,절도,발생,3447.0,2010-01-01
3357,송파,절도,검거,1095.0,2010-01-01
3358,송파,폭력,발생,3659.0,2010-01-01
3359,송파,폭력,검거,3018.0,2010-01-01
3360,노원,살인,발생,16.0,2010-01-01
3361,노원,살인,검거,16.0,2010-01-01
3362,노원,강도,발생,37.0,2010-01-01
3363,노원,강도,검거,32.0,2010-01-01
3364,노원,강간,발생,149.0,2010-01-01
3365,노원,강간,검거,132.0,2010-01-01
3366,노원,절도,발생,1531.0,2010-01-01
3367,노원,절도,검거,1082.0,2010-01-01
3368,노원,폭력,발생,2635.0,2010-01-01
3369,노원,폭력,검거,2384.0,2010-01-01
3370,방배,살인,발생,2.0,2010-01-01
3371,방배,살인,검거,1.0,2010-01-01
3372,방배,강도,발생,10.0,2010-01-01
3373,방배,강도,검거,12.0,2010-01-01
3374,방배,강간,발생,80.0,2010-01-01
3375,방배,강간,검거,49.0,2010-01-01
3376,방배,절도,발생,483.0,2010-01-01
3377,방배,절도,검거,363.0,2010-01-01
3378,방배,폭력,발생,658.0,2010-01-01
3379,방배,폭력,검거,582.0,2010-01-01
3380,은평,살인,발생,4.0,2010-01-01
3381,은평,살인,검거,4.0,2010-01-01
3382,은평,강도,발생,24.0,2010-01-01
3383,은평,강도,검거,20.0,2010-01-01
3384,은평,강간,발생,64.0,2010-01-01
3385,은평,강간,검거,56.0,2010-01-01
3386,은평,절도,발생,882.0,2010-01-01
3387,은평,절도,검거,465.0,2010-01-01
3388,은평,폭력,발생,1514.0,2010-01-01
3389,은평,폭력,검거,1396.0,2010-01-01
3390,도봉,살인,발생,5.0,2010-01-01
3391,도봉,살인,검거,6.0,2010-01-01
3392,도봉,강도,발생,17.0,2010-01-01
3393,도봉,강도,검거,18.0,2010-01-01
3394,도봉,강간,발생,87.0,2010-01-01
3395,도봉,강간,검거,80.0,2010-01-01
3396,도봉,절도,발생,1060.0,2010-01-01
3397,도봉,절도,검거,571.0,2010-01-01
3398,도봉,폭력,발생,1638.0,2010-01-01
3399,도봉,폭력,검거,1478.0,2010-01-01
3400,수서,살인,발생,2.0,2010-01-01
3401,수서,살인,검거,2.0,2010-01-01
3402,수서,강도,발생,21.0,2010-01-01
3403,수서,강도,검거,21.0,2010-01-01
3404,수서,강간,발생,117.0,2010-01-01
3405,수서,강간,검거,84.0,2010-01-01
3406,수서,절도,발생,1584.0,2010-01-01
3407,수서,절도,검거,604.0,2010-01-01
3408,수서,폭력,발생,1944.0,2010-01-01
3409,수서,폭력,검거,1646.0,2010-01-01
3410,중부,살인,발생,2.0,2011-01-01
3411,중부,살인,검거,3.0,2011-01-01
3412,중부,강도,발생,14.0,2011-01-01
3413,중부,강도,검거,19.0,2011-01-01
3414,중부,강간,발생,89.0,2011-01-01
3415,중부,강간,검거,60.0,2011-01-01
3416,중부,절도,발생,1266.0,2011-01-01
3417,중부,절도,검거,457.0,2011-01-01
3418,중부,폭력,발생,1622.0,2011-01-01
3419,중부,폭력,검거,1369.0,2011-01-01
3420,종로,살인,발생,6.0,2011-01-01
3421,종로,살인,검거,5.0,2011-01-01
3422,종로,강도,발생,16.0,2011-01-01
3423,종로,강도,검거,12.0,2011-01-01
3424,종로,강간,발생,80.0,2011-01-01
3425,종로,강간,검거,82.0,2011-01-01
3426,종로,절도,발생,1001.0,2011-01-01
3427,종로,절도,검거,534.0,2011-01-01
3428,종로,폭력,발생,1296.0,2011-01-01
3429,종로,폭력,검거,1090.0,2011-01-01
3430,남대문,살인,발생,1.0,2011-01-01
3431,남대문,살인,검거,2.0,2011-01-01
3432,남대문,강도,발생,7.0,2011-01-01
3433,남대문,강도,검거,9.0,2011-01-01
3434,남대문,강간,발생,62.0,2011-01-01
3435,남대문,강간,검거,50.0,2011-01-01
3436,남대문,절도,발생,984.0,2011-01-01
3437,남대문,절도,검거,461.0,2011-01-01
3438,남대문,폭력,발생,1043.0,2011-01-01
3439,남대문,폭력,검거,895.0,2011-01-01
3440,서대문,살인,발생,6.0,2011-01-01
3441,서대문,살인,검거,6.0,2011-01-01
3442,서대문,강도,발생,26.0,2011-01-01
3443,서대문,강도,검거,23.0,2011-01-01
3444,서대문,강간,발생,174.0,2011-01-01
3445,서대문,강간,검거,145.0,2011-01-01
3446,서대문,절도,발생,1879.0,2011-01-01
3447,서대문,절도,검거,702.0,2011-01-01
3448,서대문,폭력,발생,1962.0,2011-01-01
3449,서대문,폭력,검거,1604.0,2011-01-01
3450,혜화,살인,발생,2.0,2011-01-01
3451,혜화,살인,검거,2.0,2011-01-01
3452,혜화,강도,발생,20.0,2011-01-01
3453,혜화,강도,검거,16.0,2011-01-01
3454,혜화,강간,발생,98.0,2011-01-01
3455,혜화,강간,검거,75.0,2011-01-01
3456,혜화,절도,발생,941.0,2011-01-01
3457,혜화,절도,검거,425.0,2011-01-01
3458,혜화,폭력,발생,1464.0,2011-01-01
3459,혜화,폭력,검거,1287.0,2011-01-01
3460,용산,살인,발생,13.0,2011-01-01
3461,용산,살인,검거,13.0,2011-01-01
3462,용산,강도,발생,47.0,2011-01-01
3463,용산,강도,검거,36.0,2011-01-01
3464,용산,강간,발생,172.0,2011-01-01
3465,용산,강간,검거,153.0,2011-01-01
3466,용산,절도,발생,1592.0,2011-01-01
3467,용산,절도,검거,555.0,2011-01-01
3468,용산,폭력,발생,2454.0,2011-01-01
3469,용산,폭력,검거,1967.0,2011-01-01
3470,성북,살인,발생,5.0,2011-01-01
3471,성북,살인,검거,3.0,2011-01-01
3472,성북,강도,발생,10.0,2011-01-01
3473,성북,강도,검거,8.0,2011-01-01
3474,성북,강간,발생,99.0,2011-01-01
3475,성북,강간,검거,59.0,2011-01-01
3476,성북,절도,발생,904.0,2011-01-01
3477,성북,절도,검거,425.0,2011-01-01
3478,성북,폭력,발생,1274.0,2011-01-01
3479,성북,폭력,검거,1066.0,2011-01-01
3480,동대문,살인,발생,14.0,2011-01-01
3481,동대문,살인,검거,11.0,2011-01-01
3482,동대문,강도,발생,72.0,2011-01-01
3483,동대문,강도,검거,69.0,2011-01-01
3484,동대문,강간,발생,222.0,2011-01-01
3485,동대문,강간,검거,196.0,2011-01-01
3486,동대문,절도,발생,2046.0,2011-01-01
3487,동대문,절도,검거,931.0,2011-01-01
3488,동대문,폭력,발생,2727.0,2011-01-01
3489,동대문,폭력,검거,2313.0,2011-01-01
3490,마포,살인,발생,3.0,2011-01-01
3491,마포,살인,검거,3.0,2011-01-01
3492,마포,강도,발생,22.0,2011-01-01
3493,마포,강도,검거,22.0,2011-01-01
3494,마포,강간,발생,172.0,2011-01-01
3495,마포,강간,검거,143.0,2011-01-01
3496,마포,절도,발생,2105.0,2011-01-01
3497,마포,절도,검거,647.0,2011-01-01
3498,마포,폭력,발생,2740.0,2011-01-01
3499,마포,폭력,검거,2275.0,2011-01-01
3500,영등포,살인,발생,18.0,2011-01-01
3501,영등포,살인,검거,19.0,2011-01-01
3502,영등포,강도,발생,53.0,2011-01-01
3503,영등포,강도,검거,40.0,2011-01-01
3504,영등포,강간,발생,221.0,2011-01-01
3505,영등포,강간,검거,163.0,2011-01-01
3506,영등포,절도,발생,2688.0,2011-01-01
3507,영등포,절도,검거,879.0,2011-01-01
3508,영등포,폭력,발생,4143.0,2011-01-01
3509,영등포,폭력,검거,3338.0,2011-01-01
3510,성동,살인,발생,7.0,2011-01-01
3511,성동,살인,검거,6.0,2011-01-01
3512,성동,강도,발생,24.0,2011-01-01
3513,성동,강도,검거,17.0,2011-01-01
3514,성동,강간,발생,98.0,2011-01-01
3515,성동,강간,검거,74.0,2011-01-01
3516,성동,절도,발생,1376.0,2011-01-01
3517,성동,절도,검거,467.0,2011-01-01
3518,성동,폭력,발생,1729.0,2011-01-01
3519,성동,폭력,검거,1456.0,2011-01-01
3520,동작,살인,발생,5.0,2011-01-01
3521,동작,살인,검거,6.0,2011-01-01
3522,동작,강도,발생,22.0,2011-01-01
3523,동작,강도,검거,12.0,2011-01-01
3524,동작,강간,발생,249.0,2011-01-01
3525,동작,강간,검거,84.0,2011-01-01
3526,동작,절도,발생,1722.0,2011-01-01
3527,동작,절도,검거,527.0,2011-01-01
3528,동작,폭력,발생,1932.0,2011-01-01
3529,동작,폭력,검거,1594.0,2011-01-01
3530,광진,살인,발생,11.0,2011-01-01
3531,광진,살인,검거,11.0,2011-01-01
3532,광진,강도,발생,48.0,2011-01-01
3533,광진,강도,검거,38.0,2011-01-01
3534,광진,강간,발생,260.0,2011-01-01
