,구분,죄종,발생검거,건수,date
0,중부,살인,발생,1.0,2000-01-01
1,중부,살인,검거,1.0,2000-01-01
2,중부,강도,발생,17.0,2000-01-01
3,중부,강도,검거,15.0,2000-01-01
4,중부,강간,발생,14.0,2000-01-01
5,중부,강간,검거,14.0,2000-01-01
6,중부,절도,발생,601.0,2000-01-01
7,중부,절도,검거,569.0,2000-01-01
8,중부,폭력,발생,1783.0,2000-01-01
9,중부,폭력,검거,1762.0,2000-01-01
10,종로,살인,발생,4.0,2000-01-01
11,종로,살인,검거,4.0,2000-01-01
12,종로,강도,발생,24.0,2000-01-01
13,종로,강도,검거,36.0,2000-01-01
14,종로,강간,발생,18.0,2000-01-01
15,종로,강간,검거,18.0,2000-01-01
16,종로,절도,발생,644.0,2000-01-01
17,종로,절도,검거,385.0,2000-01-01
18,종로,폭력,발생,1886.0,2000-01-01
19,종로,폭력,검거,1830.0,2000-01-01
20,남대문,살인,발생,3.0,2000-01-01
21,남대문,살인,검거,3.0,2000-01-01
22,남대문,강도,발생,13.0,2000-01-01
23,남대문,강도,검거,7.0,2000-01-01
24,남대문,강간,발생,26.0,2000-01-01
25,남대문,강간,검거,23.0,2000-01-01
26,남대문,절도,발생,451.0,2000-01-01
27,남대문,절도,검거,273.0,2000-01-01
28,남대문,폭력,발생,1139.0,2000-01-01
29,남대문,폭력,검거,1132.0,2000-01-01
30,서대문,살인,발생,3.0,2000-01-01
31,서대문,살인,검거,2.0,2000-01-01
32,서대문,강도,발생,33.0,2000-01-01
33,서대문,강도,검거,28.0,2000-01-01
34,서대문,강간,발생,54.0,2000-01-01
35,서대문,강간,검거,44.0,2000-01-01
36,서대문,절도,발생,747.0,2000-01-01
37,서대문,절도,검거,312.0,2000-01-01
38,서대문,폭력,발생,2391.0,2000-01-01
39,서대문,폭력,검거,2300.0,2000-01-01
40,혜화,살인,발생,3.0,2000-01-01
41,혜화,살인,검거,3.0,2000-01-01
42,혜화,강도,발생,30.0,2000-01-01
43,혜화,강도,검거,24.0,2000-01-01
44,혜화,강간,발생,40.0,2000-01-01
45,혜화,강간,검거,41.0,2000-01-01
46,혜화,절도,발생,1239.0,2000-01-01
47,혜화,절도,검거,429.0,2000-01-01
48,혜화,폭력,발생,2631.0,2000-01-01
49,혜화,폭력,검거,2444.0,2000-01-01
50,용산,살인,발생,5.0,2000-01-01
51,용산,살인,검거,4.0,2000-01-01
52,용산,강도,발생,52.0,2000-01-01
53,용산,강도,검거,36.0,2000-01-01
54,용산,강간,발생,41.0,2000-01-01
55,용산,강간,검거,39.0,2000-01-01
56,용산,절도,발생,1090.0,2000-01-01
57,용산,절도,검거,388.0,2000-01-01
58,용산,폭력,발생,2667.0,2000-01-01
59,용산,폭력,검거,2462.0,2000-01-01
60,성북,살인,발생,3.0,2000-01-01
61,성북,살인,검거,3.0,2000-01-01
62,성북,강도,발생,27.0,2000-01-01
63,성북,강도,검거,24.0,2000-01-01
64,성북,강간,발생,38.0,2000-01-01
65,성북,강간,검거,32.0,2000-01-01
66,성북,절도,발생,629.0,2000-01-01
67,성북,절도,검거,265.0,2000-01-01
68,성북,폭력,발생,1877.0,2000-01-01
69,성북,폭력,검거,1800.0,2000-01-01
70,동대문,살인,발생,5.0,2000-01-01
71,동대문,살인,검거,6.0,2000-01-01
72,동대문,강도,발생,69.0,2000-01-01
73,동대문,강도,검거,59.0,2000-01-01
74,동대문,강간,발생,72.0,2000-01-01
75,동대문,강간,검거,65.0,2000-01-01
76,동대문,절도,발생,849.0,2000-01-01
77,동대문,절도,검거,529.0,2000-01-01
78,동대문,폭력,발생,4284.0,2000-01-01
79,동대문,폭력,검거,4206.0,2000-01-01
80,마포,살인,발생,3.0,2000-01-01
81,마포,살인,검거,5.0,2000-01-01
82,마포,강도,발생,59.0,2000-01-01
83,마포,강도,검거,35.0,2000-01-01
84,마포,강간,발생,71.0,2000-01-01
85,마포,강간,검거,57.0,2000-01-01
86,마포,절도,발생,1295.0,2000-01-01
87,마포,절도,검거,416.0,2000-01-01
88,마포,폭력,발생,3931.0,2000-01-01
89,마포,폭력,검거,3678.0,2000-01-01
90,영등포,살인,발생,6.0,2000-01-01
91,영등포,살인,검거,7.0,2000-01-01
92,영등포,강도,발생,47.0,2000-01-01
93,영등포,강도,검거,34.0,2000-01-01
94,영등포,강간,발생,50.0,2000-01-01
95,영등포,강간,검거,44.0,2000-01-01
96,영등포,절도,발생,1101.0,2000-01-01
97,영등포,절도,검거,348.0,2000-01-01
98,영등포,폭력,발생,3225.0,2000-01-01
99,영등포,폭력,검거,2965.0,2000-01-01
100,성동,살인,발생,10.0,2000-01-01
101,성동,살인,검거,10.0,2000-01-01
102,성동,강도,발생,27.0,2000-01-01
103,성동,강도,검거,21.0,2000-01-01
104,성동,강간,발생,39.0,2000-01-01
105,성동,강간,검거,36.0,2000-01-01
106,성동,절도,발생,1775.0,2000-01-01
107,성동,절도,검거,463.0,2000-01-01
108,성동,폭력,발생,3198.0,2000-01-01
109,성동,폭력,검거,2871.0,2000-01-01
110,동작,살인,발생,13.0,2000-01-01
111,동작,살인,검거,13.0,2000-01-01
112,동작,강도,발생,53.0,2000-01-01
113,동작,강도,검거,28.0,2000-01-01
114,동작,강간,발생,67.0,2000-01-01
115,동작,강간,검거,60.0,2000-01-01
116,동작,절도,발생,1448.0,2000-01-01
117,동작,절도,검거,474.0,2000-01-01
118,동작,폭력,발생,3367.0,2000-01-01
119,동작,폭력,검거,3086.0,2000-01-01
120,광진,살인,발생,2.0,2000-01-01
121,광진,살인,검거,5.0,2000-01-01
122,광진,강도,발생,58.0,2000-01-01
123,광진,강도,검거,54.0,2000-01-01
124,광진,강간,발생,69.0,2000-01-01
125,광진,강간,검거,72.0,2000-01-01
126,광진,절도,발생,1738.0,2000-01-01
127,광진,절도,검거,697.0,2000-01-01
128,광진,폭력,발생,4575.0,2000-01-01
129,광진,폭력,검거,4379.0,2000-01-01
130,서부,살인,발생,6.0,2000-01-01
131,서부,살인,검거,6.0,2000-01-01
132,서부,강도,발생,21.0,2000-01-01
133,서부,강도,검거,13.0,2000-01-01
134,서부,강간,발생,33.0,2000-01-01
135,서부,강간,검거,27.0,2000-01-01
136,서부,절도,발생,822.0,2000-01-01
137,서부,절도,검거,324.0,2000-01-01
138,서부,폭력,발생,3032.0,2000-01-01
139,서부,폭력,검거,2715.0,2000-01-01
140,강북,살인,발생,9.0,2000-01-01
141,강북,살인,검거,8.0,2000-01-01
142,강북,강도,발생,47.0,2000-01-01
143,강북,강도,검거,48.0,2000-01-01
144,강북,강간,발생,47.0,2000-01-01
145,강북,강간,검거,48.0,2000-01-01
146,강북,절도,발생,859.0,2000-01-01
147,강북,절도,검거,458.0,2000-01-01
148,강북,폭력,발생,3624.0,2000-01-01
149,강북,폭력,검거,3446.0,2000-01-01
150,금천,살인,발생,10.0,2000-01-01
151,금천,살인,검거,9.0,2000-01-01
152,금천,강도,발생,73.0,2000-01-01
153,금천,강도,검거,58.0,2000-01-01
154,금천,강간,발생,66.0,2000-01-01
155,금천,강간,검거,63.0,2000-01-01
156,금천,절도,발생,1799.0,2000-01-01
157,금천,절도,검거,586.0,2000-01-01
158,금천,폭력,발생,4808.0,2000-01-01
159,금천,폭력,검거,4376.0,2000-01-01
160,중랑,살인,발생,13.0,2000-01-01
161,중랑,살인,검거,12.0,2000-01-01
162,중랑,강도,발생,82.0,2000-01-01
163,중랑,강도,검거,43.0,2000-01-01
164,중랑,강간,발생,74.0,2000-01-01
165,중랑,강간,검거,69.0,2000-01-01
166,중랑,절도,발생,1042.0,2000-01-01
167,중랑,절도,검거,555.0,2000-01-01
168,중랑,폭력,발생,3887.0,2000-01-01
169,중랑,폭력,검거,3744.0,2000-01-01
170,강남,살인,발생,3.0,2000-01-01
171,강남,살인,검거,4.0,2000-01-01
172,강남,강도,발생,146.0,2000-01-01
173,강남,강도,검거,72.0,2000-01-01
174,강남,강간,발생,78.0,2000-01-01
175,강남,강간,검거,70.0,2000-01-01
176,강남,절도,발생,2653.0,2000-01-01
177,강남,절도,검거,523.0,2000-01-01
178,강남,폭력,발생,4892.0,2000-01-01
179,강남,폭력,검거,4345.0,2000-01-01
180,관악,살인,발생,8.0,2000-01-01
181,관악,살인,검거,7.0,2000-01-01
182,관악,강도,발생,56.0,2000-01-01
183,관악,강도,검거,36.0,2000-01-01
184,관악,강간,발생,59.0,2000-01-01
185,관악,강간,검거,44.0,2000-01-01
186,관악,절도,발생,1764.0,2000-01-01
187,관악,절도,검거,349.0,2000-01-01
188,관악,폭력,발생,2921.0,2000-01-01
189,관악,폭력,검거,2658.0,2000-01-01
190,강서,살인,발생,6.0,2000-01-01
191,강서,살인,검거,7.0,2000-01-01
192,강서,강도,발생,75.0,2000-01-01
193,강서,강도,검거,55.0,2000-01-01
194,강서,강간,발생,75.0,2000-01-01
195,강서,강간,검거,64.0,2000-01-01
196,강서,절도,발생,1559.0,2000-01-01
197,강서,절도,검거,509.0,2000-01-01
198,강서,폭력,발생,4361.0,2000-01-01
199,강서,폭력,검거,3988.0,2000-01-01
200,강동,살인,발생,12.0,2000-01-01
201,강동,살인,검거,11.0,2000-01-01
202,강동,강도,발생,49.0,2000-01-01
203,강동,강도,검거,40.0,2000-01-01
204,강동,강간,발생,62.0,2000-01-01
205,강동,강간,검거,58.0,2000-01-01
206,강동,절도,발생,1838.0,2000-01-01
207,강동,절도,검거,671.0,2000-01-01
208,강동,폭력,발생,4716.0,2000-01-01
209,강동,폭력,검거,4333.0,2000-01-01
210,종암,살인,발생,8.0,2000-01-01
211,종암,살인,검거,8.0,2000-01-01
212,종암,강도,발생,28.0,2000-01-01
213,종암,강도,검거,26.0,2000-01-01
214,종암,강간,발생,39.0,2000-01-01
215,종암,강간,검거,39.0,2000-01-01
216,종암,절도,발생,825.0,2000-01-01
217,종암,절도,검거,372.0,2000-01-01
218,종암,폭력,발생,2959.0,2000-01-01
219,종암,폭력,검거,2787.0,2000-01-01
220,구로,살인,발생,10.0,2000-01-01
221,구로,살인,검거,10.0,2000-01-01
222,구로,강도,발생,35.0,2000-01-01
223,구로,강도,검거,37.0,2000-01-01
224,구로,강간,발생,55.0,2000-01-01
225,구로,강간,검거,53.0,2000-01-01
226,구로,절도,발생,982.0,2000-01-01
227,구로,절도,검거,345.0,2000-01-01
228,구로,폭력,발생,3275.0,2000-01-01
229,구로,폭력,검거,3056.0,2000-01-01
230,서초,살인,발생,2.0,2000-01-01
231,서초,살인,검거,2.0,2000-01-01
232,서초,강도,발생,66.0,2000-01-01
233,서초,강도,검거,42.0,2000-01-01
234,서초,강간,발생,67.0,2000-01-01
235,서초,강간,검거,61.0,2000-01-01
236,서초,절도,발생,1079.0,2000-01-01
237,서초,절도,검거,431.0,2000-01-01
238,서초,폭력,발생,2618.0,2000-01-01
239,서초,폭력,검거,2538.0,2000-01-01
240,양천,살인,발생,5.0,2000-01-01
241,양천,살인,검거,6.0,2000-01-01
242,양천,강도,발생,50.0,2000-01-01
243,양천,강도,검거,28.0,2000-01-01
244,양천,강간,발생,49.0,2000-01-01
245,양천,강간,검거,44.0,2000-01-01
246,양천,절도,발생,1383.0,2000-01-01
247,양천,절도,검거,419.0,2000-01-01
248,양천,폭력,발생,2871.0,2000-01-01
249,양천,폭력,검거,2611.0,2000-01-01
250,송파,살인,발생,2.0,2000-01-01
251,송파,살인,검거,2.0,2000-01-01
252,송파,강도,발생,32.0,2000-01-01
253,송파,강도,검거,24.0,2000-01-01
254,송파,강간,발생,62.0,2000-01-01
255,송파,강간,검거,46.0,2000-01-01
256,송파,절도,발생,1672.0,2000-01-01
257,송파,절도,검거,404.0,2000-01-01
258,송파,폭력,발생,3800.0,2000-01-01
259,송파,폭력,검거,3224.0,2000-01-01
260,노원,살인,발생,3.0,2000-01-01
261,노원,살인,검거,3.0,2000-01-01
262,노원,강도,발생,19.0,2000-01-01
263,노원,강도,검거,18.0,2000-01-01
264,노원,강간,발생,40.0,2000-01-01
265,노원,강간,검거,32.0,2000-01-01
266,노원,절도,발생,741.0,2000-01-01
267,노원,절도,검거,334.0,2000-01-01
268,노원,폭력,발생,2321.0,2000-01-01
269,노원,폭력,검거,2231.0,2000-01-01
270,방배,살인,발생,1.0,2000-01-01
271,방배,살인,검거,1.0,2000-01-01
272,방배,강도,발생,23.0,2000-01-01
273,방배,강도,검거,19.0,2000-01-01
274,방배,강간,발생,44.0,2000-01-01
275,방배,강간,검거,31.0,2000-01-01
276,방배,절도,발생,746.0,2000-01-01
277,방배,절도,검거,226.0,2000-01-01
278,방배,폭력,발생,1540.0,2000-01-01
279,방배,폭력,검거,1425.0,2000-01-01
280,은평,살인,발생,2.0,2000-01-01
281,은평,살인,검거,1.0,2000-01-01
282,은평,강도,발생,20.0,2000-01-01
283,은평,강도,검거,27.0,2000-01-01
284,은평,강간,발생,28.0,2000-01-01
285,은평,강간,검거,24.0,2000-01-01
286,은평,절도,발생,658.0,2000-01-01
287,은평,절도,검거,212.0,2000-01-01
288,은평,폭력,발생,2223.0,2000-01-01
289,은평,폭력,검거,2092.0,2000-01-01
290,도봉,살인,발생,3.0,2000-01-01
291,도봉,살인,검거,2.0,2000-01-01
292,도봉,강도,발생,17.0,2000-01-01
293,도봉,강도,검거,11.0,2000-01-01
294,도봉,강간,발생,46.0,2000-01-01
295,도봉,강간,검거,37.0,2000-01-01
296,도봉,절도,발생,813.0,2000-01-01
297,도봉,절도,검거,326.0,2000-01-01
298,도봉,폭력,발생,2778.0,2000-01-01
299,도봉,폭력,검거,2642.0,2000-01-01
300,수서,살인,발생,3.0,2000-01-01
301,수서,살인,검거,3.0,2000-01-01
302,수서,강도,발생,52.0,2000-01-01
303,수서,강도,검거,35.0,2000-01-01
304,수서,강간,발생,31.0,2000-01-01
305,수서,강간,검거,29.0,2000-01-01
306,수서,절도,발생,1183.0,2000-01-01
307,수서,절도,검거,352.0,2000-01-01
308,수서,폭력,발생,3351.0,2000-01-01
309,수서,폭력,검거,2983.0,2000-01-01
310,중부,살인,발생,0.0,2001-01-01
311,중부,살인,검거,0.0,2001-01-01
312,중부,강도,발생,17.0,2001-01-01
313,중부,강도,검거,6.0,2001-01-01
314,중부,강간,발생,80.0,2001-01-01
315,중부,강간,검거,22.0,2001-01-01
316,중부,절도,발생,1156.0,2001-01-01
317,중부,절도,검거,388.0,2001-01-01
318,중부,폭력,발생,1647.0,2001-01-01
319,중부,폭력,검거,1471.0,2001-01-01
320,종로,살인,발생,3.0,2001-01-01
321,종로,살인,검거,3.0,2001-01-01
322,종로,강도,발생,14.0,2001-01-01
323,종로,강도,검거,41.0,2001-01-01
324,종로,강간,발생,37.0,2001-01-01
325,종로,강간,검거,35.0,2001-01-01
326,종로,절도,발생,779.0,2001-01-01
327,종로,절도,검거,540.0,2001-01-01
328,종로,폭력,발생,2096.0,2001-01-01
329,종로,폭력,검거,1903.0,2001-01-01
330,남대문,살인,발생,6.0,2001-01-01
331,남대문,살인,검거,6.0,2001-01-01
332,남대문,강도,발생,14.0,2001-01-01
333,남대문,강도,검거,15.0,2001-01-01
334,남대문,강간,발생,16.0,2001-01-01
335,남대문,강간,검거,18.0,2001-01-01
336,남대문,절도,발생,910.0,2001-01-01
337,남대문,절도,검거,414.0,2001-01-01
338,남대문,폭력,발생,1364.0,2001-01-01
339,남대문,폭력,검거,1306.0,2001-01-01
340,서대문,살인,발생,2.0,2001-01-01
341,서대문,살인,검거,3.0,2001-01-01
342,서대문,강도,발생,51.0,2001-01-01
343,서대문,강도,검거,48.0,2001-01-01
344,서대문,강간,발생,69.0,2001-01-01
345,서대문,강간,검거,47.0,2001-01-01
346,서대문,절도,발생,1065.0,2001-01-01
347,서대문,절도,검거,638.0,2001-01-01
348,서대문,폭력,발생,2611.0,2001-01-01
349,서대문,폭력,검거,2359.0,2001-01-01
350,혜화,살인,발생,4.0,2001-01-01
351,혜화,살인,검거,4.0,2001-01-01
352,혜화,강도,발생,33.0,2001-01-01
353,혜화,강도,검거,26.0,2001-01-01
354,혜화,강간,발생,113.0,2001-01-01
355,혜화,강간,검거,51.0,2001-01-01
356,혜화,절도,발생,1521.0,2001-01-01
357,혜화,절도,검거,774.0,2001-01-01
358,혜화,폭력,발생,2529.0,2001-01-01
359,혜화,폭력,검거,2312.0,2001-01-01
360,용산,살인,발생,3.0,2001-01-01
361,용산,살인,검거,3.0,2001-01-01
362,용산,강도,발생,71.0,2001-01-01
363,용산,강도,검거,45.0,2001-01-01
364,용산,강간,발생,38.0,2001-01-01
365,용산,강간,검거,31.0,2001-01-01
366,용산,절도,발생,1845.0,2001-01-01
367,용산,절도,검거,1604.0,2001-01-01
368,용산,폭력,발생,2519.0,2001-01-01
369,용산,폭력,검거,2214.0,2001-01-01
370,성북,살인,발생,2.0,2001-01-01
371,성북,살인,검거,1.0,2001-01-01
372,성북,강도,발생,22.0,2001-01-01
373,성북,강도,검거,22.0,2001-01-01
374,성북,강간,발생,50.0,2001-01-01
375,성북,강간,검거,35.0,2001-01-01
376,성북,절도,발생,771.0,2001-01-01
377,성북,절도,검거,698.0,2001-01-01
378,성북,폭력,발생,1759.0,2001-01-01
379,성북,폭력,검거,1619.0,2001-01-01
380,동대문,살인,발생,11.0,2001-01-01
381,동대문,살인,검거,10.0,2001-01-01
382,동대문,강도,발생,48.0,2001-01-01
383,동대문,강도,검거,33.0,2001-01-01
384,동대문,강간,발생,76.0,2001-01-01
385,동대문,강간,검거,81.0,2001-01-01
386,동대문,절도,발생,1543.0,2001-01-01
387,동대문,절도,검거,790.0,2001-01-01
388,동대문,폭력,발생,4390.0,2001-01-01
389,동대문,폭력,검거,4169.0,2001-01-01
390,마포,살인,발생,3.0,2001-01-01
391,마포,살인,검거,3.0,2001-01-01
392,마포,강도,발생,89.0,2001-01-01
393,마포,강도,검거,34.0,2001-01-01
394,마포,강간,발생,73.0,2001-01-01
395,마포,강간,검거,53.0,2001-01-01
396,마포,절도,발생,3053.0,2001-01-01
397,마포,절도,검거,1902.0,2001-01-01
398,마포,폭력,발생,3912.0,2001-01-01
399,마포,폭력,검거,3532.0,2001-01-01
400,영등포,살인,발생,7.0,2001-01-01
401,영등포,살인,검거,9.0,2001-01-01
402,영등포,강도,발생,54.0,2001-01-01
403,영등포,강도,검거,36.0,2001-01-01
404,영등포,강간,발생,76.0,2001-01-01
405,영등포,강간,검거,61.0,2001-01-01
406,영등포,절도,발생,1675.0,2001-01-01
407,영등포,절도,검거,552.0,2001-01-01
408,영등포,폭력,발생,3470.0,2001-01-01
409,영등포,폭력,검거,3021.0,2001-01-01
410,성동,살인,발생,2.0,2001-01-01
411,성동,살인,검거,3.0,2001-01-01
412,성동,강도,발생,44.0,2001-01-01
413,성동,강도,검거,58.0,2001-01-01
414,성동,강간,발생,60.0,2001-01-01
415,성동,강간,검거,44.0,2001-01-01
416,성동,절도,발생,1441.0,2001-01-01
417,성동,절도,검거,616.0,2001-01-01
418,성동,폭력,발생,3203.0,2001-01-01
419,성동,폭력,검거,2892.0,2001-01-01
420,동작,살인,발생,5.0,2001-01-01
421,동작,살인,검거,6.0,2001-01-01
422,동작,강도,발생,79.0,2001-01-01
423,동작,강도,검거,44.0,2001-01-01
424,동작,강간,발생,76.0,2001-01-01
425,동작,강간,검거,64.0,2001-01-01
426,동작,절도,발생,1484.0,2001-01-01
427,동작,절도,검거,860.0,2001-01-01
428,동작,폭력,발생,3120.0,2001-01-01
429,동작,폭력,검거,2803.0,2001-01-01
430,광진,살인,발생,14.0,2001-01-01
431,광진,살인,검거,18.0,2001-01-01
432,광진,강도,발생,125.0,2001-01-01
433,광진,강도,검거,93.0,2001-01-01
434,광진,강간,발생,104.0,2001-01-01
435,광진,강간,검거,84.0,2001-01-01
436,광진,절도,발생,2389.0,2001-01-01
437,광진,절도,검거,1088.0,2001-01-01
438,광진,폭력,발생,4710.0,2001-01-01
439,광진,폭력,검거,4110.0,2001-01-01
440,서부,살인,발생,8.0,2001-01-01
441,서부,살인,검거,8.0,2001-01-01
442,서부,강도,발생,33.0,2001-01-01
443,서부,강도,검거,16.0,2001-01-01
444,서부,강간,발생,40.0,2001-01-01
445,서부,강간,검거,37.0,2001-01-01
446,서부,절도,발생,1491.0,2001-01-01
447,서부,절도,검거,643.0,2001-01-01
448,서부,폭력,발생,2905.0,2001-01-01
449,서부,폭력,검거,2767.0,2001-01-01
450,강북,살인,발생,6.0,2001-01-01
451,강북,살인,검거,4.0,2001-01-01
452,강북,강도,발생,62.0,2001-01-01
453,강북,강도,검거,69.0,2001-01-01
454,강북,강간,발생,53.0,2001-01-01
455,강북,강간,검거,46.0,2001-01-01
456,강북,절도,발생,1494.0,2001-01-01
457,강북,절도,검거,1032.0,2001-01-01
458,강북,폭력,발생,3625.0,2001-01-01
459,강북,폭력,검거,3357.0,2001-01-01
460,금천,살인,발생,13.0,2001-01-01
461,금천,살인,검거,16.0,2001-01-01
462,금천,강도,발생,93.0,2001-01-01
463,금천,강도,검거,69.0,2001-01-01
464,금천,강간,발생,80.0,2001-01-01
465,금천,강간,검거,70.0,2001-01-01
466,금천,절도,발생,2315.0,2001-01-01
467,금천,절도,검거,941.0,2001-01-01
468,금천,폭력,발생,4914.0,2001-01-01
469,금천,폭력,검거,4273.0,2001-01-01
470,중랑,살인,발생,16.0,2001-01-01
471,중랑,살인,검거,17.0,2001-01-01
472,중랑,강도,발생,86.0,2001-01-01
473,중랑,강도,검거,68.0,2001-01-01
474,중랑,강간,발생,85.0,2001-01-01
475,중랑,강간,검거,70.0,2001-01-01
476,중랑,절도,발생,1839.0,2001-01-01
477,중랑,절도,검거,846.0,2001-01-01
478,중랑,폭력,발생,4093.0,2001-01-01
479,중랑,폭력,검거,3594.0,2001-01-01
480,강남,살인,발생,13.0,2001-01-01
481,강남,살인,검거,18.0,2001-01-01
482,강남,강도,발생,153.0,2001-01-01
483,강남,강도,검거,116.0,2001-01-01
484,강남,강간,발생,109.0,2001-01-01
485,강남,강간,검거,65.0,2001-01-01
486,강남,절도,발생,3655.0,2001-01-01
487,강남,절도,검거,1109.0,2001-01-01
488,강남,폭력,발생,4775.0,2001-01-01
489,강남,폭력,검거,4082.0,2001-01-01
490,관악,살인,발생,3.0,2001-01-01
491,관악,살인,검거,2.0,2001-01-01
492,관악,강도,발생,63.0,2001-01-01
493,관악,강도,검거,37.0,2001-01-01
494,관악,강간,발생,133.0,2001-01-01
495,관악,강간,검거,61.0,2001-01-01
496,관악,절도,발생,2236.0,2001-01-01
497,관악,절도,검거,777.0,2001-01-01
498,관악,폭력,발생,3200.0,2001-01-01
499,관악,폭력,검거,2897.0,2001-01-01
500,강서,살인,발생,16.0,2001-01-01
501,강서,살인,검거,18.0,2001-01-01
502,강서,강도,발생,78.0,2001-01-01
503,강서,강도,검거,48.0,2001-01-01
504,강서,강간,발생,62.0,2001-01-01
505,강서,강간,검거,54.0,2001-01-01
506,강서,절도,발생,2088.0,2001-01-01
507,강서,절도,검거,800.0,2001-01-01
508,강서,폭력,발생,4733.0,2001-01-01
509,강서,폭력,검거,4185.0,2001-01-01
510,강동,살인,발생,9.0,2001-01-01
511,강동,살인,검거,11.0,2001-01-01
512,강동,강도,발생,62.0,2001-01-01
513,강동,강도,검거,80.0,2001-01-01
514,강동,강간,발생,59.0,2001-01-01
515,강동,강간,검거,59.0,2001-01-01
516,강동,절도,발생,1713.0,2001-01-01
517,강동,절도,검거,858.0,2001-01-01
518,강동,폭력,발생,4215.0,2001-01-01
519,강동,폭력,검거,3897.0,2001-01-01
520,종암,살인,발생,10.0,2001-01-01
521,종암,살인,검거,12.0,2001-01-01
522,종암,강도,발생,41.0,2001-01-01
523,종암,강도,검거,50.0,2001-01-01
524,종암,강간,발생,55.0,2001-01-01
525,종암,강간,검거,36.0,2001-01-01
526,종암,절도,발생,941.0,2001-01-01
527,종암,절도,검거,577.0,2001-01-01
528,종암,폭력,발생,2774.0,2001-01-01
529,종암,폭력,검거,2580.0,2001-01-01
530,구로,살인,발생,4.0,2001-01-01
531,구로,살인,검거,5.0,2001-01-01
532,구로,강도,발생,79.0,2001-01-01
533,구로,강도,검거,36.0,2001-01-01
534,구로,강간,발생,67.0,2001-01-01
535,구로,강간,검거,45.0,2001-01-01
536,구로,절도,발생,2466.0,2001-01-01
537,구로,절도,검거,1010.0,2001-01-01
538,구로,폭력,발생,3457.0,2001-01-01
539,구로,폭력,검거,2891.0,2001-01-01
540,서초,살인,발생,3.0,2001-01-01
541,서초,살인,검거,6.0,2001-01-01
542,서초,강도,발생,145.0,2001-01-01
543,서초,강도,검거,62.0,2001-01-01
544,서초,강간,발생,171.0,2001-01-01
545,서초,강간,검거,44.0,2001-01-01
546,서초,절도,발생,2163.0,2001-01-01
547,서초,절도,검거,899.0,2001-01-01
548,서초,폭력,발생,3237.0,2001-01-01
549,서초,폭력,검거,2978.0,2001-01-01
550,양천,살인,발생,8.0,2001-01-01
551,양천,살인,검거,8.0,2001-01-01
552,양천,강도,발생,72.0,2001-01-01
553,양천,강도,검거,51.0,2001-01-01
554,양천,강간,발생,55.0,2001-01-01
555,양천,강간,검거,49.0,2001-01-01
556,양천,절도,발생,1963.0,2001-01-01
557,양천,절도,검거,1352.0,2001-01-01
558,양천,폭력,발생,3345.0,2001-01-01
559,양천,폭력,검거,2918.0,2001-01-01
560,송파,살인,발생,5.0,2001-01-01
561,송파,살인,검거,5.0,2001-01-01
562,송파,강도,발생,42.0,2001-01-01
563,송파,강도,검거,47.0,2001-01-01
564,송파,강간,발생,50.0,2001-01-01
565,송파,강간,검거,41.0,2001-01-01
566,송파,절도,발생,1780.0,2001-01-01
567,송파,절도,검거,1008.0,2001-01-01
568,송파,폭력,발생,3368.0,2001-01-01
569,송파,폭력,검거,2876.0,2001-01-01
570,노원,살인,발생,8.0,2001-01-01
571,노원,살인,검거,9.0,2001-01-01
572,노원,강도,발생,25.0,2001-01-01
573,노원,강도,검거,30.0,2001-01-01
574,노원,강간,발생,38.0,2001-01-01
575,노원,강간,검거,36.0,2001-01-01
576,노원,절도,발생,954.0,2001-01-01
577,노원,절도,검거,573.0,2001-01-01
578,노원,폭력,발생,2527.0,2001-01-01
579,노원,폭력,검거,2345.0,2001-01-01
580,방배,살인,발생,6.0,2001-01-01
581,방배,살인,검거,6.0,2001-01-01
582,방배,강도,발생,51.0,2001-01-01
583,방배,강도,검거,40.0,2001-01-01
584,방배,강간,발생,146.0,2001-01-01
585,방배,강간,검거,32.0,2001-01-01
586,방배,절도,발생,1534.0,2001-01-01
587,방배,절도,검거,881.0,2001-01-01
588,방배,폭력,발생,1900.0,2001-01-01
589,방배,폭력,검거,1659.0,2001-01-01
590,은평,살인,발생,6.0,2001-01-01
591,은평,살인,검거,7.0,2001-01-01
592,은평,강도,발생,30.0,2001-01-01
593,은평,강도,검거,18.0,2001-01-01
594,은평,강간,발생,30.0,2001-01-01
595,은평,강간,검거,31.0,2001-01-01
596,은평,절도,발생,1005.0,2001-01-01
597,은평,절도,검거,569.0,2001-01-01
598,은평,폭력,발생,2314.0,2001-01-01
599,은평,폭력,검거,2004.0,2001-01-01
600,도봉,살인,발생,3.0,2001-01-01
601,도봉,살인,검거,2.0,2001-01-01
602,도봉,강도,발생,33.0,2001-01-01
603,도봉,강도,검거,17.0,2001-01-01
604,도봉,강간,발생,37.0,2001-01-01
605,도봉,강간,검거,31.0,2001-01-01
606,도봉,절도,발생,1293.0,2001-01-01
607,도봉,절도,검거,743.0,2001-01-01
608,도봉,폭력,발생,3115.0,2001-01-01
609,도봉,폭력,검거,2866.0,2001-01-01
610,수서,살인,발생,4.0,2001-01-01
611,수서,살인,검거,5.0,2001-01-01
612,수서,강도,발생,64.0,2001-01-01
613,수서,강도,검거,35.0,2001-01-01
614,수서,강간,발생,48.0,2001-01-01
