구분,죄종,발생검거,검거,date
관악,폭력,검거,2757.0,2012-01-01
강서,살인,발생,15.0,2012-01-01
강서,살인,검거,14.0,2012-01-01
강서,강도,발생,35.0,2012-01-01
강서,강도,검거,32.0,2012-01-01
강서,강간,발생,207.0,2012-01-01
강서,강간,검거,159.0,2012-01-01
강서,절도,발생,2825.0,2012-01-01
강서,절도,검거,1022.0,2012-01-01
강서,폭력,발생,3056.0,2012-01-01
강서,폭력,검거,2472.0,2012-01-01
강동,살인,발생,5.0,2012-01-01
강동,살인,검거,4.0,2012-01-01
강동,강도,발생,21.0,2012-01-01
강동,강도,검거,19.0,2012-01-01
강동,강간,발생,181.0,2012-01-01
강동,강간,검거,135.0,2012-01-01
강동,절도,발생,2531.0,2012-01-01
강동,절도,검거,758.0,2012-01-01
강동,폭력,발생,2871.0,2012-01-01
강동,폭력,검거,2363.0,2012-01-01
종암,살인,발생,4.0,2012-01-01
종암,살인,검거,4.0,2012-01-01
종암,강도,발생,10.0,2012-01-01
종암,강도,검거,7.0,2012-01-01
종암,강간,발생,56.0,2012-01-01
종암,강간,검거,46.0,2012-01-01
종암,절도,발생,976.0,2012-01-01
종암,절도,검거,375.0,2012-01-01
종암,폭력,발생,1005.0,2012-01-01
종암,폭력,검거,864.0,2012-01-01
구로,살인,발생,9.0,2012-01-01
구로,살인,검거,9.0,2012-01-01
구로,강도,발생,25.0,2012-01-01
구로,강도,검거,16.0,2012-01-01
구로,강간,발생,236.0,2012-01-01
구로,강간,검거,120.0,2012-01-01
구로,절도,발생,2620.0,2012-01-01
구로,절도,검거,680.0,2012-01-01
구로,폭력,발생,3239.0,2012-01-01
구로,폭력,검거,2606.0,2012-01-01
서초,살인,발생,4.0,2012-01-01
서초,살인,검거,5.0,2012-01-01
서초,강도,발생,8.0,2012-01-01
서초,강도,검거,7.0,2012-01-01
서초,강간,발생,212.0,2012-01-01
서초,강간,검거,156.0,2012-01-01
서초,절도,발생,2015.0,2012-01-01
서초,절도,검거,615.0,2012-01-01
서초,폭력,발생,1979.0,2012-01-01
서초,폭력,검거,1636.0,2012-01-01
양천,살인,발생,5.0,2012-01-01
양천,살인,검거,4.0,2012-01-01
양천,강도,발생,16.0,2012-01-01
양천,강도,검거,11.0,2012-01-01
양천,강간,발생,127.0,2012-01-01
양천,강간,검거,84.0,2012-01-01
양천,절도,발생,1996.0,2012-01-01
양천,절도,검거,621.0,2012-01-01
양천,폭력,발생,2372.0,2012-01-01
양천,폭력,검거,1963.0,2012-01-01
송파,살인,발생,11.0,2012-01-01
송파,살인,검거,10.0,2012-01-01
송파,강도,발생,25.0,2012-01-01
송파,강도,검거,16.0,2012-01-01
송파,강간,발생,260.0,2012-01-01
송파,강간,검거,196.0,2012-01-01
송파,절도,발생,4035.0,2012-01-01
송파,절도,검거,901.0,2012-01-01
송파,폭력,발생,3463.0,2012-01-01
송파,폭력,검거,2718.0,2012-01-01
노원,살인,발생,2.0,2012-01-01
노원,살인,검거,2.0,2012-01-01
노원,강도,발생,12.0,2012-01-01
노원,강도,검거,9.0,2012-01-01
노원,강간,발생,166.0,2012-01-01
노원,강간,검거,131.0,2012-01-01
노원,절도,발생,2292.0,2012-01-01
노원,절도,검거,643.0,2012-01-01
노원,폭력,발생,2783.0,2012-01-01
노원,폭력,검거,2320.0,2012-01-01
방배,살인,발생,0.0,2012-01-01
방배,살인,검거,0.0,2012-01-01
방배,강도,발생,4.0,2012-01-01
방배,강도,검거,3.0,2012-01-01
방배,강간,발생,50.0,2012-01-01
방배,강간,검거,38.0,2012-01-01
방배,절도,발생,696.0,2012-01-01
방배,절도,검거,215.0,2012-01-01
방배,폭력,발생,752.0,2012-01-01
방배,폭력,검거,622.0,2012-01-01
은평,살인,발생,4.0,2012-01-01
은평,살인,검거,4.0,2012-01-01
은평,강도,발생,15.0,2012-01-01
은평,강도,검거,8.0,2012-01-01
은평,강간,발생,116.0,2012-01-01
은평,강간,검거,92.0,2012-01-01
은평,절도,발생,1578.0,2012-01-01
은평,절도,검거,487.0,2012-01-01
은평,폭력,발생,1672.0,2012-01-01
은평,폭력,검거,1397.0,2012-01-01
도봉,살인,발생,8.0,2012-01-01
도봉,살인,검거,8.0,2012-01-01
도봉,강도,발생,14.0,2012-01-01
도봉,강도,검거,13.0,2012-01-01
도봉,강간,발생,79.0,2012-01-01
도봉,강간,검거,76.0,2012-01-01
도봉,절도,발생,1706.0,2012-01-01
도봉,절도,검거,536.0,2012-01-01
도봉,폭력,발생,1795.0,2012-01-01
도봉,폭력,검거,1560.0,2012-01-01
수서,살인,발생,3.0,2012-01-01
수서,살인,검거,3.0,2012-01-01
수서,강도,발생,21.0,2012-01-01
수서,강도,검거,18.0,2012-01-01
수서,강간,발생,118.0,2012-01-01
수서,강간,검거,86.0,2012-01-01
수서,절도,발생,1820.0,2012-01-01
수서,절도,검거,464.0,2012-01-01
수서,폭력,발생,1920.0,2012-01-01
수서,폭력,검거,1519.0,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
,,,,2012-01-01
