구분,죄종,발생검거,건수,date
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
,,,,2008-01-01
