구분,죄종,발생검거,건수,date
중부,살인,발생,1.0,2002-01-01
중부,살인,검거,2.0,2002-01-01
중부,강도,발생,21.0,2002-01-01
중부,강도,검거,18.0,2002-01-01
중부,강간,발생,59.0,2002-01-01
중부,강간,검거,24.0,2002-01-01
중부,절도,발생,1205.0,2002-01-01
중부,절도,검거,810.0,2002-01-01
중부,폭력,발생,1392.0,2002-01-01
중부,폭력,검거,1341.0,2002-01-01
종로,살인,발생,0.0,2002-01-01
종로,살인,검거,1.0,2002-01-01
종로,강도,발생,20.0,2002-01-01
종로,강도,검거,21.0,2002-01-01
종로,강간,발생,33.0,2002-01-01
종로,강간,검거,30.0,2002-01-01
종로,절도,발생,874.0,2002-01-01
종로,절도,검거,1102.0,2002-01-01
종로,폭력,발생,1593.0,2002-01-01
종로,폭력,검거,1471.0,2002-01-01
남대문,살인,발생,2.0,2002-01-01
남대문,살인,검거,3.0,2002-01-01
남대문,강도,발생,26.0,2002-01-01
남대문,강도,검거,25.0,2002-01-01
남대문,강간,발생,20.0,2002-01-01
남대문,강간,검거,19.0,2002-01-01
남대문,절도,발생,1146.0,2002-01-01
남대문,절도,검거,897.0,2002-01-01
남대문,폭력,발생,1090.0,2002-01-01
남대문,폭력,검거,1020.0,2002-01-01
서대문,살인,발생,1.0,2002-01-01
서대문,살인,검거,1.0,2002-01-01
서대문,강도,발생,75.0,2002-01-01
서대문,강도,검거,76.0,2002-01-01
서대문,강간,발생,40.0,2002-01-01
서대문,강간,검거,34.0,2002-01-01
서대문,절도,발생,1748.0,2002-01-01
서대문,절도,검거,1798.0,2002-01-01
서대문,폭력,발생,2083.0,2002-01-01
서대문,폭력,검거,1935.0,2002-01-01
혜화,살인,발생,4.0,2002-01-01
혜화,살인,검거,4.0,2002-01-01
혜화,강도,발생,28.0,2002-01-01
혜화,강도,검거,23.0,2002-01-01
혜화,강간,발생,82.0,2002-01-01
혜화,강간,검거,42.0,2002-01-01
혜화,절도,발생,1574.0,2002-01-01
혜화,절도,검거,1094.0,2002-01-01
혜화,폭력,발생,2019.0,2002-01-01
혜화,폭력,검거,1843.0,2002-01-01
용산,살인,발생,2.0,2002-01-01
용산,살인,검거,3.0,2002-01-01
용산,강도,발생,64.0,2002-01-01
용산,강도,검거,30.0,2002-01-01
용산,강간,발생,58.0,2002-01-01
용산,강간,검거,37.0,2002-01-01
용산,절도,발생,1837.0,2002-01-01
용산,절도,검거,2019.0,2002-01-01
용산,폭력,발생,2049.0,2002-01-01
용산,폭력,검거,1718.0,2002-01-01
성북,살인,발생,6.0,2002-01-01
성북,살인,검거,6.0,2002-01-01
성북,강도,발생,26.0,2002-01-01
성북,강도,검거,86.0,2002-01-01
성북,강간,발생,49.0,2002-01-01
성북,강간,검거,25.0,2002-01-01
성북,절도,발생,877.0,2002-01-01
성북,절도,검거,1557.0,2002-01-01
성북,폭력,발생,1465.0,2002-01-01
성북,폭력,검거,1368.0,2002-01-01
동대문,살인,발생,8.0,2002-01-01
동대문,살인,검거,8.0,2002-01-01
동대문,강도,발생,71.0,2002-01-01
동대문,강도,검거,55.0,2002-01-01
동대문,강간,발생,72.0,2002-01-01
동대문,강간,검거,63.0,2002-01-01
동대문,절도,발생,2032.0,2002-01-01
동대문,절도,검거,2186.0,2002-01-01
동대문,폭력,발생,3602.0,2002-01-01
동대문,폭력,검거,3461.0,2002-01-01
마포,살인,발생,4.0,2002-01-01
마포,살인,검거,6.0,2002-01-01
마포,강도,발생,144.0,2002-01-01
마포,강도,검거,177.0,2002-01-01
마포,강간,발생,60.0,2002-01-01
마포,강간,검거,57.0,2002-01-01
마포,절도,발생,2895.0,2002-01-01
마포,절도,검거,1977.0,2002-01-01
마포,폭력,발생,3267.0,2002-01-01
마포,폭력,검거,2877.0,2002-01-01
영등포,살인,발생,3.0,2002-01-01
영등포,살인,검거,2.0,2002-01-01
영등포,강도,발생,51.0,2002-01-01
영등포,강도,검거,62.0,2002-01-01
영등포,강간,발생,55.0,2002-01-01
영등포,강간,검거,51.0,2002-01-01
영등포,절도,발생,2723.0,2002-01-01
영등포,절도,검거,2388.0,2002-01-01
영등포,폭력,발생,2636.0,2002-01-01
영등포,폭력,검거,2320.0,2002-01-01
성동,살인,발생,4.0,2002-01-01
성동,살인,검거,5.0,2002-01-01
성동,강도,발생,37.0,2002-01-01
