구분,죄종,발생검거,건수,date
성북,절도,검거,265,2000-01-01
성북,폭력,발생,1877,2000-01-01
성북,폭력,검거,1800,2000-01-01
동대문,살인,발생,5,2000-01-01
동대문,살인,검거,6,2000-01-01
동대문,강도,발생,69,2000-01-01
동대문,강도,검거,59,2000-01-01
동대문,강간,발생,72,2000-01-01
동대문,강간,검거,65,2000-01-01
동대문,절도,발생,849,2000-01-01
동대문,절도,검거,529,2000-01-01
동대문,폭력,발생,4284,2000-01-01
동대문,폭력,검거,4206,2000-01-01
마포,살인,발생,3,2000-01-01
마포,살인,검거,5,2000-01-01
마포,강도,발생,59,2000-01-01
마포,강도,검거,35,2000-01-01
마포,강간,발생,71,2000-01-01
마포,강간,검거,57,2000-01-01
마포,절도,발생,1295,2000-01-01
마포,절도,검거,416,2000-01-01
마포,폭력,발생,3931,2000-01-01
마포,폭력,검거,3678,2000-01-01
영등포,살인,발생,6,2000-01-01
영등포,살인,검거,7,2000-01-01
영등포,강도,발생,47,2000-01-01
영등포,강도,검거,34,2000-01-01
영등포,강간,발생,50,2000-01-01
영등포,강간,검거,44,2000-01-01
영등포,절도,발생,1101,2000-01-01
영등포,절도,검거,348,2000-01-01
영등포,폭력,발생,3225,2000-01-01
영등포,폭력,검거,2965,2000-01-01
성동,살인,발생,10,2000-01-01
성동,살인,검거,10,2000-01-01
성동,강도,발생,27,2000-01-01
성동,강도,검거,21,2000-01-01
성동,강간,발생,39,2000-01-01
성동,강간,검거,36,2000-01-01
성동,절도,발생,1775,2000-01-01
성동,절도,검거,463,2000-01-01
성동,폭력,발생,3198,2000-01-01
성동,폭력,검거,2871,2000-01-01
동작,살인,발생,13,2000-01-01
동작,살인,검거,13,2000-01-01
동작,강도,발생,53,2000-01-01
동작,강도,검거,28,2000-01-01
동작,강간,발생,67,2000-01-01
동작,강간,검거,60,2000-01-01
동작,절도,발생,1448,2000-01-01
동작,절도,검거,474,2000-01-01
동작,폭력,발생,3367,2000-01-01
동작,폭력,검거,3086,2000-01-01
광진,살인,발생,2,2000-01-01
광진,살인,검거,5,2000-01-01
광진,강도,발생,58,2000-01-01
광진,강도,검거,54,2000-01-01
광진,강간,발생,69,2000-01-01
광진,강간,검거,72,2000-01-01
광진,절도,발생,1738,2000-01-01
광진,절도,검거,697,2000-01-01
광진,폭력,발생,4575,2000-01-01
광진,폭력,검거,4379,2000-01-01
서부,살인,발생,6,2000-01-01
서부,살인,검거,6,2000-01-01
서부,강도,발생,21,2000-01-01
서부,강도,검거,13,2000-01-01
서부,강간,발생,33,2000-01-01
서부,강간,검거,27,2000-01-01
서부,절도,발생,822,2000-01-01
서부,절도,검거,324,2000-01-01
서부,폭력,발생,3032,2000-01-01
서부,폭력,검거,2715,2000-01-01
강북,살인,발생,9,2000-01-01
강북,살인,검거,8,2000-01-01
강북,강도,발생,47,2000-01-01
강북,강도,검거,48,2000-01-01
강북,강간,발생,47,2000-01-01
강북,강간,검거,48,2000-01-01
강북,절도,발생,859,2000-01-01
강북,절도,검거,458,2000-01-01
강북,폭력,발생,3624,2000-01-01
강북,폭력,검거,3446,2000-01-01
금천,살인,발생,10,2000-01-01
금천,살인,검거,9,2000-01-01
금천,강도,발생,73,2000-01-01
금천,강도,검거,58,2000-01-01
금천,강간,발생,66,2000-01-01
금천,강간,검거,63,2000-01-01
금천,절도,발생,1799,2000-01-01
금천,절도,검거,586,2000-01-01
금천,폭력,발생,4808,2000-01-01
금천,폭력,검거,4376,2000-01-01
중랑,살인,발생,13,2000-01-01
중랑,살인,검거,12,2000-01-01
중랑,강도,발생,82,2000-01-01
중랑,강도,검거,43,2000-01-01
중랑,강간,발생,74,2000-01-01
중랑,강간,검거,69,2000-01-01
중랑,절도,발생,1042,2000-01-01
중랑,절도,검거,555,2000-01-01
중랑,폭력,발생,3887,2000-01-01
중랑,폭력,검거,3744,2000-01-01
강남,살인,발생,3,2000-01-01
강남,살인,검거,4,2000-01-01
강남,강도,발생,146,2000-01-01
강남,강도,검거,72,2000-01-01
강남,강간,발생,78,2000-01-01
강남,강간,검거,70,2000-01-01
강남,절도,발생,2653,2000-01-01
강남,절도,검거,523,2000-01-01
강남,폭력,발생,4892,2000-01-01
강남,폭력,검거,4345,2000-01-01
관악,살인,발생,8,2000-01-01
관악,살인,검거,7,2000-01-01
관악,강도,발생,56,2000-01-01
관악,강도,검거,36,2000-01-01
관악,강간,발생,59,2000-01-01
관악,강간,검거,44,2000-01-01
관악,절도,발생,1764,2000-01-01
관악,절도,검거,349,2000-01-01
관악,폭력,발생,2921,2000-01-01
관악,폭력,검거,2658,2000-01-01
강서,살인,발생,6,2000-01-01
강서,살인,검거,7,2000-01-01
강서,강도,발생,75,2000-01-01
강서,강도,검거,55,2000-01-01
강서,강간,발생,75,2000-01-01
강서,강간,검거,64,2000-01-01
강서,절도,발생,1559,2000-01-01
강서,절도,검거,509,2000-01-01
강서,폭력,발생,4361,2000-01-01
강서,폭력,검거,3988,2000-01-01
강동,살인,발생,12,2000-01-01
강동,살인,검거,11,2000-01-01
강동,강도,발생,49,2000-01-01
강동,강도,검거,40,2000-01-01
강동,강간,발생,62,2000-01-01
강동,강간,검거,58,2000-01-01
강동,절도,발생,1838,2000-01-01
강동,절도,검거,671,2000-01-01
강동,폭력,발생,4716,2000-01-01
강동,폭력,검거,4333,2000-01-01
종암,살인,발생,8,2000-01-01
종암,살인,검거,8,2000-01-01
종암,강도,발생,28,2000-01-01
종암,강도,검거,26,2000-01-01
종암,강간,발생,39,2000-01-01
종암,강간,검거,39,2000-01-01
종암,절도,발생,825,2000-01-01
종암,절도,검거,372,2000-01-01
종암,폭력,발생,2959,2000-01-01
종암,폭력,검거,2787,2000-01-01
구로,살인,발생,10,2000-01-01
구로,살인,검거,10,2000-01-01
구로,강도,발생,35,2000-01-01
구로,강도,검거,37,2000-01-01
구로,강간,발생,55,2000-01-01
구로,강간,검거,53,2000-01-01
구로,절도,발생,982,2000-01-01
구로,절도,검거,345,2000-01-01
구로,폭력,발생,3275,2000-01-01
구로,폭력,검거,3056,2000-01-01
서초,살인,발생,2,2000-01-01
서초,살인,검거,2,2000-01-01
서초,강도,발생,66,2000-01-01
서초,강도,검거,42,2000-01-01
서초,강간,발생,67,2000-01-01
서초,강간,검거,61,2000-01-01
서초,절도,발생,1079,2000-01-01
서초,절도,검거,431,2000-01-01
서초,폭력,발생,2618,2000-01-01
서초,폭력,검거,2538,2000-01-01
양천,살인,발생,5,2000-01-01
양천,살인,검거,6,2000-01-01
양천,강도,발생,50,2000-01-01
양천,강도,검거,28,2000-01-01
양천,강간,발생,49,2000-01-01
양천,강간,검거,44,2000-01-01
양천,절도,발생,1383,2000-01-01
양천,절도,검거,419,2000-01-01
양천,폭력,발생,2871,2000-01-01
양천,폭력,검거,2611,2000-01-01
송파,살인,발생,2,2000-01-01
송파,살인,검거,2,2000-01-01
송파,강도,발생,32,2000-01-01
송파,강도,검거,24,2000-01-01
송파,강간,발생,62,2000-01-01
송파,강간,검거,46,2000-01-01
송파,절도,발생,1672,2000-01-01
송파,절도,검거,404,2000-01-01
송파,폭력,발생,3800,2000-01-01
송파,폭력,검거,3224,2000-01-01
노원,살인,발생,3,2000-01-01
노원,살인,검거,3,2000-01-01
노원,강도,발생,19,2000-01-01
노원,강도,검거,18,2000-01-01
노원,강간,발생,40,2000-01-01
노원,강간,검거,32,2000-01-01
노원,절도,발생,741,2000-01-01
노원,절도,검거,334,2000-01-01
노원,폭력,발생,2321,2000-01-01
노원,폭력,검거,2231,2000-01-01
방배,살인,발생,1,2000-01-01
방배,살인,검거,1,2000-01-01
방배,강도,발생,23,2000-01-01
방배,강도,검거,19,2000-01-01
방배,강간,발생,44,2000-01-01
방배,강간,검거,31,2000-01-01
방배,절도,발생,746,2000-01-01
방배,절도,검거,226,2000-01-01
방배,폭력,발생,1540,2000-01-01
방배,폭력,검거,1425,2000-01-01
은평,살인,발생,2,2000-01-01
은평,살인,검거,1,2000-01-01
은평,강도,발생,20,2000-01-01
은평,강도,검거,27,2000-01-01
은평,강간,발생,28,2000-01-01
은평,강간,검거,24,2000-01-01
은평,절도,발생,658,2000-01-01
은평,절도,검거,212,2000-01-01
은평,폭력,발생,2223,2000-01-01
은평,폭력,검거,2092,2000-01-01
도봉,살인,발생,3,2000-01-01
도봉,살인,검거,2,2000-01-01
도봉,강도,발생,17,2000-01-01
도봉,강도,검거,11,2000-01-01
도봉,강간,발생,46,2000-01-01
도봉,강간,검거,37,2000-01-01
도봉,절도,발생,813,2000-01-01
도봉,절도,검거,326,2000-01-01
도봉,폭력,발생,2778,2000-01-01
도봉,폭력,검거,2642,2000-01-01
수서,살인,발생,3,2000-01-01
수서,살인,검거,3,2000-01-01
수서,강도,발생,52,2000-01-01
수서,강도,검거,35,2000-01-01
수서,강간,발생,31,2000-01-01
수서,강간,검거,29,2000-01-01
수서,절도,발생,1183,2000-01-01
수서,절도,검거,352,2000-01-01
수서,폭력,발생,3351,2000-01-01
수서,폭력,검거,2983,2000-01-01
