구분,죄종,발생검거,건수,date
중부,살인,발생,3.0,2014-01-01
중부,살인,검거,2.0,2014-01-01
중부,강도,발생,8.0,2014-01-01
중부,강도,검거,8.0,2014-01-01
중부,강간,발생,143.0,2014-01-01
중부,강간,검거,105.0,2014-01-01
중부,절도,발생,1364.0,2014-01-01
중부,절도,검거,408.0,2014-01-01
중부,폭력,발생,1414.0,2014-01-01
중부,폭력,검거,1229.0,2014-01-01
종로,살인,발생,3.0,2014-01-01
종로,살인,검거,2.0,2014-01-01
종로,강도,발생,6.0,2014-01-01
종로,강도,검거,3.0,2014-01-01
종로,강간,발생,122.0,2014-01-01
종로,강간,검거,90.0,2014-01-01
종로,절도,발생,975.0,2014-01-01
종로,절도,검거,371.0,2014-01-01
종로,폭력,발생,1283.0,2014-01-01
종로,폭력,검거,1114.0,2014-01-01
남대문,살인,발생,3.0,2014-01-01
남대문,살인,검거,3.0,2014-01-01
남대문,강도,발생,5.0,2014-01-01
남대문,강도,검거,5.0,2014-01-01
남대문,강간,발생,78.0,2014-01-01
남대문,강간,검거,56.0,2014-01-01
남대문,절도,발생,1212.0,2014-01-01
남대문,절도,검거,479.0,2014-01-01
남대문,폭력,발생,1001.0,2014-01-01
남대문,폭력,검거,893.0,2014-01-01
서대문,살인,발생,3.0,2014-01-01
서대문,살인,검거,3.0,2014-01-01
서대문,강도,발생,4.0,2014-01-01
서대문,강도,검거,7.0,2014-01-01
서대문,강간,발생,185.0,2014-01-01
서대문,강간,검거,150.0,2014-01-01
서대문,절도,발생,1883.0,2014-01-01
서대문,절도,검거,665.0,2014-01-01
서대문,폭력,발생,2119.0,2014-01-01
서대문,폭력,검거,1763.0,2014-01-01
혜화,살인,발생,0.0,2014-01-01
혜화,살인,검거,0.0,2014-01-01
혜화,강도,발생,6.0,2014-01-01
혜화,강도,검거,5.0,2014-01-01
혜화,강간,발생,104.0,2014-01-01
혜화,강간,검거,61.0,2014-01-01
혜화,절도,발생,1297.0,2014-01-01
혜화,절도,검거,695.0,2014-01-01
혜화,폭력,발생,1225.0,2014-01-01
혜화,폭력,검거,1087.0,2014-01-01
용산,살인,발생,1.0,2014-01-01
용산,살인,검거,2.0,2014-01-01
용산,강도,발생,7.0,2014-01-01
용산,강도,검거,7.0,2014-01-01
용산,강간,발생,213.0,2014-01-01
용산,강간,검거,169.0,2014-01-01
용산,절도,발생,1560.0,2014-01-01
용산,절도,검거,522.0,2014-01-01
용산,폭력,발생,2018.0,2014-01-01
용산,폭력,검거,1640.0,2014-01-01
성북,살인,발생,6.0,2014-01-01
성북,살인,검거,3.0,2014-01-01
성북,강도,발생,7.0,2014-01-01
성북,강도,검거,5.0,2014-01-01
성북,강간,발생,93.0,2014-01-01
성북,강간,검거,77.0,2014-01-01
성북,절도,발생,1141.0,2014-01-01
성북,절도,검거,362.0,2014-01-01
성북,폭력,발생,1215.0,2014-01-01
성북,폭력,검거,1033.0,2014-01-01
동대문,살인,발생,12.0,2014-01-01
동대문,살인,검거,11.0,2014-01-01
동대문,강도,발생,13.0,2014-01-01
동대문,강도,검거,8.0,2014-01-01
동대문,강간,발생,141.0,2014-01-01
동대문,강간,검거,112.0,2014-01-01
동대문,절도,발생,1809.0,2014-01-01
동대문,절도,검거,676.0,2014-01-01
동대문,폭력,발생,2388.0,2014-01-01
동대문,폭력,검거,2075.0,2014-01-01
마포,살인,발생,4.0,2014-01-01
마포,살인,검거,4.0,2014-01-01
마포,강도,발생,22.0,2014-01-01
마포,강도,검거,9.0,2014-01-01
마포,강간,발생,265.0,2014-01-01
마포,강간,검거,218.0,2014-01-01
마포,절도,발생,2763.0,2014-01-01
마포,절도,검거,742.0,2014-01-01
마포,폭력,발생,2686.0,2014-01-01
마포,폭력,검거,2163.0,2014-01-01
영등포,살인,발생,14.0,2014-01-01
영등포,살인,검거,15.0,2014-01-01
영등포,강도,발생,10.0,2014-01-01
영등포,강도,검거,5.0,2014-01-01
영등포,강간,발생,250.0,2014-01-01
영등포,강간,검거,183.0,2014-01-01
영등포,절도,발생,3080.0,2014-01-01
영등포,절도,검거,892.0,2014-01-01
영등포,폭력,발생,3649.0,2014-01-01
영등포,폭력,검거,2977.0,2014-01-01
성동,살인,발생,1.0,2014-01-01
성동,살인,검거,1.0,2014-01-01
성동,강도,발생,5.0,2014-01-01
성동,강도,검거,6.0,2014-01-01
성동,강간,발생,141.0,2014-01-01
