구분,죄종,발생검거,건수,date
구로,강도,검거,84,2003-01-01
구로,강간,발생,126,2003-01-01
구로,강간,검거,53,2003-01-01
구로,절도,발생,2034,2003-01-01
구로,절도,검거,1247,2003-01-01
구로,폭력,발생,2952,2003-01-01
구로,폭력,검거,2622,2003-01-01
서초,살인,발생,6,2003-01-01
서초,살인,검거,6,2003-01-01
서초,강도,발생,139,2003-01-01
서초,강도,검거,133,2003-01-01
서초,강간,발생,130,2003-01-01
서초,강간,검거,68,2003-01-01
서초,절도,발생,1405,2003-01-01
서초,절도,검거,1345,2003-01-01
서초,폭력,발생,2187,2003-01-01
서초,폭력,검거,2140,2003-01-01
양천,살인,발생,7,2003-01-01
양천,살인,검거,7,2003-01-01
양천,강도,발생,33,2003-01-01
양천,강도,검거,31,2003-01-01
양천,강간,발생,55,2003-01-01
양천,강간,검거,49,2003-01-01
양천,절도,발생,2215,2003-01-01
양천,절도,검거,1801,2003-01-01
양천,폭력,발생,2882,2003-01-01
양천,폭력,검거,2561,2003-01-01
송파,살인,발생,6,2003-01-01
송파,살인,검거,7,2003-01-01
송파,강도,발생,96,2003-01-01
송파,강도,검거,127,2003-01-01
송파,강간,발생,51,2003-01-01
송파,강간,검거,48,2003-01-01
송파,절도,발생,1596,2003-01-01
송파,절도,검거,1404,2003-01-01
송파,폭력,발생,2873,2003-01-01
송파,폭력,검거,2684,2003-01-01
노원,살인,발생,3,2003-01-01
노원,살인,검거,4,2003-01-01
노원,강도,발생,30,2003-01-01
노원,강도,검거,49,2003-01-01
노원,강간,발생,48,2003-01-01
노원,강간,검거,44,2003-01-01
노원,절도,발생,1238,2003-01-01
노원,절도,검거,855,2003-01-01
노원,폭력,발생,2526,2003-01-01
노원,폭력,검거,2367,2003-01-01
방배,살인,발생,2,2003-01-01
방배,살인,검거,3,2003-01-01
방배,강도,발생,45,2003-01-01
방배,강도,검거,67,2003-01-01
방배,강간,발생,115,2003-01-01
방배,강간,검거,30,2003-01-01
방배,절도,발생,1207,2003-01-01
방배,절도,검거,676,2003-01-01
방배,폭력,발생,1658,2003-01-01
방배,폭력,검거,1492,2003-01-01
은평,살인,발생,5,2003-01-01
은평,살인,검거,6,2003-01-01
은평,강도,발생,33,2003-01-01
은평,강도,검거,38,2003-01-01
은평,강간,발생,22,2003-01-01
은평,강간,검거,21,2003-01-01
은평,절도,발생,1672,2003-01-01
은평,절도,검거,1182,2003-01-01
은평,폭력,발생,2117,2003-01-01
은평,폭력,검거,1917,2003-01-01
도봉,살인,발생,2,2003-01-01
도봉,살인,검거,2,2003-01-01
도봉,강도,발생,45,2003-01-01
도봉,강도,검거,47,2003-01-01
도봉,강간,발생,57,2003-01-01
도봉,강간,검거,49,2003-01-01
도봉,절도,발생,1608,2003-01-01
도봉,절도,검거,1015,2003-01-01
도봉,폭력,발생,3047,2003-01-01
도봉,폭력,검거,2769,2003-01-01
수서,살인,발생,5,2003-01-01
수서,살인,검거,4,2003-01-01
수서,강도,발생,122,2003-01-01
수서,강도,검거,98,2003-01-01
수서,강간,발생,34,2003-01-01
수서,강간,검거,30,2003-01-01
수서,절도,발생,1694,2003-01-01
수서,절도,검거,1000,2003-01-01
수서,폭력,발생,2693,2003-01-01
수서,폭력,검거,2431,2003-01-01
